一不是响马并贼寇,0,一不是响马与贼寇，
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,14378188.035674052,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,14384061.823151767,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,14402919.806956721,0.25
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,14441733.34317852,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,14512817.16600129,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,14532837.872298423,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,14553426.584461536,0.125
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,14570275.681409478,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,14579789.938992344,0.125
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,14605814.303029954,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,14659194.729736786,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,14664845.667140814,0.125
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,14747407.820198497,0.125
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,14748769.192243367,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,14754701.308793096,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,14758562.981352152,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,14786173.911152119,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,14797101.984242456,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,14813130.865121827,0.25
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,14814331.24135392,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,14853434.304594347,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,14858708.743441716,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,14900090.661429271,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,14900887.643349001,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,14932472.316953111,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,14971113.69500213,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,14986300.830958903,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,15008766.691152059,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,15016470.150946602,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,15023097.16378745,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,15044570.266643021,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,15149615.089135848,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,15152400.453003064,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,15186935.703846905,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,15190744.521934625,0.125
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,15199659.301259035,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,15203291.69147173,0.125
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,15213583.059586307,0.25
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,15213899.272987194,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,15218695.917783188,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,15220215.935871739,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,15228470.074605446,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,15233924.866013573,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,15241396.030855507,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,15241571.89824684,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,15251265.173531396,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,15252872.235764759,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,15322093.063466232,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,15340559.453581115,0.25
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,15343981.334939934,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,15359459.260176996,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,15383971.828663273,0.125
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,15395398.252416989,0.125
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,15412498.993931213,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,15417312.22924196,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,15428043.904996295,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,15516919.744968925,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,15534692.59266128,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,15570538.76867801,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,15576806.545289725,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,15605800.144945497,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,15615502.621675216,0.125
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,15624804.284699997,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,15626702.45473432,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,15629582.551498417,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,15646763.38326214,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,15651909.446923409,0.125
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,15668512.466010068,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,15673006.337361246,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,15686169.59487581,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,15750772.405553412,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,15772976.381117018,0.125
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,15774377.52945381,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,15774478.60828158,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,15777214.251774307,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,15777214.251774307,0.125
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,15785960.267312119,0.125
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,15788636.10507806,0.25
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,15808596.46786157,0.125
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,15848492.366627794,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,15892813.484215112,0.125
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,15905101.527637187,0.125
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,15905849.48510289,0.125
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,15908345.653609946,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,15918252.759999529,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,15923686.379124638,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,15939545.825668536,0.125
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,15972368.275762307,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,15994870.45478249,0.25
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,16035283.616802216,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,16041956.81542483,0.125
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,16042099.107899182,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,16074622.877081987,0.125
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,16089587.343276449,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,16175164.71148637,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,16192731.176879745,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,16224185.820271123,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,16253763.316418067,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,16254090.95686069,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,16298428.044145305,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,16301304.542992905,0.125
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,16301304.542992905,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,16315874.327060116,0.125
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,16330748.955228914,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,16335409.422853963,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,16411953.52958614,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,16430132.056905156,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,16440359.088871693,0.125
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,16442172.831077322,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,16443504.58372758,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,16458519.047405217,0.125
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,16510299.183095157,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,16539474.115636732,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,16567853.818887442,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,16593726.767220508,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,16595094.697761426,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,16634283.87829011,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,16637988.011651248,0.125
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,16675730.199392369,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,16691551.299708417,0.125
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,16721287.309858395,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,16736973.990500338,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,16739636.377403576,0.125
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,16740408.331147285,0.25
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,16787613.91151908,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,16830885.70340392,0.125
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,16862261.472379215,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,16933350.54023239,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,16940054.53757945,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,16943003.909287237,0.125
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,16955662.84615391,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,16969430.789774694,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,16990350.97686222,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,17028442.73054797,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,17065744.371896666,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,17086864.600235295,0.125
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,17102046.375437573,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,17192192.497910157,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,17214579.23396408,0.125
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,17247555.21591548,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,17264987.506342087,0.125
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,17288903.4209118,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,17307429.728518188,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,17321339.8631125,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,17325706.92744422,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,17334611.506011207,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,17339669.03178709,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,17353852.338638596,0.125
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,17373516.59696533,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,17396246.879631363,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,17409878.939940244,0.25
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,17416141.91349113,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,17447406.546099078,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,17474878.243033968,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,17493515.249474585,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,17525248.132804856,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,17526377.112712584,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,17531233.312900998,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,17584969.71057367,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,17597731.250055827,0.25
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,17614289.042679764,0.125
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,17704873.74189086,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,17724693.637735978,0.125
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,17783035.3904853,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,17786565.52275609,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,17806602.673151467,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,17825228.44743578,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,17859086.494071033,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,17874959.574323826,0.25
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,17906082.93464131,0.125
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,17914858.404997643,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,17958922.94521741,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,17984500.30421156,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,18000946.92208507,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,18032372.66462883,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,18032372.66462883,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,18036612.121669177,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,18047226.996194713,0.25
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,18060253.583623536,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,18075868.734738134,0.125
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,18178958.455935635,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,18185556.36312054,0.25
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,18220046.733090594,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,18277966.1232444,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,18352321.907262586,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,18359678.368610308,0.125
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,18372208.519189876,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,18396087.366049588,0.125
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,18472762.34086054,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,18526845.32245079,0.125
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,18533739.603611384,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,18546053.118953645,0.125
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,18626285.07041916,0.125
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,18652356.267464273,0.25
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,18670162.654547438,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,18692821.247651886,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,18699503.53471074,0.125
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,18713889.771835797,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,18733882.064917747,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,18752936.972368572,0.125
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,18818391.34075418,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,18825378.003752142,0.125
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,18833742.736741465,0.125
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,18842396.57261474,0.125
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,18893963.297271658,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,18897889.81834086,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,18909251.782425944,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,18909251.782425944,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,18983806.570717294,0.125
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,19018554.765562676,0.125
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,19045200.36833184,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,19047193.709221452,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,19104207.520012982,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,19112277.664431274,0.125
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,19114624.659354795,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,19162274.598548584,0.125
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,19170341.704411097,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,19259839.858879462,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,19337843.890298244,0.125
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,19355165.547600176,0.125
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,19386171.60948481,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,19424648.237456903,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,19511800.513567336,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,19522249.46493266,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,19567905.391788706,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,19606435.070777047,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,19643819.139802188,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,19659960.633676875,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,19737823.69202187,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,19759778.92399437,0.125
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,19798475.59625329,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,19861372.504887138,0.25
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,19866447.434266035,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,19930933.67121317,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,19945459.19783723,0.25
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,20012543.134713262,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,20023126.425260194,0.125
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,20141293.42293672,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,20172148.89675922,0.125
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,20197451.084139325,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,20272127.47667479,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,20305609.050606508,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,20307376.173439506,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,20315555.696227737,0.25
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,20355509.07288614,0.125
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,20378100.94286301,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,20419234.996161796,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,20457519.43936924,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,20463888.748631235,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,20469383.894575894,0.125
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,20490556.285918236,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,20517977.87082063,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,20584651.56978894,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,20595254.120503258,0.125
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,20650745.653709374,0.125
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,20728317.35147547,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,20738657.826186486,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,20770077.23487182,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,20835172.115175765,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,20836472.35527964,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,20886812.976372853,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,21035519.971158486,0.0
