去了我左右膀难以飞行,0,去了我左右膀难以飞行。
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,10084539.048151905,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,10137918.358525071,0.1
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,10138713.045472674,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,10156022.963041412,0.1
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,10164201.153271379,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,10174069.86105093,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,10193418.590876086,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,10194124.805194892,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,10201643.517306872,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,10209489.00013555,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,10234988.418445911,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,10240231.461415358,0.1
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,10248991.148175938,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,10252478.636233209,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,10255151.433237903,0.1
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,10273905.175454795,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,10290559.050861513,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,10304346.506125499,0.1
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,10311241.959717438,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,10337163.434894977,0.1
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,10344712.343090072,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,10355575.944208883,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,10355924.723025745,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,10356488.28000202,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,10362897.296246305,0.1
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,10380250.06710873,0.1
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,10382571.071772747,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,10394412.201004716,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,10404447.346065003,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,10446867.542476058,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,10448272.096317802,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,10448583.327038843,0.1
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,10469134.133630233,0.1
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,10491331.145596653,0.1
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,10508666.801209815,0.1
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,10517369.441156432,0.1
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,10536123.018159,0.2
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,10539799.060855834,0.1
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,10548655.877757465,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,10549487.134689879,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,10550651.147216694,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,10565759.606140267,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,10570600.909133637,0.1
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,10573147.533172822,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,10573853.996584127,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,10591469.706868857,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,10608009.079503365,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,10619246.92094263,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,10625149.678420672,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,10633097.309092222,0.2
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,10640669.347471775,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,10641001.671909649,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,10641427.116438365,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,10669515.023852238,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,10670613.20556664,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,10685853.466344416,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,10688363.315824412,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,10696498.978526123,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,10705205.840948781,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,10710556.940358965,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,10712019.656919552,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,10731852.528347872,0.1
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,10736101.37792469,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,10747983.059792487,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,10748380.760409132,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,10755404.174360797,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,10756916.915700221,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,10760673.03281026,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,10761860.98840904,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,10778652.535043666,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,10786029.837236576,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,10789489.60620865,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,10829117.32033998,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,10829406.099893292,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,10863854.62062518,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,10872127.90819767,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,10877289.863106722,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,10925342.015072487,0.2
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,10925386.94719999,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,10957816.89907019,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,10968056.4771666,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,11004263.171317417,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,11026025.255584816,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,11043252.39464458,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,11071478.24070644,0.1
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,11074315.228283841,0.1
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,11075876.724366646,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,11082480.884732451,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,11090840.66054975,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,11116134.191937538,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,11117619.834842492,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,11150200.361571591,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,11164034.980145654,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,11167015.42853758,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,11169457.448966019,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,11171847.645861095,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,11185292.673252787,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,11193604.329190027,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,11194407.662808197,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,11197146.984124966,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,11207769.32328495,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,11213756.262298066,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,11219127.443227516,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,11250403.567884563,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,11256786.499114335,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,11260604.53053807,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,11269446.9681999,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,11280277.826660722,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,11310890.447594149,0.1
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,11316819.905310113,0.1
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,11319789.488859449,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,11333586.403080627,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,11339035.704191951,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,11355291.153257882,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,11366469.92193696,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,11380217.365407996,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,11430701.825214814,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,11435329.085376788,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,11445195.719131801,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,11456457.044051237,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,11473776.172294281,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,11474615.006965881,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,11475381.019606993,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,11488540.62827509,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,11495379.49157176,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,11501364.092980376,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,11506216.565336179,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,11510455.670502022,0.1
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,11511647.006585456,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,11514104.637204358,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,11530959.122373248,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,11575470.979525296,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,11580318.085335223,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,11621555.096773986,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,11627042.351250067,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,11664416.004053548,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,11669623.157143613,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,11679124.443777941,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,11690427.072922667,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,11704121.99270451,0.1
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,11717815.931173904,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,11745629.79435139,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,11762692.475954803,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,11790263.578627924,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,11797134.188026564,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,11834578.430543976,0.1
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,11852707.361440096,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,11880862.793715376,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,11911619.514683018,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,11918955.115121152,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,11949456.957152527,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,11987530.191993326,0.2
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,11991642.861832267,0.1
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,12005895.16880709,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,12010246.84036345,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,12050387.686340256,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,12050387.686340256,0.1
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,12056549.025916716,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,12065411.762719383,0.1
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,12079554.750118935,0.1
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,12083370.734803243,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,12084824.222122489,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,12086941.284680946,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,12109707.658501396,0.1
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,12125165.72869961,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,12176464.39563342,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,12182672.703560585,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,12192317.81472692,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,12220154.206654444,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,12222493.14203778,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,12236258.775580732,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,12238154.688342175,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,12239106.442646196,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,12248101.857002612,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,12254752.509342091,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,12261386.360231325,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,12264832.669668728,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,12280543.270446386,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,12283883.952961301,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,12285860.660969097,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,12303762.35187981,0.1
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,12321529.996456154,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,12331344.28430545,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,12333988.059466898,0.1
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,12358493.987660347,0.1
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,12379578.666691855,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,12448115.90369201,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,12450380.807071658,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,12453424.524021896,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,12474704.619287308,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,12477928.372772707,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,12497466.13011434,0.1
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,12550632.934226401,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,12554071.773525892,0.1
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,12582033.961089382,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,12594848.437409814,0.1
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,12602381.71898103,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,12606207.526630709,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,12615955.224083016,0.1
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,12637768.722645923,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,12681935.27733291,0.1
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,12709004.634111697,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,12718574.455525007,0.2
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,12736027.600084355,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,12763750.82605055,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,12768971.504580515,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,12770138.713315848,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,12829752.517406655,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,12831328.849298175,0.1
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,12850975.326326143,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,12869997.350474253,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,12877460.429796334,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,12933469.463076374,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,12964488.578003084,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,12973011.921346873,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,13007420.937090544,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,13030464.562932417,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,13038204.413475549,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,13093548.341882577,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,13094935.382839657,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,13099726.312223008,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,13118984.571981158,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,13131137.789989108,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,13171585.960416213,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,13217180.27670504,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,13221949.149231855,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,13222358.0146016,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,13228116.17895642,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,13241674.514682578,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,13258048.17989288,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,13280276.657920064,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,13284628.887367385,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,13292036.089336473,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,13292976.41884899,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,13307705.538853778,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,13320034.985796079,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,13325459.031274375,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,13352434.38347214,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,13368731.845653266,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,13379781.884413514,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,13387241.945087558,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,13394777.53552314,0.1
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,13398041.965427859,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,13399683.232867809,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,13402096.951113906,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,13425665.005428638,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,13430317.796047809,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,13444891.260918701,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,13449327.354404014,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,13451711.307402158,0.1
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,13451884.215598535,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,13464725.486036971,0.1
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,13479947.651090862,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,13485579.63085469,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,13490632.082181044,0.1
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,13565434.543410351,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,13597066.415426813,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,13617402.02575183,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,13631272.033780662,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,13680209.461407665,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,13700210.23288057,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,13719265.812676098,0.0
