官封到节度使皇王恩重,0,官封到节度使（喏）皇王恩重，
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,10315862.019055445,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,10337073.461444732,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,10340261.19878671,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,10357425.084455721,0.1
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,10391132.042636707,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,10416948.949160181,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,10421587.363594664,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,10426437.365003748,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,10435480.55075205,0.1
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,10446836.568411821,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,10450207.547181208,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,10451800.83543825,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,10455737.667608991,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,10463735.352031516,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,10468868.132026495,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,10482116.358049648,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,10529804.722188435,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,10554060.791871617,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,10555526.357038928,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,10558935.924670933,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,10595250.166787883,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,10655645.011884619,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,10671387.094894063,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,10671873.584981961,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,10686234.512955965,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,10721491.837722631,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,10755595.06568142,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,10777771.01283035,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,10785235.31443234,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,10814737.679307615,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,10827722.55354866,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,10829752.76474498,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,10841674.862365732,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,10843763.247973118,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,10868769.347453324,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,10893136.447903113,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,10893436.271263225,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,10925497.473797318,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,10933890.968152247,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,10937749.649678977,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,10946413.324716436,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,11003192.384728314,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,11003878.37765346,0.1
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,11004677.4108819,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,11012929.81031222,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,11037317.34961961,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,11037347.963424496,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,11061547.9704014,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,11088289.873624925,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,11107979.428338941,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,11120039.265572447,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,11143232.772541383,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,11149980.847044695,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,11189120.820585286,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,11191220.411284706,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,11191391.831278086,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,11193764.968664143,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,11201561.736840699,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,11233278.72330852,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,11241234.75923919,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,11268556.281529948,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,11287016.319122553,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,11301975.014545798,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,11317888.66314837,0.1
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,11335460.846952122,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,11336498.179935716,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,11345397.938666198,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,11354935.394946571,0.1
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,11363118.875583518,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,11446752.947786743,0.1
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,11446772.283702131,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,11495717.168464266,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,11504341.425619222,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,11519131.058185399,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,11529347.56248007,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,11544191.969327329,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,11546495.306979176,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,11549904.58812279,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,11553492.92487571,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,11566209.670887737,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,11573855.778729793,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,11581816.66137302,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,11596390.777171172,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,11607784.109325249,0.1
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,11611280.259791669,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,11612393.493389787,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,11625144.041579813,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,11635835.617240656,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,11687794.072411861,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,11703855.963467011,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,11719062.482421694,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,11722812.229410408,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,11732523.837071747,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,11740644.75274564,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,11792317.00927106,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,11803428.87987605,0.1
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,11819895.694750475,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,11831592.577638272,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,11844212.026016012,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,11856052.740350109,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,11873663.646188991,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,11875481.940898264,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,11877139.011213174,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,11881356.804153526,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,11881356.804153526,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,11889551.793536779,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,11894894.339250622,0.1
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,11901348.771098424,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,11913560.593418013,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,11914456.195191361,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,11920108.139655087,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,11971654.419176213,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,11981926.657751009,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,11992459.869757075,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,12002855.153785063,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,12174373.296948247,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,12176972.444388585,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,12178330.790390095,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,12262606.154411638,0.1
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,12263074.605646301,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,12269979.565748163,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,12288198.92022718,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,12300690.823714744,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,12353905.893290961,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,12369840.161439486,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,12384601.868102988,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,12397711.10074369,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,12443529.394303955,0.1
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,12500898.87262724,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,12523047.536041072,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,12536001.068422273,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,12554450.810353575,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,12566692.365584895,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,12577080.692879606,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,12580054.322749443,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,12617474.650389194,0.1
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,12631387.560769308,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,12633841.278694566,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,12676807.791481834,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,12681288.04818544,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,12684366.52946055,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,12694157.64501164,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,12734365.413375791,0.1
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,12777757.948359508,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,12781440.879887415,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,12791541.167667206,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,12803128.46982659,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,12806139.615591152,0.1
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,12807352.569718448,0.2
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,12808299.255354503,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,12847101.026133837,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,12848955.086194998,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,12877083.620710164,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,12912953.051020745,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,12914133.986838175,0.1
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,12945424.467514744,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,12958887.304620141,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,12966832.701671785,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,12991564.663559543,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,12997179.460054783,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,13004535.14252121,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,13041182.826124415,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,13054018.097176045,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,13096475.618449291,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,13155431.171978226,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,13157871.172023868,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,13178380.050150244,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,13304518.15182158,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,13361874.006565407,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,13391435.536896512,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,13431322.018827874,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,13433738.912620267,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,13440744.524354883,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,13471342.624372695,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,13475352.728878237,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,13483489.906547217,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,13495233.307014313,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,13563402.864307595,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,13594738.345474932,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,13603943.06820967,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,13608050.174106358,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,13620702.276254453,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,13636320.542563006,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,13677008.911770297,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,13684833.062542679,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,13687641.753275052,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,13691686.476827063,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,13709092.207034327,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,13754491.851763109,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,13789868.333080674,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,13791510.963571984,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,13813218.623675497,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,13813674.85408226,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,13866527.444544861,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,13904313.65368456,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,13927255.345713656,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,13966929.338141264,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,14006711.200402781,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,14022252.545540603,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,14022252.545540603,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,14100796.925917298,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,14138776.720697327,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,14139849.769251028,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,14162347.42454556,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,14184593.320993412,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,14236629.617799684,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,14293066.89067903,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,14294614.786902815,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,14301244.521977741,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,14336870.463874625,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,14369514.356469916,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,14390033.760560356,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,14403409.221627178,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,14403880.667221518,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,14455433.155343942,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,14470134.78388987,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,14553734.224575909,0.1
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,14554139.534093663,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,14641254.573126279,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,14652698.699141705,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,14693416.804252848,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,14751028.602893438,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,14761053.947256207,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,14781529.677774416,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,14787029.418384757,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,14823429.541953,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,14853461.627186544,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,14877857.053843513,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,14895546.65684656,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,14969759.540451942,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,14993966.745010613,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,14995437.287752278,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,15019222.29893402,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,15031272.733466418,0.1
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,15066421.501573633,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,15096898.558745226,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,15119286.711563235,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,15213828.880690048,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,15258675.141006505,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,15266989.519980773,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,15356246.526252223,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,15404487.643471124,0.1
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,15452184.157656608,0.1
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,15536926.082228875,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,15556097.293560885,0.1
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,15574420.03924842,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,15587398.17043447,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,15588319.207208645,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,15589943.609991275,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,15615392.278119506,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,15676473.922979513,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,15702803.792640718,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,15779010.103659663,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,15847538.170179972,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,15896450.859692981,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,15930935.545723595,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,15961261.087459615,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,16000146.823336,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,16041934.253119463,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,16137365.203615198,0.2
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,16157952.490704535,0.1
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,16322676.392896693,0.0
