夜夜何曾得安眠,0,夜夜何曾得安眠。
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,13316453.688566925,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,13319767.929042544,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,13344532.8339289,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,13360172.666918593,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,13389745.610561753,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,13399048.310027692,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,13462409.343922615,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,13482474.508977504,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,13497225.059791172,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,13526761.05203066,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,13538702.209525988,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,13554190.251289073,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,13601290.405837964,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,13634014.976319117,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,13639417.476974016,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,13649344.316985244,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,13652016.828191986,0.14285714285714285
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,13652545.852577483,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,13725350.864765953,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,13730346.049614746,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,13766869.25971371,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,13802310.011125857,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,13870518.336649869,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,13894931.423061099,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,13902076.224880861,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,13919280.829122478,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,13952967.168805324,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,14017512.517271588,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,14021094.462560972,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,14047369.000024274,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,14084790.476912212,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,14109023.34469332,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,14154308.560345404,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,14155445.380639868,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,14158989.408053618,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,14182171.014819348,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,14182171.014819348,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,14196003.644486725,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,14224743.300831638,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,14230014.249711411,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,14232944.424353791,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,14236923.06861521,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,14237024.285062265,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,14248143.431208795,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,14266568.87258528,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,14278603.167556183,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,14309245.895343153,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,14311358.29076612,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,14415839.286525482,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,14423561.37115819,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,14443992.084821736,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,14454159.39835689,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,14476201.252448278,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,14486152.952224664,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,14492012.605216207,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,14500662.195452068,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,14518054.132158777,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,14536310.475462036,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,14545132.481635522,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,14614732.337196589,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,14648995.30418066,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,14653362.342079327,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,14685455.536432503,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,14686967.433729414,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,14694451.379813539,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,14704557.995448994,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,14707596.954815079,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,14775712.842589598,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,14778728.566744782,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,14780332.350598253,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,14802797.50274981,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,14825490.74734195,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,14825913.155884098,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,14826938.871952647,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,14830628.897582838,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,14889688.364350894,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,14892386.797967626,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,14937149.929011455,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,14937691.752441382,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,14937937.052954651,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,14999522.77585081,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,15000700.091816232,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,15039456.595702063,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,15104508.797950776,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,15118892.174475703,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,15143430.473557053,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,15147659.319889417,0.2857142857142857
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,15165944.214762254,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,15196440.69935941,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,15202032.910474839,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,15214507.846488692,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,15277384.350036493,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,15296687.423139038,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,15329493.608136691,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,15357329.319996996,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,15387049.517226767,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,15432773.780010164,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,15477863.14697369,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,15485925.05959079,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,15495477.150171231,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,15509437.670869559,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,15610095.493282793,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,15613080.64070659,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,15646883.737968879,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,15657277.404824654,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,15690877.280875655,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,15708701.408255,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,15762293.370027691,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,15819855.216835247,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,15821274.802379759,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,15829734.388807088,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,15842258.323360197,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,15857571.96484398,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,15868358.583613224,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,15873467.294012481,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,15874274.202526977,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,15882604.224747898,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,15956000.913307467,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,15965922.482037054,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,15984169.736861032,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,15986531.905802613,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,16031573.138110848,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,16087467.695670176,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,16089450.335747402,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,16118064.682260925,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,16128141.087914767,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,16173460.225867525,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,16225339.47922353,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,16263475.19245629,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,16299667.676441098,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,16337366.90888894,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,16358949.50796837,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,16396437.506433446,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,16398758.529862305,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,16400246.812720904,0.2857142857142857
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,16520251.546037504,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,16530051.589144394,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,16540900.398710104,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,16565980.33511216,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,16589175.594977278,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,16643054.555835452,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,16688811.901829185,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,16702845.544420643,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,16719477.8330159,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,16722038.531330066,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,16781259.493250042,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,16788322.370987896,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,16789776.718177672,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,16831577.858280018,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,16860541.251357358,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,16868807.815752618,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,16881644.15947445,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,16883741.209753368,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,16898946.55251511,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,16920375.837097622,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,16942501.219589964,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,16950111.817176815,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,17055919.975594547,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,17058800.406086143,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,17074521.299844835,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,17084251.96513665,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,17085309.994402066,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,17122266.154413622,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,17142944.177205253,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,17173085.53099958,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,17224033.90219612,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,17244418.486981567,0.14285714285714285
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,17282805.62156585,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,17288862.03071144,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,17305894.78598824,0.2857142857142857
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,17312023.016404163,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,17338002.02981271,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,17341189.1371755,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,17397439.12833987,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,17411560.40519,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,17437849.130852595,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,17452562.60056282,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,17464757.733196765,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,17482732.37853745,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,17495678.784647476,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,17535136.723993998,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,17570614.717140682,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,17597290.40856415,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,17611100.441407762,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,17613627.100971427,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,17637009.18167808,0.14285714285714285
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,17660294.815369476,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,17669955.208235152,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,17687430.130874835,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,17701216.211113416,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,17711524.9896501,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,17730457.856943112,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,17783140.85071601,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,17783835.78622884,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,17791826.129905716,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,17802346.686344884,0.2857142857142857
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,17837248.6579115,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,17890804.80385123,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,17957025.798625506,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,17957025.798625506,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,17960493.86492027,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,18134239.585972715,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,18134239.585972715,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,18181349.27037137,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,18188013.333334856,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,18234759.94372996,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,18263922.55733414,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,18307626.442177627,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,18419419.740781523,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,18423201.17945611,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,18446795.8221947,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,18494262.70148692,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,18495294.894768953,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,18544855.51677156,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,18545922.729612455,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,18635268.42020453,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,18635336.79728728,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,18657887.452286635,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,18657887.452286635,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,18673849.407224625,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,18726356.72749608,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,18726356.72749608,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,18743548.174842812,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,18795051.765578747,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,18795496.802382126,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,18811000.76022418,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,18835080.58986908,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,18914571.048041802,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,18930153.475312594,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,18933270.208252758,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,18985972.76438514,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,19004509.768052373,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,19005648.839891434,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,19107227.02333711,0.2857142857142857
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,19118668.165747624,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,19143257.239944432,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,19199219.397884384,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,19201596.62080674,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,19216165.292669997,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,19237728.336498167,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,19242173.071266267,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,19266718.778734654,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,19280802.29542101,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,19287136.46424232,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,19317224.59392236,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,19346295.54215838,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,19392052.455351688,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,19404129.522921156,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,19404129.522921156,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,19440132.223411392,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,19445792.172530968,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,19465757.56518987,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,19477154.239522006,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,19480128.30523184,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,19498722.463061165,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,19511562.891906526,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,19575799.883015778,0.0
