今夜晚怎能够盼到明天,0,今夜晚怎能够盼到明天。
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,15348612.988983186,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,15369400.306590702,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,15396260.681760233,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,15445824.692790605,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,15494526.304086672,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,15506669.396891173,0.1
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,15509148.21204542,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,15511246.20257147,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,15523771.051428514,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,15567498.840451004,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,15584090.646515185,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,15655908.491216248,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,15664286.273175819,0.1
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,15669061.414305836,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,15682462.445606187,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,15691788.958010372,0.1
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,15704750.985421369,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,15706076.08935713,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,15732143.248955337,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,15738747.37124722,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,15744155.259652045,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,15771584.3802719,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,15780726.548551986,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,15813689.730299203,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,15820407.385516075,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,15820555.251454806,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,15831714.719656808,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,15844723.266863989,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,15861860.125853386,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,15869991.868433958,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,15893605.442684859,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,15926252.199376898,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,15943319.005944563,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,15946431.250014648,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,15951872.244287081,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,15996409.02478345,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,15997306.141675605,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,16012145.426942255,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,16014152.047436021,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,16016506.636011526,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,16050718.921761045,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,16061399.113003438,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,16064313.002183665,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,16100632.366731133,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,16112409.68561376,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,16114821.312983437,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,16120162.771650756,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,16121114.075660381,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,16155450.877984842,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,16160520.41305723,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,16198671.593979176,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,16222829.041572554,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,16225312.843835434,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,16238123.163527034,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,16251231.22508446,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,16256999.876755567,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,16275853.039191518,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,16286974.0142272,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,16292512.761188034,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,16292688.299654914,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,16344007.121998155,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,16372935.536187524,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,16388418.377315458,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,16404695.517928902,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,16420303.378252313,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,16433921.612308968,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,16494822.500945434,0.1
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,16519548.5581731,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,16531345.357820941,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,16536376.57747051,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,16537931.093929397,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,16563930.291438276,0.1
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,16606763.81486742,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,16612025.915823117,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,16663132.50913508,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,16678393.083259612,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,16682375.150037218,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,16713485.061777772,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,16718127.554288272,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,16733589.98118513,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,16797983.569169138,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,16816829.028030552,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,16819400.885165513,0.3
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,16839344.407198716,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,16855246.574217834,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,16921034.682098012,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,16931232.45314868,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,16989428.205033887,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,17001165.620861985,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,17013235.625826534,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,17049894.52229981,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,17087934.305637922,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,17126643.845676813,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,17133014.991209835,0.1
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,17199073.437799077,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,17204187.27674114,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,17209756.162069798,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,17234131.74266251,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,17312167.403073773,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,17318629.673858047,0.1
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,17405503.50457427,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,17405723.98703632,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,17435779.905501794,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,17467532.65808509,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,17468998.08933574,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,17486904.808368314,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,17529932.201591775,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,17668110.067795698,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,17678393.899256233,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,17696076.81273213,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,17712779.742385056,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,17714373.584930696,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,17752620.200342953,0.1
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,17828695.077589516,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,17834872.239106204,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,17847543.00730931,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,17899784.77167769,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,17927976.88689928,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,17931919.67533423,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,18052429.171130344,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,18077479.874122776,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,18123602.63133819,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,18124928.582945935,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,18127340.90331889,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,18156210.10200173,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,18162346.964508496,0.1
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,18169938.302478153,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,18180205.42552654,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,18180339.429773003,0.1
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,18191564.3094729,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,18208275.98936904,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,18306885.011027876,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,18307792.93275285,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,18341358.521532036,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,18357976.831259105,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,18392836.112053756,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,18412556.25190398,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,18426411.949602436,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,18621601.772254225,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,18635598.686103445,0.3
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,18635598.686103445,0.3
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,18661084.17517297,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,18671675.4371841,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,18672260.308073767,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,18746268.83938846,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,18778389.1980408,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,18821528.27190586,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,18883486.44064177,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,18885774.549298644,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,18941122.32123357,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,18952906.408745054,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,18952906.408745054,0.1
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,18959797.35648403,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,18964462.779308937,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,19013798.33447493,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,19029894.050217308,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,19047501.79375336,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,19060057.382509068,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,19131509.526131976,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,19160227.26629169,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,19185263.633968186,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,19295951.575246006,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,19375798.16134761,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,19403267.968472637,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,19442717.701086294,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,19474103.61359026,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,19538877.8299687,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,19557897.89279394,0.1
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,19558245.223114483,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,19558270.78425994,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,19605694.102287907,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,19632638.221165463,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,19654831.92129164,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,19676519.80649371,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,19710940.576933887,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,19749597.153037686,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,19835348.126224272,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,19840810.838515926,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,19887277.99751973,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,19910279.12964514,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,19916268.76524303,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,19930663.945820745,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,19954375.929896038,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,20020636.46995083,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,20110417.030487493,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,20196607.786334675,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,20202741.128094383,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,20265823.46778006,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,20283181.86993423,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,20283181.86993423,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,20311950.999199774,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,20329927.435048547,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,20356258.636219393,0.1
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,20389653.02146868,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,20409077.611949418,0.2
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,20441731.281499166,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,20442335.09666083,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,20590119.196600433,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,20611691.332154162,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,20638214.453818694,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,20644074.642850302,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,20677502.01900901,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,20701913.88312735,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,20746297.756234556,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,20832488.356366605,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,20848819.447140314,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,20880361.01586094,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,20889340.688477587,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,20895516.981263004,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,21057706.609811697,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,21096257.06476893,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,21110286.027453367,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,21136118.053101636,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,21137767.837901406,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,21158263.052503906,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,21223872.21848651,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,21238744.563480355,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,21240588.888477143,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,21310207.317978226,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,21317883.716784846,0.1
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,21321203.82296373,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,21323047.07508795,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,21383730.647139505,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,21400872.048449494,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,21454604.374454856,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,21459404.696979094,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,21484510.772945255,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,21643216.924855977,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,21767545.167043876,0.1
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,21810101.060186222,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,21831175.408123832,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,21943628.27734939,0.1
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,21987947.572751835,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,22032076.164979074,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,22085721.73488005,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,22136248.08700126,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,22288244.264793143,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,22409916.458226174,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,22416806.734233703,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,22478200.32732324,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,22646949.336148273,0.1
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,22656857.39672158,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,22739119.306868054,0.1
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,22739894.48782299,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,22813751.00316094,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,22884965.601346668,0.1
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,22892801.07331433,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,22960092.327480998,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,23000294.029385984,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,23138469.68417142,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,23323080.286911998,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,23343451.411914527,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,23414311.284784015,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,23439108.982979894,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,23544621.09434371,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,23588202.417313658,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,23708314.262557074,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,23776130.917921316,0.1
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,23794444.311349865,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,23886472.977498736,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,23908876.532707334,0.0
