愁人心中似箭穿,0,愁人心（哪）中似箭穿。
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,11772728.58214926,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,11789667.285899997,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,11811853.658165025,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,11812804.63254499,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,11839171.00093597,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,11840271.636079226,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,11843292.400619498,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,11851334.04055969,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,11862808.329073653,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,11887473.791514104,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,11899535.534874456,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,11905055.242446199,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,11928346.089142632,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,11932793.263816386,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,11942256.669571089,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,11952531.085183185,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,11960962.373425342,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,11971307.973925915,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,11974676.24227631,0.2857142857142857
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,11991227.846652474,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,11995679.609766236,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,12003652.133925857,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,12015514.912333911,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,12030309.544524599,0.2857142857142857
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,12073010.111022655,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,12081111.500091732,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,12085789.820284924,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,12090669.658176905,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,12116008.974328084,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,12143848.669682998,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,12151945.044190098,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,12155245.851110263,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,12169678.068425933,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,12170349.484332163,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,12175528.70510909,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,12182537.934760267,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,12197314.34706258,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,12202859.871570742,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,12207859.00629223,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,12246641.322481627,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,12248237.70421598,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,12252431.507766975,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,12271764.812025417,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,12287285.081094965,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,12302628.69317443,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,12307734.699656084,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,12309975.722170647,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,12319916.50639285,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,12327332.968318634,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,12341020.641941667,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,12342045.457920823,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,12350163.59713636,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,12355308.278083285,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,12382628.310258439,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,12390979.7146662,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,12412611.722793972,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,12412611.722793972,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,12416050.218144802,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,12431220.835694298,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,12442444.177252028,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,12444973.178229993,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,12444973.178229993,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,12455311.542533098,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,12469893.004263433,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,12487184.112080501,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,12499146.496235281,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,12502171.381630925,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,12515439.668185117,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,12520459.658572791,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,12535130.130135974,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,12541084.37633767,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,12550259.76983899,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,12565577.25096914,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,12580075.10451272,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,12581229.918056346,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,12593036.662538191,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,12613954.874609979,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,12618577.814289017,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,12633988.532227702,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,12638154.294330126,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,12681378.777614731,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,12695948.496055583,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,12710470.744753761,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,12718329.167278528,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,12733988.376778526,0.14285714285714285
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,12756195.913481204,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,12756741.141669624,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,12777093.415775428,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,12780987.274580393,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,12801140.805230698,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,12846695.01826042,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,12854987.540368982,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,12862127.867163163,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,12901653.110801883,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,12929352.957627138,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,12942461.842244279,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,12974831.591217168,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,12975509.507486558,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,12984667.288438518,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,12997330.635011338,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,13018533.851148868,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,13029805.778966585,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,13043495.393536301,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,13052855.076965734,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,13081445.170817073,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,13097725.44112917,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,13097725.44112917,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,13111393.71853181,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,13124183.964753458,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,13133314.68158346,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,13140650.512086878,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,13143675.58934168,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,13152940.914919911,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,13172981.708027184,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,13178410.196026247,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,13190404.545482049,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,13190874.885398915,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,13192752.935952622,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,13214749.576272063,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,13217473.2019467,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,13237090.947877003,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,13249464.921723347,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,13264664.334280308,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,13289683.870682452,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,13301591.71644396,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,13309863.088371448,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,13324063.052022824,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,13336243.16624535,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,13339470.473770615,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,13353475.559225094,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,13400375.20479277,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,13403000.73336293,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,13414729.398190673,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,13416576.42904539,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,13430144.006750956,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,13444663.104699261,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,13466380.277310578,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,13516335.32936701,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,13516804.805405132,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,13518318.731899958,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,13556462.554664912,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,13559708.895250034,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,13571890.711736802,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,13596706.329124188,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,13611526.873817189,0.14285714285714285
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,13612206.82222146,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,13615187.04608049,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,13622550.62290534,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,13623004.1292858,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,13629173.652045837,0.14285714285714285
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,13633472.333156256,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,13641684.389022281,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,13648755.491919428,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,13651796.085597925,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,13682679.225675123,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,13684127.989101857,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,13694930.562197177,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,13738365.350038737,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,13789877.2434774,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,13802577.590630617,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,13827550.992711147,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,13852328.026642961,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,13884789.031332865,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,13901515.335171925,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,13902484.497518709,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,13917322.305574074,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,13924537.846589962,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,13924537.846589962,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,13934123.343258461,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,13978080.126116266,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,13982403.446159607,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,13996286.009272471,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,14021451.759799348,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,14024749.61766045,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,14054374.17399779,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,14060301.073621692,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,14072869.6182273,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,14081835.85059337,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,14090742.320578177,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,14095370.253828498,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,14111172.060746424,0.2857142857142857
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,14148582.306437103,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,14164733.610393468,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,14168685.603947895,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,14186143.320602015,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,14189736.217377229,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,14206009.321656063,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,14207910.266372042,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,14248419.069256863,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,14252662.642973246,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,14264514.122138144,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,14298335.522765066,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,14332944.162681058,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,14358786.652676737,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,14388864.509314202,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,14400008.631273353,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,14411686.56846756,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,14425937.503330206,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,14440966.70207803,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,14452887.404048458,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,14472369.520829929,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,14488660.884311447,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,14506136.260332515,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,14523691.374515256,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,14525319.055292998,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,14530305.3508517,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,14552280.502268406,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,14580329.899863772,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,14618644.582041243,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,14625923.163038066,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,14633844.505471643,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,14635270.039178595,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,14648162.95984541,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,14651941.46071503,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,14676909.312039353,0.14285714285714285
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,14688984.541827602,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,14718821.580163907,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,14718989.006144969,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,14718989.006144969,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,14724432.557504527,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,14763685.569270818,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,14767452.087972483,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,14794743.977772895,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,14814447.689327553,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,14816336.352960749,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,14835630.701115027,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,14859349.790422918,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,14885393.170724746,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,14899988.94661728,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,14904996.62537123,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,14925915.171047995,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,14946501.38023906,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,14962929.970351696,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,14997864.96873593,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,14999928.394170769,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,15012500.690784188,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,15012847.12589003,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,15019152.793588748,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,15023492.177824777,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,15073481.63983458,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,15080958.016359137,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,15082352.378034556,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,15083946.516984487,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,15099892.741861247,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,15111817.333013939,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,15150513.66972838,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,15171389.646095054,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,15184965.280052098,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,15207177.062908564,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,15212291.827031136,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,15227736.257715669,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,15235557.068625025,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,15235557.068625025,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,15255056.260208052,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,15255056.260208052,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,15269673.652530633,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,15300231.55818043,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,15314490.51853779,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,15341917.657152722,0.0
