自那日朝罢归身染重病,0,自（喏）那日朝罢归身（呐）染重病，
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,12544086.472664766,0.2
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,12545852.932581937,0.1
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,12548797.99257564,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,12568607.442758426,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,12603614.332782418,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,12633614.084998013,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,12643023.451254021,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,12678074.893750086,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,12704859.981086722,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,12715799.23466635,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,12764463.38377698,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,12779459.340541426,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,12797670.632640472,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,12828783.63537605,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,12831210.964219525,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,12834269.62723296,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,12837125.336232131,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,12848420.558513422,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,12850719.957302483,0.1
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,12883859.248818036,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,12901103.081850762,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,12914570.822933482,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,12936177.239625115,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,12956152.68131793,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,12990565.289250657,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,13006613.122060446,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,13021872.650114117,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,13022391.793109963,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,13027290.940118838,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,13033814.84363191,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,13036191.15750542,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,13052414.746149596,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,13077890.548918428,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,13094054.036880855,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,13106999.696172427,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,13109310.010013005,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,13112784.390871407,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,13119562.931215188,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,13143096.5530388,0.1
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,13143269.659434387,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,13146154.195117837,0.1
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,13147347.003756184,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,13158663.188475015,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,13178598.396234613,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,13221511.788063949,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,13224879.11564411,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,13251574.476154577,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,13254199.630134264,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,13261265.800331615,0.1
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,13271171.681945205,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,13282758.164448932,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,13291154.636021694,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,13310018.728141759,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,13312264.042397745,0.1
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,13314963.929130798,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,13324872.382509757,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,13351987.016673515,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,13387929.352234442,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,13387929.352234442,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,13394823.82689693,0.1
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,13407095.298241695,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,13418911.535688771,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,13425271.258134143,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,13426664.16060311,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,13456878.94862454,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,13494314.980385628,0.3
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,13498877.438957969,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,13526436.82982823,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,13544813.990990277,0.1
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,13553563.403487248,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,13580413.058058962,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,13582189.276229423,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,13597335.260768976,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,13610114.348604236,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,13659013.733583858,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,13672495.665199997,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,13687976.764110576,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,13712097.318860695,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,13716704.146671044,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,13739480.457834514,0.1
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,13741695.187190313,0.1
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,13745321.256403938,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,13746945.971265923,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,13754298.830967812,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,13758403.772012508,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,13771968.102466695,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,13788952.42351523,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,13808486.527289197,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,13814342.433897706,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,13863400.000022994,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,13886680.884731295,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,13889195.899494845,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,13890300.25204793,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,13895631.401546445,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,13934762.11938509,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,13947414.624910621,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,13955036.911343103,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,13966559.390951794,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,14016129.33558617,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,14021490.536024543,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,14039437.163127821,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,14076901.775112806,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,14076901.775112806,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,14082630.634018078,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,14085137.014660308,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,14089329.6555515,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,14102852.174954997,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,14110700.836013718,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,14148603.579647636,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,14175758.694370618,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,14181766.819789661,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,14189016.950915836,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,14189016.950915836,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,14203057.693703528,0.3
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,14203064.168555662,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,14251435.658160998,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,14254260.752875902,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,14265333.56829829,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,14281881.814476367,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,14299206.884296263,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,14343320.940196285,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,14343320.940196285,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,14379229.422548717,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,14389965.698661849,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,14392778.452439865,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,14406001.175880827,0.1
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,14411528.232151754,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,14446765.738300798,0.3
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,14456456.562009102,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,14458154.12135897,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,14460919.889287192,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,14468114.712212527,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,14486422.056280527,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,14603958.880651783,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,14610404.070843285,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,14610967.499700617,0.1
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,14630779.3270628,0.1
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,14635156.012613976,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,14635650.307523005,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,14661220.439655751,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,14670379.25781545,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,14678515.543921793,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,14708949.449055584,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,14710122.613301285,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,14719085.076999344,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,14722608.72492104,0.1
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,14764115.122180229,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,14789580.561339635,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,14791605.128842158,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,14809347.580685178,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,14830305.551545877,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,14840289.214780757,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,14847439.080292314,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,14852390.276403658,0.1
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,14854231.837993462,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,14862706.811760306,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,14887504.918646999,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,14900192.870733798,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,14900707.448505685,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,14958187.425650988,0.3
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,14984970.287323928,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,15026838.048913088,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,15033894.910789873,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,15044294.847916137,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,15049295.642945666,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,15076597.117703967,0.1
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,15096362.113850802,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,15105046.861731227,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,15109293.445565354,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,15124126.515374064,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,15128483.163717015,0.1
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,15140659.374803014,0.1
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,15168727.5991158,0.1
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,15172169.326582707,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,15198686.79032156,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,15216781.043663599,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,15266603.244582795,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,15308610.729619367,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,15322713.95519373,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,15331015.250791594,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,15393732.38558778,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,15397224.483076459,0.1
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,15410732.203545263,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,15468603.294453634,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,15503417.273433486,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,15518997.78239443,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,15536152.12294654,0.1
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,15536516.961047634,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,15565835.734263789,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,15582266.296153441,0.1
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,15584194.152757032,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,15606602.496439548,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,15641667.390898371,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,15669903.965425473,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,15681947.995580556,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,15690608.024742514,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,15719956.841182576,0.2
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,15749564.060123712,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,15764127.749088999,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,15785275.483874997,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,15795954.5181112,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,15816796.335597944,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,15850178.975363733,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,15882611.027929647,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,15896573.221390393,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,15905067.368467452,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,15915583.110970153,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,15974361.072085597,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,16007898.130505133,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,16045748.283670267,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,16067793.369467743,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,16068197.109022055,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,16087965.388876528,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,16159765.13213498,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,16201129.609101664,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,16202304.09659759,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,16202304.09659759,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,16219618.707321502,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,16231611.83243593,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,16272210.594225215,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,16280595.309498798,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,16297003.386875838,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,16305305.26859163,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,16405366.099098768,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,16415845.908217385,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,16450192.099765375,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,16622898.814215519,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,16726741.08055105,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,16779783.30359432,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,16790795.316825673,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,16794285.161102507,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,16814949.06966216,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,16851534.485684857,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,16866857.885876104,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,16867058.32843178,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,16894018.876789864,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,16919664.418704372,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,16965936.472226083,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,16970819.621688403,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,17003079.465218827,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,17003079.465218827,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,17011183.76224291,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,17012000.378268424,0.1
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,17052126.089993924,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,17095506.599870194,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,17161341.882747665,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,17218203.86472534,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,17222189.852974057,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,17224296.744128905,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,17253134.669945907,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,17338150.74603401,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,17338670.593513854,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,17355234.931914896,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,17375455.146642186,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,17378742.698158916,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,17410158.29066063,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,17537713.444618724,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,17548946.8222102,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,17563044.909856368,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,17619835.476836577,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,17651242.574771535,0.2
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,17651242.574771535,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,17728306.353755552,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,17752973.475262012,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,17777000.556481544,0.0
