胡言乱语怎瞒咱,8,胡言乱语怎瞒（呐）咱！
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,8348065.582829423,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,8352145.600238979,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,8354335.0965281585,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,8356295.448879207,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,8366210.83296367,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,8366828.048606441,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,8371027.121794748,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,8373816.003950002,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,8375764.844103043,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,8380772.465565426,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,8386391.925450441,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,8388180.560995047,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,8417925.960808724,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,8418663.8436212,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,8427754.752385108,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,8440397.831147559,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,8449479.724476963,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,8454768.768675245,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,8457147.619968189,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,8463393.628331909,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,8469939.948693255,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,8473018.064504113,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,8475180.328680893,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,8494788.891639702,0.14285714285714285
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,8509285.969345428,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,8523108.130743602,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,8535578.486631146,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,8550578.783287799,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,8556235.064237824,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,8574618.511748949,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,8579957.429496456,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,8588876.824743867,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,8589852.543694943,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,8590260.011024754,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,8591899.854997322,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,8592916.821510622,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,8628367.058076236,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,8638324.269001704,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,8638727.421147749,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,8639384.133538043,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,8650455.41896528,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,8652848.220120173,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,8654322.415925728,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,8656407.600288682,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,8669617.881464107,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,8678808.438466681,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,8680317.531400394,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,8691213.949307343,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,8697848.102002202,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,8697930.837741632,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,8703514.298303723,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,8746030.1280851,0.14285714285714285
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,8749356.503724234,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,8754047.08767651,0.14285714285714285
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,8754491.033734089,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,8766228.38930491,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,8774122.464643823,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,8787211.509563573,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,8789233.466215204,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,8791298.654017953,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,8798089.326325502,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,8799632.070151044,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,8808830.777708579,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,8810012.668478975,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,8813725.895582426,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,8817882.470760688,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,8833594.474572571,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,8837289.597435411,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,8838269.486544527,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,8887894.195451466,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,8888182.614931004,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,8910739.220686601,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,8910906.423629634,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,8918745.722931422,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,8920264.804412995,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,8945771.017206363,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,8985366.820191855,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,8995844.523769518,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,9003807.955083238,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,9006022.46263541,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,9020492.0604727,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,9023477.858986659,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,9032888.606868874,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,9037772.20742714,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,9042182.157776238,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,9056712.55452199,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,9068221.74754644,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,9083667.174878288,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,9092652.093115894,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,9101247.05633966,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,9148126.247143457,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,9149237.059406905,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,9193114.619429372,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,9202074.997124061,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,9232339.156308908,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,9234263.392274123,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,9258485.430286821,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,9259891.145903375,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,9264795.358732173,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,9274703.570198845,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,9315657.544771386,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,9332200.679981826,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,9337564.056265326,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,9351601.593309185,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,9354748.912884245,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,9366624.730279917,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,9384506.04617612,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,9387664.74379347,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,9389353.396983838,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,9411363.879226368,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,9412219.315501202,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,9414240.856847716,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,9439263.14368861,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,9441599.3825825,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,9443155.315962141,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,9443684.85503496,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,9444051.570176257,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,9461408.793411642,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,9468092.55352795,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,9477317.734380165,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,9496381.865221474,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,9497348.253426231,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,9508194.198303489,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,9514008.233686268,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,9518090.189227542,0.2857142857142857
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,9519814.17696579,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,9538844.698059782,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,9557242.48769524,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,9558288.264188685,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,9560468.894178195,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,9591160.26203112,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,9599101.819013074,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,9628122.174905296,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,9649707.613640653,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,9653881.149106795,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,9669341.84714825,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,9676943.824668195,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,9679766.583542362,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,9679766.583542362,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,9681215.55922048,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,9691199.502087057,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,9692608.40416146,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,9720133.510813998,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,9773896.510479053,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,9781815.920745404,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,9812051.976974815,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,9835237.374217324,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,9847799.222147927,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,9850463.778616745,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,9855474.139514232,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,9856531.49270039,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,9866882.420078468,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,9874402.311989373,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,9890469.034937603,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,9892156.748673318,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,9916238.753328051,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,9917267.434713315,0.14285714285714285
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,9922222.209226614,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,9962929.706059564,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,9978330.93106247,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,10022717.439567124,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,10036613.841066249,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,10073486.459642213,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,10097229.448077984,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,10106632.135379199,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,10136540.070581257,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,10160102.022073338,0.14285714285714285
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,10165526.54388922,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,10173671.786274122,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,10204226.063584,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,10211145.763192877,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,10218342.23792508,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,10219739.67141766,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,10242496.136714311,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,10245007.687748782,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,10247819.034442835,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,10252023.5269691,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,10253945.779498395,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,10260380.470646758,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,10260951.200801706,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,10291507.134504825,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,10313597.359998269,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,10352692.237149214,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,10353742.81246587,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,10353742.81246587,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,10356200.808434937,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,10391781.646332206,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,10395581.180790082,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,10398856.417155327,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,10454539.392704148,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,10463824.425648438,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,10487829.27705614,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,10516865.225635847,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,10516865.225635847,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,10530214.844574397,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,10549976.973075513,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,10556561.918078454,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,10559597.187531386,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,10561871.627459534,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,10568632.523224875,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,10571504.367461035,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,10581218.99832291,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,10598299.263508597,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,10606189.132047888,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,10625590.578930132,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,10635566.444598887,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,10652777.806788307,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,10656765.715450486,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,10659618.847695554,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,10677583.054384733,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,10681424.45752931,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,10686363.352863714,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,10691844.002185574,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,10717862.562604109,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,10739347.649577836,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,10768359.876324842,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,10772461.137179583,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,10844571.93330329,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,10858921.928106777,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,10860673.400244074,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,10862833.569523662,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,10868840.580756947,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,10885735.538441576,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,10891922.519674448,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,10917027.082272485,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,10919422.059690088,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,10925826.66630167,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,10965290.317293735,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,10977638.917779528,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,10989648.841359,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,10998213.577739833,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,11012188.717533626,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,11013928.72753054,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,11018018.01827973,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,11021101.584499042,0.14285714285714285
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,11030803.846623648,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,11031699.60741804,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,11049232.682061734,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,11051014.953472435,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,11069971.787825959,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,11078976.704729186,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,11080017.61558294,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,11087372.183487885,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,11158025.470982743,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,11170902.643737812,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,11173131.990150394,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,11226074.611282395,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,11242044.144602971,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,11250004.570492947,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,11288489.674373629,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,11298512.970413346,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,11307980.423958927,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,11318207.446079554,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,11410918.034698714,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,11426388.137265837,0.0
