一轮明月照窗前,0,一轮明月照窗前，
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,14497067.420742277,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,14504209.3813443,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,14523307.672272556,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,14536296.478196612,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,14545525.614672983,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,14547509.30837846,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,14562928.61517956,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,14582105.88925947,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,14602375.988859914,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,14622812.953925062,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,14641969.457552193,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,14648055.831654316,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,14659881.582751635,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,14661125.81362829,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,14684904.732902598,0.14285714285714285
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,14717416.988467984,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,14725226.05205827,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,14778441.70736808,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,14781955.15035804,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,14814764.629028454,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,14823455.071518766,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,14861695.250868965,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,14867811.950426592,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,14908319.735164331,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,14918468.45387057,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,14921679.879765399,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,14950769.152860116,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,14953520.43285938,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,14978062.659108099,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,15020402.797905397,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,15020402.797905397,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,15024920.468264902,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,15032158.264583863,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,15046988.267681913,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,15069272.994284239,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,15099994.79164816,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,15120850.887374138,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,15122776.657858526,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,15144767.142245982,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,15153964.229240326,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,15158453.665013004,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,15165671.004093591,0.14285714285714285
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,15195744.537031634,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,15205263.15734025,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,15208845.474838939,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,15270453.918962605,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,15283262.248637762,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,15289186.154877897,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,15291682.55439568,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,15309059.18159652,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,15329030.828652272,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,15380484.058426045,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,15446575.945572741,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,15480435.426923804,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,15512157.43330723,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,15543581.89618773,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,15574066.025489526,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,15590119.877248412,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,15591380.197201945,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,15609076.415899523,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,15609983.069685128,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,15620987.093625315,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,15647300.375640549,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,15663945.939693851,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,15690865.640227817,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,15692411.151505005,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,15767966.061713645,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,15776921.617212888,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,15787323.723914634,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,15801175.725051954,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,15813022.033818498,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,15813503.285427442,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,15815620.995897153,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,15815929.371620277,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,15834416.447208721,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,15849567.739753345,0.14285714285714285
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,15875780.31908138,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,15888024.508444622,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,15892249.149043126,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,15901944.269245312,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,15907622.831277827,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,15923085.35317242,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,15959825.24867604,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,15964797.493297085,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,16002707.177060284,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,16015400.174022306,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,16020489.331815794,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,16076142.244714513,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,16089804.159843288,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,16113973.936293397,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,16134537.55490152,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,16134911.736864928,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,16140558.593079729,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,16144175.121036978,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,16172054.868508877,0.2857142857142857
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,16176688.783867102,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,16205494.96569439,0.14285714285714285
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,16206992.500650879,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,16231406.989972223,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,16234119.494093198,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,16278612.909166576,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,16316508.439597802,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,16317237.544575423,0.14285714285714285
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,16329331.312352393,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,16342355.100669784,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,16348129.724338992,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,16362664.22573712,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,16420746.984639356,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,16425771.37065702,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,16491443.171088517,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,16590621.557769356,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,16596549.26108345,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,16633895.081743471,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,16639311.17714685,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,16640409.106579235,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,16666140.405836826,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,16673032.450325847,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,16704147.048753627,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,16708203.078512043,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,16713834.300286952,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,16714166.712750165,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,16724821.500202373,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,16728673.885919843,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,16807709.635583524,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,16810916.15136525,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,16879177.47870494,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,16894241.62897747,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,16921945.242507562,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,16958790.373078033,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,16975669.09341314,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,17001148.98117998,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,17012319.116378337,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,17066745.488439515,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,17136575.106992267,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,17159521.13760193,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,17191864.761220198,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,17202399.683618862,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,17266423.697155125,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,17278376.166926138,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,17284643.681202784,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,17306664.751966532,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,17365118.128733184,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,17386579.524488606,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,17405849.12556863,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,17418932.15112191,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,17429759.289287,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,17447926.632281043,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,17517347.35465029,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,17523876.67090875,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,17567480.59079337,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,17586188.744705886,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,17602927.368988734,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,17664774.65904709,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,17668325.59896746,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,17692443.453472164,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,17707940.379387613,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,17743255.24729765,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,17785247.09174881,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,17796326.362869818,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,17798875.407650832,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,17804478.512318708,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,17961561.56627755,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,17963042.441518873,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,17970124.049808767,0.14285714285714285
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,17990805.837593373,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,18018852.450959813,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,18027906.672134854,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,18033086.63330399,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,18037855.342165943,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,18044832.136738654,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,18057506.255088292,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,18059147.75424485,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,18087268.05126494,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,18134069.680462573,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,18155820.459244702,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,18168616.7947416,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,18211210.533146065,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,18252344.629589237,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,18264243.47167432,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,18295132.27485683,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,18361575.332282137,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,18366365.8538633,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,18396535.80016991,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,18415565.29205714,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,18444639.88769047,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,18496648.194089726,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,18566857.420938734,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,18568837.888210442,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,18580555.007671274,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,18642281.52510538,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,18681378.028550737,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,18733999.3267734,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,18738131.8046919,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,18752662.369082753,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,18775673.930607982,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,18806299.221035965,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,18806299.221035965,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,18944253.628699597,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,18963320.424003355,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,18964114.708986808,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,19015682.798767902,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,19044212.32617118,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,19069315.094237395,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,19095680.93957515,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,19117360.60023714,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,19133472.046657667,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,19143831.06245526,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,19149402.715674035,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,19157646.335311443,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,19201803.403767675,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,19261253.3657469,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,19324043.4064936,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,19328141.94812756,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,19362205.24469154,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,19450360.205313094,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,19451380.67875509,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,19461299.076057464,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,19484456.149190467,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,19487975.845736537,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,19487975.845736537,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,19508630.3094689,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,19523214.93274945,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,19643995.647255972,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,19702430.47729644,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,19822714.757759057,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,19838949.967222977,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,19925811.065858662,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,19929714.526754543,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,19980571.79161964,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,20049489.957048304,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,20050873.192359854,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,20118456.9573509,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,20149806.87519667,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,20155319.990499955,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,20205232.28032685,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,20290875.70049097,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,20294335.48373079,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,20306294.979346268,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,20354008.023692567,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,20462176.58128519,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,20660656.675711676,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,20684769.5010023,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,20688764.746094126,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,20695043.608109005,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,20699987.312460087,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,20859820.634148233,0.14285714285714285
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,20880037.754271835,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,20991065.19902485,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,21000120.69050928,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,21000544.72651107,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,21010083.007631134,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,21089357.662744574,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,21135873.075095445,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,21183475.811402272,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,21214300.416100245,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,21220245.498737305,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,21220245.498737305,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,21227286.22257623,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,21321996.408457644,0.0
