闲无事在敌楼亮一亮琴音,1,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,13918256.864948833,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,13932367.602953773,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,13937364.416448496,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,13950677.829166396,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,13988322.468410654,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,13988322.468410654,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,14020856.943428949,0.09090909090909091
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,14022032.238636028,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,14049103.001740532,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,14066131.492588455,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,14078790.185327597,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,14086770.52558233,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,14104503.943467202,0.18181818181818182
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,14104884.25287935,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,14114168.24242308,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,14159513.392673524,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,14171633.171698065,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,14177276.149497377,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,14220138.164834628,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,14226898.199087262,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,14257407.107495137,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,14264362.70151481,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,14297279.168560494,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,14327486.658746302,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,14335548.671340758,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,14340190.801144173,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,14348062.536232432,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,14350547.57041506,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,14365993.218027882,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,14372439.960491715,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,14392148.171153763,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,14403470.502330163,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,14403722.559125515,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,14403722.559125515,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,14407780.221754916,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,14409551.01242831,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,14426082.243474979,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,14432140.375899253,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,14459944.094129322,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,14467801.334799102,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,14551846.337520108,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,14552988.642979,0.09090909090909091
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,14590953.572171897,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,14624679.913731188,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,14625100.493618486,0.09090909090909091
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,14628454.484164923,0.09090909090909091
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,14642491.338551342,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,14650608.943006847,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,14713531.289685832,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,14720129.368863944,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,14762632.30973109,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,14764920.618709551,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,14765509.343010433,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,14769489.536571037,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,14771635.747734793,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,14771635.747734793,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,14776913.410275582,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,14804881.008387817,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,14815201.349708326,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,14821782.996860305,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,14829668.604348218,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,14864921.823701093,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,14872174.139345221,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,14884409.912470281,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,14890390.591153285,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,14890669.232524322,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,14894720.621008726,0.09090909090909091
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,14904215.447745027,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,14905713.739563873,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,14962664.997374259,0.09090909090909091
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,14984656.982811786,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,15006481.152784217,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,15062014.628061622,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,15066933.498773437,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,15087565.105702974,0.18181818181818182
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,15093826.261106782,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,15106545.492177237,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,15124365.530133877,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,15154923.839115353,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,15175492.289420485,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,15178881.336487452,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,15211201.866974367,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,15242131.654596815,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,15242676.997617608,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,15244039.086113002,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,15251709.385050742,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,15282417.21964317,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,15324760.096734852,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,15326362.75270227,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,15338852.44613579,0.09090909090909091
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,15352836.554432357,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,15415494.429249749,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,15429014.26849981,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,15447433.519470641,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,15458125.76875958,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,15471527.56467877,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,15489455.281315,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,15502027.86932419,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,15505592.821846781,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,15519274.41507558,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,15611568.875131484,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,15679752.480342515,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,15694490.226978179,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,15707083.1790185,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,15722273.652985914,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,15762959.508931316,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,15782313.154295936,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,15857490.097409401,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,15867841.753119966,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,15925728.471272955,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,15954960.127447091,0.09090909090909091
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,15960582.096536621,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,15966854.454012318,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,16016542.43238248,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,16032851.067376839,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,16054759.32510499,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,16080421.059751306,0.09090909090909091
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,16084010.7580675,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,16108294.931135964,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,16118589.505737476,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,16122721.683274666,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,16128367.287940621,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,16132638.321102947,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,16141457.566005241,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,16187931.274272552,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,16189040.455870615,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,16222684.309324788,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,16248966.240696162,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,16262487.611198239,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,16293520.420649752,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,16330780.03928387,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,16332832.0962787,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,16348987.627419207,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,16349631.884640116,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,16350694.726881718,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,16357391.029155498,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,16364966.37022721,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,16369661.633807302,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,16380751.317094501,0.09090909090909091
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,16391735.22942226,0.09090909090909091
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,16398373.088146156,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,16400101.389936944,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,16411012.417128485,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,16434260.221557027,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,16467681.54233944,0.09090909090909091
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,16494402.425441232,0.09090909090909091
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,16537580.35251868,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,16539444.488323158,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,16563630.954729684,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,16571035.236638518,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,16575625.90834466,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,16609839.475087414,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,16648694.420744047,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,16689777.64210624,0.09090909090909091
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,16705408.948409585,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,16765065.36022127,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,16848240.034330487,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,16884859.64947071,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,16885017.65277358,0.09090909090909091
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,16910211.00161901,0.09090909090909091
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,16949422.72600647,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,16951041.364799406,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,16984704.671654444,0.09090909090909091
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,16990319.343224797,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,17061575.64435468,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,17077344.918592762,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,17114481.970009405,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,17121398.157169264,0.09090909090909091
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,17156483.05421396,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,17156688.98980767,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,17187862.61354311,0.09090909090909091
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,17208194.915363934,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,17232718.30609818,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,17243143.330967303,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,17245969.72183286,0.09090909090909091
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,17267565.840045597,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,17275873.79416695,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,17277218.479582116,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,17278457.827818442,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,17283581.798604425,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,17283581.798604425,0.09090909090909091
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,17355290.218771227,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,17388923.561414503,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,17429382.966130245,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,17480026.210016966,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,17499045.394521028,0.09090909090909091
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,17503324.52380733,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,17540726.435279094,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,17621309.247996625,0.18181818181818182
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,17648415.495014306,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,17663691.506537467,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,17678694.875874422,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,17710229.93590642,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,17727715.367673125,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,17736398.158174932,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,17742253.19048673,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,17743503.133289307,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,17752059.741306838,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,17761872.418222286,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,17768429.07979755,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,17768429.07979755,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,17790073.298756186,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,17790335.931246486,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,17807833.525989898,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,17833218.846598804,0.09090909090909091
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,17836315.403070062,0.09090909090909091
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,17889118.399388637,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,17895534.43886051,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,17928585.386570252,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,17932040.706315372,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,17936522.267682977,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,17958198.7618931,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,18032098.7859598,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,18034291.605571706,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,18045492.88657634,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,18045889.952912636,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,18053784.85168708,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,18055090.379777633,0.09090909090909091
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,18106732.698325075,0.09090909090909091
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,18144167.794433393,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,18196728.885918215,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,18199428.363330275,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,18204205.085397977,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,18211057.036502823,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,18214875.243099544,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,18240011.5775738,0.09090909090909091
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,18258628.968459018,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,18311352.66555951,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,18392029.489944965,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,18399037.984956514,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,18411752.88241095,0.09090909090909091
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,18413009.52235026,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,18419101.88713686,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,18449010.4011193,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,18475923.108668584,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,18497656.26318849,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,18503915.03766931,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,18593518.6925389,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,18597419.115641754,0.09090909090909091
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,18602469.188475255,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,18605406.43775515,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,18613351.282645497,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,18643359.524283126,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,18661044.03031309,0.09090909090909091
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,18775791.709571436,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,18855791.106481038,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,18871797.23691801,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,18899960.644349467,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,18902703.561124172,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,18919728.44557372,0.09090909090909091
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,18939963.6315286,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,18954831.64953224,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,19023320.03405519,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,19171927.714000095,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,19177181.80601006,0.09090909090909091
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,19182410.88275018,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,19193836.766664457,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,19220275.600329626,0.09090909090909091
