那乃是萧天佐以假成真,0,那乃是萧天佐以（呀）假成真；
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,11556459.081383327,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,11568270.901609365,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,11569323.889871309,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,11571125.843994996,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,11598048.43617634,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,11601093.554902442,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,11616952.559654878,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,11663770.792095799,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,11682134.950797614,0.2
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,11729910.548975654,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,11730186.901022738,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,11733695.845148958,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,11741879.25010897,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,11757139.675744684,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,11773212.336484917,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,11776385.057906704,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,11779572.395637173,0.1
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,11803074.984074023,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,11815864.263193859,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,11826954.73243807,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,11830309.324790765,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,11833242.631566932,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,11842701.18854157,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,11873312.427004594,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,11885660.559655821,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,11886846.903405333,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,11901515.761819469,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,11916211.22756421,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,11928780.60808325,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,11929143.666432288,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,11938206.570618195,0.1
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,11948710.790692132,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,11975669.410369428,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,11975777.157920584,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,11983038.5330959,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,11983416.724964343,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,11999491.170397906,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,12012167.081121081,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,12012961.108884532,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,12073089.724332847,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,12084865.56974466,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,12104633.994756484,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,12116100.811041893,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,12128624.610823054,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,12134037.241476636,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,12136600.26844563,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,12164438.081133032,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,12171494.0550207,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,12182883.258533357,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,12240423.275869507,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,12293649.322087467,0.1
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,12302752.741785182,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,12323420.945866402,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,12381023.791112421,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,12382330.461135998,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,12387940.512957403,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,12411092.348043542,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,12411635.782612357,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,12437144.396940496,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,12441880.076304242,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,12474045.402825288,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,12489800.999665286,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,12507755.700614203,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,12508405.503101923,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,12519955.04239406,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,12525657.054166265,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,12542873.934894046,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,12549816.083833285,0.1
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,12554082.762606468,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,12570915.284851799,0.1
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,12581981.476896733,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,12584815.922234628,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,12588346.854912426,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,12610898.822545825,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,12610898.822545825,0.1
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,12615022.36082883,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,12622725.662935484,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,12632231.477659373,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,12640047.216406867,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,12688469.24341334,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,12697177.535822619,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,12737000.098541094,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,12767418.938680023,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,12771045.429054748,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,12775235.772648716,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,12790786.273435608,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,12804436.301720647,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,12820228.636290574,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,12834023.535498155,0.1
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,12842172.362634456,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,12858687.735923417,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,12860452.715601096,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,12869324.533000428,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,12872387.325889926,0.1
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,12877221.304201461,0.1
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,12877770.80073302,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,12880432.165394317,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,12893328.420442848,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,12893880.166563045,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,12897333.063246477,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,12906965.733571006,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,12908213.12156473,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,12911733.976092273,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,12917506.70323451,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,12917606.674199998,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,12934358.345954277,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,12948120.205590436,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,12956596.77926202,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,12962250.95999995,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,13003728.916731507,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,13022036.540951172,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,13033444.11265678,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,13039376.800507275,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,13047996.050306164,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,13077720.947601102,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,13091433.546200087,0.1
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,13093037.755872998,0.1
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,13106979.863368127,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,13109425.982816696,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,13130815.176092701,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,13136250.581200859,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,13143260.707159603,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,13150400.989764746,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,13150973.169568604,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,13168362.315536324,0.1
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,13191694.794671152,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,13191741.914583385,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,13209284.86976072,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,13258434.73737458,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,13267241.464550152,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,13271092.18686896,0.1
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,13355870.906062396,0.1
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,13356456.48155397,0.1
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,13358856.50360506,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,13359458.113564836,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,13360158.877140014,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,13368260.803099092,0.1
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,13373223.749659147,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,13391487.001665086,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,13392416.671675637,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,13395750.217233054,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,13408645.844621839,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,13425828.678124964,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,13454990.781981116,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,13481879.557403766,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,13482512.828892918,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,13484526.014989661,0.1
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,13507213.507564763,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,13511407.340456959,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,13516314.771691471,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,13519010.625295896,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,13553934.96067431,0.1
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,13572516.246684745,0.1
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,13573287.49274344,0.1
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,13596229.268696675,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,13602661.64945861,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,13628169.155120222,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,13629089.070894666,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,13631668.376948169,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,13635321.80021048,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,13639542.815881986,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,13639542.815881986,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,13661540.471370481,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,13666578.919644978,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,13667377.411075141,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,13668934.592581008,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,13672135.88618011,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,13714330.358678246,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,13745981.40995893,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,13771165.27243093,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,13783398.833157996,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,13799216.382627048,0.1
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,13812742.17883917,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,13848005.725380436,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,13855892.804055125,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,13878529.618379684,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,13878529.618379684,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,13928486.337247724,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,13932428.609072104,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,13960838.739630153,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,13967750.31207755,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,13967750.31207755,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,13970380.670575315,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,14002888.685052985,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,14026881.955579419,0.1
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,14037001.175387777,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,14055049.419043733,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,14055326.032170648,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,14067219.505516624,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,14077206.715572026,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,14084594.527019445,0.2
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,14085984.100110315,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,14095924.808349593,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,14098836.16463521,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,14125260.429088982,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,14143144.562468607,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,14152414.880752968,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,14190669.583292548,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,14197299.691098316,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,14202480.407454543,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,14289307.74184825,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,14293383.309867846,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,14318301.229022443,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,14340199.438326241,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,14345786.019816294,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,14347801.610383222,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,14356245.239027154,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,14369852.691297973,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,14370639.854872249,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,14379371.115669342,0.1
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,14385544.727919854,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,14403196.058291826,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,14408180.399869224,0.1
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,14433221.896785129,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,14434774.031956771,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,14445633.37953656,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,14494867.814304778,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,14495409.477905719,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,14506174.517368687,0.1
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,14508028.879026012,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,14565863.502494264,0.1
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,14584720.644471155,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,14611541.421834376,0.1
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,14627756.482433138,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,14634405.977086617,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,14637137.639889294,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,14637249.04165814,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,14646045.114906713,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,14655517.87962437,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,14676921.235175785,0.2
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,14724229.090329677,0.2
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,14738323.573165601,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,14759590.876711821,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,14817825.526062606,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,14840507.54409668,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,14842122.77128627,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,14844343.925184725,0.1
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,14856040.807496822,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,14877352.246306414,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,14894361.349840207,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,14896877.315769609,0.1
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,14947995.819941586,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,14962697.59714693,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,14973073.420219967,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,14973073.420219967,0.1
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,14975008.505805181,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,14989222.40613157,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,14999467.075628651,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,15006901.556837019,0.1
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,15023379.69582223,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,15047659.317738432,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,15048020.758720407,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,15061699.847275252,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,15074107.671296295,0.1
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,15124399.772081722,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,15137489.244917493,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,15162313.994885419,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,15175305.567674743,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,15194940.540485147,0.1
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,15202860.855056815,0.1
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,15228830.42747697,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,15230358.851936376,0.0
