舍不得衙役们众班头,0,舍不得衙役们众班头。
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,9522788.090945855,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,9528666.354380686,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,9555575.042136326,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,9564696.051869782,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,9579636.207687516,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,9584609.48987766,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,9585369.30482019,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,9592221.755066304,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,9613605.682856878,0.1111111111111111
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,9616396.818626158,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,9619201.321375709,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,9636418.0245411,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,9644919.824156081,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,9653982.734537315,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,9659662.191764744,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,9662355.503710547,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,9671113.607880201,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,9676972.510718048,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,9688904.781650733,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,9697957.667919215,0.1111111111111111
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,9701234.417889714,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,9713028.203808019,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,9731352.800830828,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,9731891.261740899,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,9746744.581891425,0.1111111111111111
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,9751073.763435574,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,9757980.29228832,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,9789010.644211583,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,9798216.418207768,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,9805674.596618036,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,9807533.11782422,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,9822049.657676063,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,9836779.519155234,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,9844941.008039985,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,9885437.059821595,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,9890079.343712064,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,9890525.444633247,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,9902391.283010889,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,9910710.445000928,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,9916617.394847259,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,9919674.391142322,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,9954254.772362277,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,9979973.994656071,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,10006363.891610824,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,10014792.412919544,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,10016688.144037275,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,10025394.857298099,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,10032221.241522692,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,10036232.63098894,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,10044127.358289842,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,10046749.143051933,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,10047427.638407208,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,10060284.089286601,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,10067396.146494182,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,10071372.678145215,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,10072639.53205627,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,10092944.031829037,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,10135986.352045108,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,10186885.403351491,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,10189454.94671336,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,10191599.10113454,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,10230561.705975128,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,10239499.015523665,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,10264813.308774184,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,10271227.47967539,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,10289160.05209755,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,10289988.813982487,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,10295475.400376355,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,10306318.75677587,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,10334103.206920495,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,10377742.936618952,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,10381782.447751014,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,10392859.022444969,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,10411344.878153287,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,10426559.862436555,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,10439184.41907975,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,10441983.2842389,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,10461190.758590026,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,10464973.58024799,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,10475354.471644359,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,10477824.639519569,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,10486829.027918281,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,10496509.122638753,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,10503300.506132651,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,10506944.767022287,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,10526183.465111075,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,10531626.533701278,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,10539274.800412068,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,10548069.011323042,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,10559335.255021367,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,10585367.36447057,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,10602945.875071594,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,10605218.382533897,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,10675569.779644793,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,10680736.534589726,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,10683628.64702006,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,10694854.608070038,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,10712606.781439073,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,10717392.930235697,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,10726937.209049406,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,10731692.871979348,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,10734353.70005751,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,10781050.249098457,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,10785012.937285569,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,10794157.126543513,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,10807871.080499094,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,10817758.375504266,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,10837541.551158464,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,10841446.32911991,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,10855841.717009129,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,10888708.58262464,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,10920026.094163623,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,10932617.111641338,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,10937377.37820764,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,10943905.657422625,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,10945389.45832593,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,10950053.936772985,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,10981182.635392364,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,11019081.23270723,0.2222222222222222
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,11041412.062644582,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,11079882.661437374,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,11099734.193951651,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,11103127.548751002,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,11153235.67045822,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,11163114.549695937,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,11185490.938972272,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,11191597.229735736,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,11198243.977588864,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,11214084.022104563,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,11231330.839793094,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,11247915.749139197,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,11268599.407378316,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,11278227.173582312,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,11287388.101454504,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,11293684.556143692,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,11308263.587972634,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,11314801.45705985,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,11324574.534489073,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,11343307.290601451,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,11357492.044698346,0.2222222222222222
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,11359912.859578025,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,11381023.83211536,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,11383938.260618774,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,11448137.429953935,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,11485114.928548219,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,11487256.967596201,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,11494666.342506282,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,11507365.7564526,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,11511577.106704798,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,11513391.528843777,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,11515755.53940249,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,11516365.432483234,0.1111111111111111
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,11527202.454714932,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,11534897.086043824,0.1111111111111111
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,11550845.198026745,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,11582788.142927095,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,11584178.26703008,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,11588633.882415315,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,11599316.214788996,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,11610318.025327208,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,11613918.578672277,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,11628840.811872862,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,11632967.640729662,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,11664169.984726004,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,11668011.87126068,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,11685760.22580333,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,11699626.917981854,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,11701800.46477718,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,11735816.475083426,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,11743094.765480319,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,11768075.659640493,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,11776279.606700517,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,11793367.271604676,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,11797636.041869136,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,11805422.919936132,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,11808970.56479853,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,11814284.098267818,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,11833943.579330843,0.1111111111111111
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,11839432.91046876,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,11842846.407914042,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,11848989.233715447,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,11855005.032195807,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,11870831.275295587,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,11871347.096997334,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,11875101.901502196,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,11893456.702089822,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,11916182.81044178,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,11931272.58608101,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,11951692.741387352,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,11958842.650569404,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,11968622.984020747,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,11984504.903818525,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,12009801.677207418,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,12022105.156720191,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,12023818.000532627,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,12043774.02025061,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,12049710.938810274,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,12088845.34433173,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,12100061.340121003,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,12104187.675192252,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,12117809.861775996,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,12125279.79662854,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,12130197.81977715,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,12138986.831465801,0.2222222222222222
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,12139564.986582143,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,12148536.387116507,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,12157173.182140484,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,12168191.019359687,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,12169120.935767684,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,12176346.576935347,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,12177412.734441452,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,12183053.57762505,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,12256329.108737012,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,12261131.331604097,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,12318626.899543557,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,12363269.818791712,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,12394587.424002212,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,12429725.59925908,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,12437722.474718645,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,12452681.3582607,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,12452681.3582607,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,12461986.615049396,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,12477485.002471048,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,12513977.06938668,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,12514068.823248118,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,12532992.464883577,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,12539539.435472025,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,12540899.451751634,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,12593725.635010043,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,12665336.854747526,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,12681824.207122479,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,12697359.235226704,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,12757470.438199703,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,12822922.530067319,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,12829957.442255283,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,12832468.548839793,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,12857986.653182732,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,12869230.849684658,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,12895465.202911647,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,12924879.441120971,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,12925247.675106581,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,12929436.43716139,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,12936515.300337952,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,12992851.587114258,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,13023189.54206948,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,13055802.603323048,0.1111111111111111
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,13057557.205213986,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,13057643.603826778,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,13070112.431843929,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,13072738.040119838,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,13135757.564358827,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,13140881.001843167,0.0
