满腹的含冤我向谁言,0,满腹的含冤我向谁言（哪）！
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,7092001.805444237,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,7095177.631070581,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,7100618.060479056,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,7113221.777590255,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,7125877.417266633,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,7129180.377325822,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,7135084.067594552,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,7140879.04490308,0.2222222222222222
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,7144343.142192077,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,7144700.149377318,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,7150187.997617293,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,7167241.782290403,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,7178404.632329016,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,7183694.170050093,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,7203974.959462752,0.1111111111111111
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,7207739.831712621,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,7211140.383365701,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,7217991.0103635695,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,7222290.798271394,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,7224514.310168792,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,7230402.2063648645,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,7245075.724978755,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,7254238.898904265,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,7254677.962536577,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,7260630.406441813,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,7270143.452707814,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,7275003.443905791,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,7284694.639004076,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,7308559.51282201,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,7318723.147205565,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,7321421.350342764,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,7331855.895424932,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,7340296.852129357,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,7341830.893012311,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,7362036.293946258,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,7404836.0313977385,0.2222222222222222
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,7404836.0313977385,0.2222222222222222
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,7409402.749886214,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,7410026.459706849,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,7416221.570673004,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,7430704.009081285,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,7437928.792994706,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,7457048.1339565795,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,7468116.08101921,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,7478648.271580649,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,7484512.428076086,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,7490742.911331285,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,7492482.564114583,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,7502784.410124354,0.2222222222222222
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,7510275.963509522,0.1111111111111111
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,7521300.808384407,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,7527698.119361959,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,7555744.37195344,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,7568956.132536654,0.2222222222222222
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,7578906.043626131,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,7582355.253487247,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,7585273.154431591,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,7590734.398948772,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,7593540.868759334,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,7609748.935615184,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,7645019.0449447995,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,7647816.561346567,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,7657946.680626078,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,7667755.814076064,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,7679687.571443514,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,7682215.819060043,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,7683837.398331799,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,7687734.995795575,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,7688616.24268523,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,7706732.659448902,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,7718936.220855332,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,7723175.453520151,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,7728687.081023347,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,7730402.283657232,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,7731050.045360064,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,7734831.011595394,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,7743918.539042816,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,7751754.1574991625,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,7757708.843979112,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,7761924.370731876,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,7762751.479532949,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,7762751.479532949,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,7763038.419950554,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,7764682.227124107,0.2222222222222222
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,7788079.211141791,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,7789139.293394334,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,7797345.168653749,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,7803532.848905742,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,7804936.240794128,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,7808174.281154758,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,7817503.947632168,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,7827436.449439647,0.2222222222222222
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,7830256.815594321,0.1111111111111111
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,7832517.912476285,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,7835768.555921411,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,7836367.469042338,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,7841629.816388475,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,7846664.820849369,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,7847238.860066838,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,7848492.273154066,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,7850364.310436897,0.2222222222222222
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,7880590.174666539,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,7896943.82247473,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,7898900.997421719,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,7899280.452829694,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,7899412.012507164,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,7913677.05293632,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,7936351.2192443535,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,7937448.588714907,0.2222222222222222
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,7940270.735531976,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,7949909.262741159,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,7966353.630483932,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,7970507.3725169245,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,7981946.963773807,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,7986201.308794532,0.1111111111111111
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,7993592.933575581,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,7995880.824256291,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,7998395.089404767,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,8000245.65433884,0.2222222222222222
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,8010573.061486829,0.2222222222222222
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,8010830.647300698,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,8013464.480155452,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,8019758.195037294,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,8021837.854732845,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,8041155.411225606,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,8048985.53907437,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,8056679.049397644,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,8060314.63991546,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,8074049.770938986,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,8074557.624110354,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,8082922.026238676,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,8122669.977714801,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,8124534.56248798,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,8125024.526471386,0.2222222222222222
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,8129109.10294291,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,8129231.567844121,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,8136946.987439478,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,8138277.744404554,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,8140026.864277124,0.2222222222222222
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,8155973.013689159,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,8160303.049634325,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,8195621.491171818,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,8210328.316867601,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,8222814.316334993,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,8229025.964801077,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,8247921.667598382,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,8247921.667598382,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,8255325.651170617,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,8273870.218308641,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,8307694.617288664,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,8325109.408410908,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,8326780.814426768,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,8329552.134133455,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,8329843.735283889,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,8336594.577182396,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,8361361.399508051,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,8363623.852344574,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,8366877.011642055,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,8370125.842953348,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,8393418.152381584,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,8438924.443783425,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,8472483.225158576,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,8480627.227508323,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,8489350.331500445,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,8508128.00404267,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,8513937.68153302,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,8518549.385435944,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,8520413.824545147,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,8525954.263752025,0.1111111111111111
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,8538532.880728919,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,8542338.818857796,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,8545107.92788749,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,8547731.320677508,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,8548248.288794462,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,8549263.796666283,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,8557563.760346062,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,8562765.299315957,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,8610191.267918183,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,8613982.456768421,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,8615397.50771993,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,8616864.569081625,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,8626354.584885908,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,8641675.178907651,0.2222222222222222
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,8644262.779655226,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,8654319.688997617,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,8667104.104597064,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,8670485.82728366,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,8674923.170079503,0.2222222222222222
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,8683941.521522019,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,8685878.832117038,0.1111111111111111
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,8690594.130623804,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,8691372.961351182,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,8699324.780705271,0.2222222222222222
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,8709264.893089512,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,8715846.854044408,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,8719029.617758913,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,8720971.894194841,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,8728739.439408317,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,8744762.984144194,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,8744905.364399204,0.2222222222222222
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,8758660.062614797,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,8782054.54825398,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,8788170.278302493,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,8794408.017566502,0.1111111111111111
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,8805330.142454162,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,8813258.27098775,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,8815062.42306232,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,8819727.344943332,0.3333333333333333
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,8828582.633952973,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,8855384.455252314,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,8946360.81557337,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,8952457.581259275,0.2222222222222222
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,8964715.733019015,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,9016753.916305691,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,9067122.05464597,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,9080607.504686771,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,9083247.63116149,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,9084596.803938946,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,9090135.84143971,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,9142853.795060089,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,9164587.197095206,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,9171167.752347214,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,9183773.610204224,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,9192127.373765657,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,9205415.3475211,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,9209401.373202607,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,9209401.373202607,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,9217589.736368233,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,9223884.411428023,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,9245126.234847134,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,9274804.078169487,0.2222222222222222
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,9293729.85171188,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,9300248.436324026,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,9322624.154568389,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,9332737.195838768,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,9380467.682215296,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,9394877.195381016,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,9403909.137942491,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,9412692.049084987,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,9424446.207920488,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,9452116.62719551,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,9462821.721036097,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,9465912.129459316,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,9471137.188296763,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,9478556.66550894,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,9495010.821912287,0.1111111111111111
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,9500334.764703156,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,9508214.289337052,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,9508617.66603061,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,9513084.102611484,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,9537046.40773771,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,9538224.89844619,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,9543684.03844113,0.0
