舍不得太爷的恩情厚,0,舍不得太爷的恩情厚，
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,14896819.509494789,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,14935936.392581323,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,14938094.533266502,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,14969209.554334383,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,15015275.486441907,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,15057336.10191195,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,15070562.214557625,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,15087579.093785217,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,15101597.930133259,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,15116748.40486585,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,15125572.763564052,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,15138450.062575053,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,15145640.210781977,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,15152572.440771995,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,15173323.248797687,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,15192685.96449106,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,15248768.888983935,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,15256148.896127332,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,15266556.3261897,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,15289549.583994735,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,15316824.987120645,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,15454265.136608135,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,15475962.248338185,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,15488688.389207913,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,15522297.327099694,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,15523585.626272704,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,15549460.787026409,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,15551213.46275117,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,15568824.167680169,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,15572387.991573727,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,15637172.760088753,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,15638022.735147344,0.3333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,15638549.81509479,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,15647063.222312847,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,15679967.902503287,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,15764160.956377134,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,15779057.507572573,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,15801092.974305246,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,15819298.830177814,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,15833642.20568315,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,15891465.52311277,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,15956675.655895002,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,15972486.018509546,0.1111111111111111
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,15997167.269196976,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,15999010.127292424,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,16049082.793542381,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,16055663.260039462,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,16103690.953751737,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,16104166.704906791,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,16202933.717865344,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,16357411.497388706,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,16379131.731819313,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,16381843.773122082,0.2222222222222222
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,16386283.76012591,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,16394688.040485857,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,16398144.576251825,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,16432544.30772556,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,16462591.585422345,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,16465978.525036978,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,16516487.395480212,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,16522018.096244732,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,16575342.343460983,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,16665231.296557007,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,16675089.273940636,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,16683854.466673099,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,16689326.162217323,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,16722308.714344278,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,16765889.612489628,0.1111111111111111
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,16788744.148506746,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,16809431.059016533,0.1111111111111111
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,16816459.177899364,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,16844755.512046974,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,16850347.121091597,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,16867922.369435873,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,16910570.85087032,0.1111111111111111
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,16929993.918760765,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,16963836.442853425,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,16973173.420835543,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,17005633.404385515,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,17013433.756111503,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,17031895.682713598,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,17047114.96749303,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,17086126.882663965,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,17123832.42980429,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,17145652.00972489,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,17185737.34934902,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,17185737.34934902,0.1111111111111111
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,17191841.443378363,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,17248912.7816294,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,17284073.40280765,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,17291313.734490287,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,17294726.519303743,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,17344463.177401304,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,17393070.879523527,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,17399635.919345323,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,17423289.3053817,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,17430660.404327583,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,17449470.338896777,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,17452489.299147546,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,17496446.765919156,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,17522116.891976677,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,17567590.647888295,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,17607590.051820297,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,17633859.367080193,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,17665271.891631126,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,17671645.321292087,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,17711463.5954824,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,17718118.569011815,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,17740062.806743406,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,17741909.412322074,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,17745471.51102329,0.2222222222222222
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,17750856.27878349,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,17766674.141978815,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,17780181.52045169,0.2222222222222222
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,17782560.79807849,0.1111111111111111
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,17795156.783442102,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,17822310.194671154,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,17847285.092518702,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,17878846.21681673,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,17905627.71139489,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,17997770.14229367,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,18000105.222391147,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,18013226.270455178,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,18046401.123483922,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,18072956.438912142,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,18083337.167629346,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,18168348.59817035,0.1111111111111111
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,18243906.638993718,0.2222222222222222
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,18298262.669198222,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,18334809.253145777,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,18367259.2583878,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,18382097.02441854,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,18391589.116282377,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,18409588.980652206,0.2222222222222222
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,18410624.300002415,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,18410624.300002415,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,18438901.76861362,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,18464062.56000388,0.2222222222222222
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,18478491.88947756,0.1111111111111111
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,18486333.2238185,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,18521551.69466225,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,18591553.168443438,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,18667014.528842762,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,18700315.036383472,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,18720562.194227185,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,18781988.702829417,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,18809065.557110086,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,18813039.559997506,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,18825017.186298404,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,18838893.8045768,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,18869935.845220186,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,18896180.307304338,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,18896180.307304338,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,18938997.957458604,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,19019544.34554269,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,19098192.81763095,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,19111706.098516732,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,19117903.549799945,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,19137566.41273121,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,19142838.137182165,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,19148351.21054757,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,19192997.086355854,0.2222222222222222
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,19230892.94053246,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,19283184.27010982,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,19298858.905950204,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,19339269.55137243,0.1111111111111111
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,19339392.05334495,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,19348354.49695842,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,19390076.826156396,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,19446710.88489059,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,19467626.698671196,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,19501640.78358956,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,19571315.34813247,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,19582089.02213896,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,19608993.654922526,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,19614325.08830114,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,19654056.97029677,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,19674993.83289377,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,19714299.75161715,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,19727455.92598716,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,19828926.66390866,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,19834335.90818133,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,19888659.47407838,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,19913169.510138724,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,19952094.229732882,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,19957058.620412815,0.2222222222222222
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,19988512.169091135,0.1111111111111111
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,19992257.826178636,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,19992414.352780115,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,19993081.515497785,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,19993985.421132177,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,20033434.735580575,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,20054196.142273437,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,20106254.918572992,0.1111111111111111
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,20142047.557608012,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,20151706.729126662,0.1111111111111111
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,20187307.378734313,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,20267850.34173863,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,20275147.55139809,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,20303047.589722082,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,20387659.96227164,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,20392282.105981816,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,20398088.845764767,0.2222222222222222
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,20426021.57126371,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,20477664.592953496,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,20657051.885060936,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,20748694.875145283,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,20775243.596483923,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,20781393.120758668,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,20813848.32045666,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,20844332.293098774,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,20906075.13597695,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,20970576.991428494,0.1111111111111111
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,20988813.821521394,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,20989744.22230708,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,21029747.396028902,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,21053848.420510534,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,21353449.65272603,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,21431343.094967525,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,21500397.883510035,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,21501033.927901316,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,21545387.667342197,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,21565549.612264004,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,21596336.93722674,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,21720386.72214088,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,21721039.09779776,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,21775839.029500145,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,21868979.37751887,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,21870364.214604862,0.2222222222222222
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,21921830.46646769,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,21951230.975578573,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,22014502.35934296,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,22137465.388720173,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,22193160.44416446,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,22229996.235093787,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,22235224.192225847,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,22277067.580588527,0.1111111111111111
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,22311419.8250474,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,22349255.52150927,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,22372603.70477956,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,22379861.93184802,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,22436505.646416213,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,22489142.024066005,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,22497074.85502472,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,22607419.85064644,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,22614300.762753036,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,22617529.5799267,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,22638487.517718058,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,22652205.324466515,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,22718709.887063824,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,22728931.05843535,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,22769949.400753353,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,22795397.04392078,0.0
