官封到武乡侯执掌帅印,0,官封到武乡侯哇执掌帅印，
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,16522179.06539722,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,16583993.683106005,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,16609133.345234377,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,16646224.660370715,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,16646930.590489518,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,16655750.074582117,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,16687834.105429681,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,16759481.813099468,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,16775598.408138635,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,16782332.76146864,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,16797280.75940678,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,16800690.559867624,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,16818279.973656055,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,16825498.38053213,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,16868118.886590526,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,16905759.432189863,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,16920565.99031299,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,16935348.177840173,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,16971055.350710575,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,16993256.034714386,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,16998276.868780185,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,17037647.694065526,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,17084357.647780735,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,17125182.570410058,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,17171693.794576176,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,17177770.57386732,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,17182923.839128025,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,17234979.54862522,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,17272527.721175548,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,17284200.75719856,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,17293695.038825843,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,17308561.623928733,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,17319323.09071763,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,17344437.42772414,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,17363943.27956971,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,17391106.292569056,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,17409039.52243271,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,17435039.14488482,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,17436245.45747593,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,17439682.255103193,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,17446209.12579286,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,17459552.325675078,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,17512368.517513946,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,17555335.68185526,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,17561115.46087114,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,17570837.947045114,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,17589210.646421377,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,17599470.293508675,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,17611611.101796057,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,17635418.75248133,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,17642818.242523607,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,17648897.459823783,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,17676208.06066775,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,17720169.27651055,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,17744705.59860643,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,17744947.377452377,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,17751430.138053566,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,17775948.395652145,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,17830934.09557822,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,17848732.302948147,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,17880157.72010301,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,17881959.30615806,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,17884768.950750165,0.1
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,17887402.26947943,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,17887460.107855123,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,17930459.041781694,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,17932333.754416596,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,17937184.38825601,0.1
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,17943548.625226703,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,17945854.873679336,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,17948817.30253521,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,17956013.39627008,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,17968042.711545784,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,18009696.803042453,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,18015687.612069186,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,18072532.842588488,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,18110378.84709595,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,18113244.15677611,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,18130401.049628593,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,18150967.605657734,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,18183396.438530203,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,18185824.885311607,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,18199359.451062825,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,18216567.425457582,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,18251330.55625999,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,18263296.040068857,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,18279031.473494727,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,18304328.090705648,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,18304328.090705648,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,18370378.202790577,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,18454792.880244363,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,18526511.333435033,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,18535677.170064975,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,18535677.170064975,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,18577938.09690545,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,18603904.580859154,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,18640847.809608568,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,18645735.123057142,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,18688220.1036876,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,18725382.602478858,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,18737299.33899665,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,18756524.295302875,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,18757512.187401198,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,18759612.14993797,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,18787482.594238598,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,18820175.45617213,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,18822461.914004344,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,18836857.015359998,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,18841176.996279463,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,18916957.297651373,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,18966960.163095653,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,18971213.80459501,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,18986877.34231177,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,19026888.757965315,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,19050579.14619425,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,19062043.567008022,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,19078110.51213816,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,19103114.995319046,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,19108726.58759691,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,19118323.88076614,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,19131570.93878442,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,19188113.658826847,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,19188191.147671,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,19202205.718141645,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,19208470.392616265,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,19217498.721913543,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,19245770.807428513,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,19301819.877535842,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,19342278.67379349,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,19371844.32735002,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,19411228.287372112,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,19495523.273761522,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,19503808.59692219,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,19524758.738117993,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,19555132.302682057,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,19647226.693848427,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,19663415.770844202,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,19684281.1542563,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,19694056.949181825,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,19696927.159431648,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,19771617.287246715,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,19804204.580002584,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,19816607.727474526,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,19819743.022410728,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,19893024.418340757,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,19915313.876112595,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,19922759.40095781,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,19962451.617756452,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,19981226.79029899,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,19983684.538931902,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,19988989.194516845,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,19989822.547320373,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,20004315.812280595,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,20062157.56902221,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,20087578.666488387,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,20106833.346160356,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,20135144.798299875,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,20151992.247262027,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,20167012.186664436,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,20168332.635668285,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,20173953.38468393,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,20201206.990076974,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,20236483.061696414,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,20272505.788894076,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,20317860.995729957,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,20368836.396464817,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,20378160.18860415,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,20378160.18860415,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,20394333.985868808,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,20484506.692650355,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,20537818.124533117,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,20587818.894173685,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,20632627.8339083,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,20676544.125669904,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,20697124.088343658,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,20727125.640348323,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,20806516.85152316,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,20846634.10417502,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,20926688.39527878,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,20971063.16209443,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,21026864.277433086,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,21050075.033375464,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,21082478.532670144,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,21122693.68026316,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,21143047.883733884,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,21175075.246364575,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,21270320.267835792,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,21301912.990047358,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,21310331.75379907,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,21360567.562920444,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,21367312.56979482,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,21392938.770761523,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,21540913.262879662,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,21544515.17458951,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,21575904.82695162,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,21580268.51249145,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,21594470.99542084,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,21677253.69756728,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,21754786.647535652,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,21825195.523110796,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,21858819.997140195,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,21908991.784574743,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,21970499.02123576,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,22003784.45547481,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,22058924.098841965,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,22082296.455150433,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,22097480.04292816,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,22138200.967521723,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,22242824.523124725,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,22306092.01659494,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,22335384.55369014,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,22347097.221238982,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,22437727.72852127,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,22505421.726615634,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,22544194.805589844,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,22554457.485422272,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,22578944.61760406,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,22590698.219884086,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,22634960.19022465,0.1
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,22655788.774785604,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,22705263.68669446,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,22724776.513668813,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,22738303.593054913,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,22764052.60885318,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,22787824.873050187,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,22804021.59185178,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,22831999.02579377,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,22907890.836962566,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,22908623.762817435,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,22964083.456788678,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,23000773.83785426,0.1
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,23090037.536220465,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,23125558.278457996,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,23134957.296552088,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,23252006.39188175,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,23299664.06564198,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,23398748.25147413,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,23450947.49326449,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,23455513.178088177,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,23464427.41375367,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,23483796.089607004,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,23511538.22328778,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,23567834.397494253,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,23797909.436623707,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,23818290.109366328,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,23907462.94230369,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,23980101.759395715,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,23999607.584749855,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,24041303.79286102,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,24075530.446807582,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,24083007.887104984,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,24083981.244861707,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,24189219.36533684,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,24254021.152713846,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,24401124.778637648,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,24474328.361774806,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,24484048.88206077,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,24599579.128099516,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,24608729.336050294,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,24649430.45028761,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,24662533.63190282,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,24683086.899296466,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,24714814.051379006,0.1
