我好比龙游在浅沙滩,0,我好比龙游在浅沙滩。
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,7893766.648259946,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,7896124.541095237,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,7900177.239344296,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,7909438.641398348,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,7921657.935424471,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,7921810.264419408,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,7922649.332656357,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,7930392.37825965,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,7934924.017087228,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,7943583.167359585,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,7972486.357130761,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,7997658.380480147,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,8048072.406858879,0.1111111111111111
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,8052585.576174465,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,8062363.043387681,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,8063633.290193907,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,8075866.478498588,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,8079098.184253709,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,8106793.297943037,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,8112595.755005513,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,8112642.384380183,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,8118292.910587905,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,8120024.83174725,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,8121613.826743079,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,8122446.372132012,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,8130119.227547186,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,8130120.722746756,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,8134568.444893277,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,8138566.667600979,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,8144501.511910204,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,8147202.6952539915,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,8147987.378871585,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,8158996.999735218,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,8161662.589620453,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,8169795.890109574,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,8174585.308811481,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,8179641.967781586,0.1111111111111111
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,8189752.783128513,0.1111111111111111
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,8197028.57203967,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,8198209.207646554,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,8211859.044121085,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,8213774.190120036,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,8234927.729516401,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,8253702.419414495,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,8254736.751124831,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,8257124.5494565135,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,8268293.489816948,0.2222222222222222
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,8279959.72377161,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,8295708.11704244,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,8308162.438508684,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,8324718.7397636445,0.2222222222222222
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,8370203.976712919,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,8373648.756296051,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,8381065.385031028,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,8391988.467126435,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,8393450.649567269,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,8415274.692775123,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,8416990.57088649,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,8424149.557695247,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,8424277.307015471,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,8448145.938342113,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,8457227.740871096,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,8478818.54654526,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,8482420.09435848,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,8514934.174576584,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,8520900.968948117,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,8528352.96466788,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,8544535.176119892,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,8545453.553041143,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,8548859.654920746,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,8580950.269977935,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,8589572.402028454,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,8599225.752587238,0.2222222222222222
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,8624706.871903583,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,8632326.069365188,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,8634093.496985788,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,8641136.289590772,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,8648104.442660637,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,8653933.588790242,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,8666514.326891642,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,8667073.060301991,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,8669623.938884715,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,8669655.59609542,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,8677665.876061413,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,8701512.360869236,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,8705365.980904862,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,8708645.423215989,0.2222222222222222
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,8717503.39771612,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,8739080.717805889,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,8767628.197733061,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,8781921.558938744,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,8842797.100159321,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,8851684.624107046,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,8856403.192643989,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,8871696.38524156,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,8883545.315984027,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,8886262.333941141,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,8886429.867672695,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,8894753.29828541,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,8909766.300061677,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,8915138.512868702,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,8927867.574445596,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,8930578.240765681,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,8977941.057391109,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,8981807.514169205,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,8985117.285997458,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,8989544.209940033,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,8990289.727451762,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,9003945.71280874,0.3333333333333333
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,9012552.15266511,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,9026119.34663992,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,9031414.218954738,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,9041286.670816697,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,9066346.303573744,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,9069564.996025397,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,9071150.604368992,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,9112018.341824768,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,9119498.015908029,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,9126031.392749202,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,9164084.17641126,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,9170964.047399692,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,9173923.3776322,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,9187380.670181839,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,9196371.24825588,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,9197111.201803172,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,9283304.368519008,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,9305674.674189335,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,9305788.31772698,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,9310988.891068399,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,9311047.47511808,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,9318790.332782207,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,9330730.920642754,0.2222222222222222
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,9334439.12147334,0.2222222222222222
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,9337757.226225028,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,9341871.278375579,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,9351197.120144416,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,9351707.077022796,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,9354698.96050682,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,9360882.188286342,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,9379164.469011372,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,9394782.560404258,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,9402462.563942518,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,9404705.896916622,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,9404705.896916622,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,9406907.334332053,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,9410486.012301568,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,9474671.151403593,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,9492311.656966716,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,9497981.426972598,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,9504648.6064505,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,9516051.65709009,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,9516051.65709009,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,9520018.539812518,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,9529777.197343037,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,9533773.460415322,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,9534442.361071067,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,9552844.44700121,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,9563760.66071978,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,9572281.720580583,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,9572994.59963951,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,9596714.667814786,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,9626614.152284143,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,9628758.271450872,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,9664332.41423537,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,9677556.168908678,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,9719534.3782111,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,9721279.069508465,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,9739866.1458102,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,9743619.082698317,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,9800894.959252782,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,9815132.29416427,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,9823435.179238355,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,9823438.501637513,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,9830890.928124685,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,9859304.210177504,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,9886492.808855971,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,9928171.83942334,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,10032142.664843986,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,10104237.925490191,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,10111987.255092552,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,10187880.729720874,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,10198726.768135343,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,10200269.602355445,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,10200484.923329117,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,10216391.337040786,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,10220825.86164484,0.1111111111111111
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,10224145.746807486,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,10235341.536498085,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,10245630.080889983,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,10246446.576935042,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,10258944.156665314,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,10270866.34264909,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,10272497.891541123,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,10281301.002478238,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,10289024.697023723,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,10289982.565218197,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,10301079.618830075,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,10305151.838601073,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,10328649.025849996,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,10345055.334548727,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,10410452.529325735,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,10441000.888629198,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,10442004.057000292,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,10447889.84555403,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,10462673.104180217,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,10493099.275811527,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,10499008.950481996,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,10499793.182057098,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,10522815.16798672,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,10526158.685453085,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,10546219.858637346,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,10609063.899823021,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,10631940.460009819,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,10651991.491779761,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,10664023.682437496,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,10693830.263158722,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,10699892.861620937,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,10719286.151348235,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,10722954.093670698,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,10747003.70582376,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,10747568.751428684,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,10751591.861316046,0.2222222222222222
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,10753308.37637064,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,10775563.652824286,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,10781173.30480176,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,10807542.302194154,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,10820257.157093221,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,10876692.525212228,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,10883989.275593977,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,10889780.533074157,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,10945071.259983407,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,10945071.259983407,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,10970396.041277235,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,10995789.821237383,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,11008148.55194061,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,11037225.74458768,0.2222222222222222
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,11046152.240235526,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,11084742.662797919,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,11119995.220130233,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,11120547.312554484,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,11126998.701929674,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,11130182.929043967,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,11168575.526826315,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,11195989.18647107,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,11217764.632182403,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,11219580.47034932,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,11270333.748786837,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,11340194.68142114,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,11341145.939017072,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,11396098.938583827,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,11404819.862406414,0.0
