我本是卧龙岗散淡的人,0,我本是卧龙岗散淡（呐）的人，
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,11560102.620011123,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,11562254.92082472,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,11569406.220798502,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,11582559.3854025,0.1
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,11584286.493323753,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,11585152.414264988,0.1
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,11599625.48319717,0.3
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,11610253.233596753,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,11613405.625677286,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,11636128.76901449,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,11650801.697568517,0.1
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,11652663.602470264,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,11668492.457206875,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,11675438.292126274,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,11693748.126729378,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,11693748.126729378,0.1
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,11703535.46379273,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,11713789.996673496,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,11721140.20293564,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,11725884.774036545,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,11726763.865209827,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,11739667.759851897,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,11745408.387768485,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,11763581.338442843,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,11811425.675040495,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,11814093.518187871,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,11814785.856846504,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,11815018.42783614,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,11824381.671634162,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,11845776.065748187,0.1
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,11859403.553720541,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,11859454.81702774,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,11861900.375009116,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,11878246.144629845,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,11895024.171950202,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,11903930.457720518,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,11914699.932570973,0.2
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,11943790.3427269,0.1
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,11950070.138821922,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,11950706.469966501,0.1
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,11954493.851325257,0.1
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,11977100.00530579,0.2
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,12007835.001780147,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,12019712.508284906,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,12026166.218373122,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,12032248.57466013,0.1
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,12047621.313319964,0.1
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,12048921.765246078,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,12061971.482077511,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,12064401.458810847,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,12083950.557363743,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,12086967.19782161,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,12089934.428634569,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,12105206.28064727,0.1
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,12120817.2335507,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,12121587.611392487,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,12122621.255147759,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,12127509.389189838,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,12137057.13523817,0.1
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,12139688.53671271,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,12141264.496334149,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,12151651.282804381,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,12152308.574206987,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,12153718.54240274,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,12168794.917212639,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,12188300.545613863,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,12199098.307298683,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,12223109.8530287,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,12229251.998086765,0.2
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,12241673.461872354,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,12251686.363504533,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,12252930.999286147,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,12255932.12262366,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,12260329.110224007,0.2
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,12260530.035684852,0.1
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,12284167.863172589,0.3
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,12287376.602114331,0.1
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,12290976.816326788,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,12322488.731575668,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,12326548.41532815,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,12332332.66202834,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,12359707.653777389,0.2
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,12385517.94577288,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,12393995.928151416,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,12394297.29435278,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,12396109.017250473,0.1
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,12415139.11479306,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,12429423.687703216,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,12434428.513168508,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,12437276.520589698,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,12443674.75107184,0.1
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,12466508.435097141,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,12467028.997938737,0.2
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,12468398.070956022,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,12506577.882996798,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,12509562.769710306,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,12515041.285579488,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,12517841.520606784,0.1
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,12518073.042805007,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,12564137.185444111,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,12565734.125446308,0.2
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,12584251.853661504,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,12591848.456898542,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,12591963.801402666,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,12596742.608570112,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,12602774.82301091,0.1
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,12623550.939769695,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,12653749.766330438,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,12660724.344744915,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,12669183.731818315,0.1
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,12671252.153301721,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,12677108.054125672,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,12708954.049537003,0.1
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,12710081.008921808,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,12711635.557901317,0.1
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,12731016.040207013,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,12731353.757552577,0.1
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,12739300.401622038,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,12746726.185090246,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,12777551.214410126,0.2
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,12815830.615394656,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,12819897.514232554,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,12830237.46640056,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,12854058.804521358,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,12860667.720503798,0.1
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,12863647.619902028,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,12873970.073868537,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,12874995.699889384,0.2
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,12878080.600186674,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,12884436.51751994,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,12887177.713345587,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,12892533.57990846,0.3
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,12894474.436698787,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,12917336.56863564,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,12922884.66372503,0.1
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,12943038.948121728,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,12952472.043849982,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,12979010.694458919,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,12998476.48081615,0.2
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,13001878.70379036,0.1
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,13016203.49899597,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,13034603.943813462,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,13035298.236860536,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,13040949.426215565,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,13042202.038600264,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,13044017.524507185,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,13044017.524507185,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,13049239.785568446,0.1
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,13053429.829649007,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,13068814.728644654,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,13075710.007853251,0.3
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,13149532.129158871,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,13162168.496976601,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,13166517.231497584,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,13175694.948747322,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,13190889.185652988,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,13214585.479738498,0.1
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,13223876.785719464,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,13224101.982735122,0.1
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,13225854.038689738,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,13238111.697235934,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,13254143.865108112,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,13290004.619661737,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,13313842.12684745,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,13314147.845202593,0.1
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,13315749.249343554,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,13367463.433123814,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,13370312.562970547,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,13392446.233602343,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,13407416.47805819,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,13408393.767832665,0.1
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,13409002.7073563,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,13446493.770185104,0.1
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,13497150.380333833,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,13503009.96856385,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,13507713.515947135,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,13530055.920161674,0.1
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,13531084.418827822,0.1
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,13541330.625287386,0.1
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,13549269.860034874,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,13559255.877405696,0.1
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,13575075.148232639,0.2
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,13591213.00854653,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,13591919.076491438,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,13610663.09774753,0.1
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,13611101.05430966,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,13638288.741430348,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,13648925.853710756,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,13671859.260714037,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,13677498.240174895,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,13679228.29058121,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,13711589.82565189,0.1
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,13719544.304423071,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,13724972.786660409,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,13735350.852437543,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,13748875.916641971,0.1
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,13779214.620277062,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,13802543.886776894,0.2
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,13819531.227651514,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,13881557.633483179,0.1
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,13881711.878994185,0.2
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,13882359.722915757,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,13890828.122856203,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,13950449.668901933,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,13976947.65256772,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,13982598.085242305,0.4
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,13983316.887421414,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,13984673.849974792,0.2
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,13984673.849974792,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,14033152.541653171,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,14033616.87992118,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,14125242.484053787,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,14131990.561479967,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,14140490.201718755,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,14146760.747501442,0.1
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,14149014.426248213,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,14149014.426248213,0.2
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,14155152.147742402,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,14203337.435414307,0.1
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,14220047.519778766,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,14232259.422966922,0.4
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,14264341.579814835,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,14310456.409837961,0.2
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,14354793.38533048,0.3
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,14357400.133340744,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,14370230.671974014,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,14381271.540478608,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,14381271.540478608,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,14423328.73519942,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,14429045.807479227,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,14444131.035825307,0.1
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,14469140.977249155,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,14474831.99016677,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,14493001.226449953,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,14512806.630209785,0.1
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,14524495.257915229,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,14576211.154896026,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,14586558.673642423,0.2
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,14586635.768687196,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,14592317.84727151,0.2
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,14615426.02327511,0.1
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,14620123.815830668,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,14623020.425525725,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,14625355.398060244,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,14642403.551548706,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,14643650.494678946,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,14644165.849068703,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,14698301.659685679,0.1
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,14717215.934550613,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,14725798.840976201,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,14732681.293888748,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,14746491.650904626,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,14748269.250747418,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,14816659.017758274,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,14886567.67950274,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,14911002.742862297,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,14930024.010938011,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,14950450.251565157,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,15014008.766453937,0.3
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,15018943.301145868,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,15035813.42977161,0.0
