在长安是你夸大话,7,在长安是你夸大话，
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,10967739.482325831,0.125
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,10967962.509805504,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,10972710.383216517,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,10975263.816974724,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,10976694.293812498,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,11036819.088952463,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,11065046.044096136,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,11071789.3977742,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,11079690.226362133,0.125
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,11102749.48333778,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,11118630.384200338,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,11157458.16367603,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,11161861.715153089,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,11172311.833869586,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,11176045.529174667,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,11186611.392162079,0.25
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,11189026.705673205,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,11198146.576874726,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,11247589.37472624,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,11346443.443215054,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,11371383.615492765,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,11386545.150553891,0.25
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,11388723.905359976,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,11388723.905359976,0.125
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,11410605.817421112,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,11422871.179494299,0.125
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,11426320.592668109,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,11463568.160903782,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,11524352.256093599,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,11532750.740087185,0.125
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,11550615.18381685,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,11552661.098172508,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,11558649.274305608,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,11562557.373601515,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,11593636.623120168,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,11603856.019995598,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,11646728.403266493,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,11661872.982190529,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,11681947.90516015,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,11701219.742700137,0.125
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,11723702.287254965,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,11729341.44281754,0.125
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,11744778.236819487,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,11750950.80109535,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,11764631.65761602,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,11764699.06154009,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,11775676.622157712,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,11793126.938412935,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,11816936.7183997,0.125
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,11830454.852134109,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,11845794.288765943,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,11856897.513440408,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,11875288.290751817,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,11880114.128297178,0.125
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,11911930.35049246,0.125
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,11914723.588566083,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,11927307.182917189,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,11942650.800082697,0.125
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,11949376.652929239,0.125
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,11988841.470162077,0.125
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,12018911.683007292,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,12032497.3620762,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,12056804.546872785,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,12072576.644491104,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,12110969.368873393,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,12113471.259785162,0.125
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,12121758.497065423,0.125
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,12121758.497065423,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,12158958.935540939,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,12162495.865504486,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,12163154.032569833,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,12172322.633617682,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,12193278.157541696,0.125
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,12219603.58710962,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,12290179.465347007,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,12290874.424404994,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,12323881.945570828,0.125
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,12364636.539510516,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,12393689.953414064,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,12431374.418024275,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,12463208.415740246,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,12478292.742176546,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,12547099.078770619,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,12571872.370978178,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,12605644.066760568,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,12619222.518940978,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,12636631.260376371,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,12640718.861824444,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,12664894.476596806,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,12685178.765239613,0.125
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,12698444.70250675,0.125
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,12700913.879753612,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,12709711.21799819,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,12714259.741736462,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,12727572.482689295,0.125
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,12773305.012188459,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,12809862.35974203,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,12825302.085049545,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,12826119.131951135,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,12851579.470086072,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,12872559.92742193,0.125
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,12881563.723762069,0.25
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,12885317.186773358,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,12888766.721727327,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,12891697.111498823,0.25
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,12904703.061138034,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,12946083.584121434,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,12946083.584121434,0.125
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,12966999.796268728,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,12968168.169980403,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,12976189.957646629,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,12994258.094841832,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,12995713.45462557,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,13044213.901133122,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,13053685.531190503,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,13084167.616456997,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,13132980.835700585,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,13146388.676681928,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,13181731.394792797,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,13211261.826400219,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,13227268.830833506,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,13250127.559532126,0.125
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,13261425.59830865,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,13265714.115250058,0.25
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,13268789.701189367,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,13281328.754916238,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,13308894.228330607,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,13385562.17445798,0.125
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,13400102.967389395,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,13417156.024190065,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,13417800.027529636,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,13425548.080988515,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,13438983.689021708,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,13438983.689021708,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,13451716.238295604,0.125
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,13463800.996273633,0.25
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,13523164.080063276,0.125
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,13548510.234622551,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,13571279.885576824,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,13617079.453257034,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,13617144.173283419,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,13670390.889147311,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,13714037.533917543,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,13732816.377189185,0.125
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,13742691.435117636,0.25
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,13743102.61344586,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,13791086.381709069,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,13794805.04097237,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,13825657.009074993,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,13826286.482528891,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,13827277.936038468,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,13870306.02002458,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,13909963.438443292,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,13916479.29030116,0.125
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,13952826.989048725,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,13956409.591059916,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,13982211.226974608,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,14026960.42402972,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,14029770.787851678,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,14058750.380532391,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,14094159.388446245,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,14133813.072973536,0.125
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,14170754.757048346,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,14172472.082016759,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,14197475.313256562,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,14211645.184407547,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,14235769.537586337,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,14248610.14808438,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,14308131.029833423,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,14308131.029833423,0.125
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,14347901.785897205,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,14350022.34168745,0.125
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,14351367.394091344,0.125
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,14353824.979171474,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,14421969.609927243,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,14456296.696568592,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,14490361.106276456,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,14511464.690290546,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,14527013.718136154,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,14549253.402084561,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,14601338.812659219,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,14623660.666866284,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,14644103.460090682,0.125
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,14646753.15450899,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,14665317.70996729,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,14694056.216102937,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,14765887.550856033,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,14766127.828869965,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,14822881.277646402,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,14827821.567526203,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,14829582.331999332,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,14836307.50625918,0.125
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,14916614.793463469,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,14980879.953245765,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,14983051.291175913,0.125
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,14991641.769895455,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,15016546.036092285,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,15027244.743392473,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,15069604.426615572,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,15085859.930361347,0.125
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,15101036.837279392,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,15170906.709366472,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,15190258.150549585,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,15210088.539755953,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,15231931.260223802,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,15289716.781099213,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,15308467.910714526,0.125
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,15375760.251874192,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,15400815.673824972,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,15419739.833329067,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,15438178.739502393,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,15444516.09345245,0.125
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,15460608.534300424,0.125
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,15486770.491482517,0.125
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,15495867.95238006,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,15542729.815191135,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,15543748.918388762,0.125
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,15587081.251236008,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,15636666.90379411,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,15679732.556291154,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,15688706.379347354,0.125
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,15740304.130552452,0.125
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,15825582.036592457,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,15839990.390882922,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,15855976.530359093,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,15879202.96613644,0.125
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,15908828.441273162,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,15954658.919463515,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,15958187.583717579,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,16004889.08608199,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,16008435.260008154,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,16010786.682200555,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,16160492.531578328,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,16164861.581891205,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,16189584.45081184,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,16193777.829462992,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,16225771.017093254,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,16335183.077084215,0.125
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,16510069.544627711,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,16544521.71024892,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,16545485.236986721,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,16623670.015321698,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,16627323.786263835,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,16630843.40933968,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,16653448.509494891,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,16726720.781968368,0.125
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,16777947.79825153,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,16813680.599321324,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,16830915.157411426,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,16862456.15124493,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,16869376.88094978,0.125
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,16892955.395548597,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,16930117.39564535,0.125
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,16954007.478183743,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,16954409.818214748,0.25
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,16999455.6856277,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,17048960.511973266,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,17066194.05956607,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,17066194.05956607,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,17138893.543579742,0.0
