莫不是平地风波起,9,莫不是平地风波起，
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,441637670.6371215,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,448359236.84645724,0.125
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,449739408.67476565,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,455297799.11331224,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,457848802.06431472,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,461738228.36210108,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,465094383.56380904,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,467589883.49963593,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,477164773.13144553,0.125
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,477289158.3143453,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,479167053.52837634,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,479382751.21548778,0.125
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,480112247.4139238,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,480851284.7854535,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,484592001.56630743,0.125
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,484749611.60537481,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,484858880.23135191,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,486704232.732934,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,487375493.38954866,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,487700594.72577518,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,487700594.72577518,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,495929144.59219223,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,496715609.46999526,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,496715609.46999526,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,500175223.0416382,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,500340764.79911709,0.125
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,502952313.97186112,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,510533600.82102209,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,510644120.69374001,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,514992178.24067819,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,521411468.08391064,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,522095870.24956149,0.125
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,524922667.44533414,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,525258687.40880054,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,526612635.8876422,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,526629270.99509102,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,527790641.9468686,0.125
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,530786136.7101773,0.25
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,533417755.5135228,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,533726087.87700975,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,533809762.89411741,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,536344189.09449369,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,538202612.65079606,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,538447320.67454636,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,539808449.68757045,0.25
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,540273487.86801374,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,541614389.92340326,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,543045309.13810802,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,543045309.13810802,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,544142798.96982825,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,544182224.44121385,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,546132541.69250333,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,546317925.75243521,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,552854111.39437997,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,553400061.5965997,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,556953185.2335012,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,559941457.49046743,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,565043235.49629545,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,567729763.38942003,0.125
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,567970780.83167362,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,567983670.29942989,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,569984152.75048268,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,572069419.62471783,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,572069419.62471783,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,575250970.93032074,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,579891010.7676717,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,584386414.88987982,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,584447370.15488231,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,585220178.46013033,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,585792256.90601742,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,590642769.30080819,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,591780855.51286077,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,592348682.61001742,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,593437594.24743998,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,593888690.62474811,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,595179796.22063005,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,595185002.54963708,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,595814536.23784018,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,596348725.34289396,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,596651472.73254776,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,597067480.71306121,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,597173577.60356569,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,597203346.50842011,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,597457353.7179544,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,597848329.86761415,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,597873524.5041405,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,600870923.16077542,0.125
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,601803801.59938979,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,603457925.310992,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,604202781.25502062,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,605495977.07813799,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,609862760.72463417,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,612189927.44987905,0.125
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,612685910.06612325,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,613369235.8506099,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,617856073.28704631,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,620460929.09526622,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,621892818.74636197,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,622948960.01001132,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,624680806.4349637,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,624680806.4349637,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,624885425.84295321,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,626084821.45437419,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,633740098.52068913,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,634572090.82353389,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,635091825.97264433,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,635501041.20313966,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,637472926.74583137,0.125
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,637685787.50854897,0.125
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,638993144.22186434,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,640497147.38634682,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,641707010.76869822,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,645644570.78951538,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,646902378.6967777,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,649645825.68056178,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,650770958.97202039,0.125
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,652247408.33194661,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,653576100.49970376,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,655336327.19325459,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,659104620.71527004,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,659206536.58086288,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,660972641.25896049,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,661310407.625296,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,663182797.94036829,0.125
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,664740074.81712472,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,666169985.6187185,0.125
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,668716704.97064865,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,671060588.75273132,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,674077113.63455403,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,675392577.61049998,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,677172648.08303714,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,677272061.84047604,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,677711157.54728687,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,677751194.55168366,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,678355142.80099916,0.125
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,678923043.85912836,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,683939307.49614918,0.125
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,683965636.66707003,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,684332220.85095882,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,684407902.09929168,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,685770230.6500839,0.125
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,690930147.34370983,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,691962616.16073751,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,692999979.74821961,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,693927479.95720828,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,693960964.4242878,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,694384271.9775337,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,695375380.60763991,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,696753665.98395848,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,699294478.02279413,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,699470285.87285578,0.125
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,706334790.38362586,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,709586680.33534586,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,710306794.55612695,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,711288938.19807398,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,712752270.92724872,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,715656902.04998994,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,715752595.13822293,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,716719525.97043157,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,721910028.10516179,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,722979550.79116297,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,724343370.43589902,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,724343370.43589902,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,725358054.52617168,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,729100282.92469633,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,733124027.3667146,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,738941740.66152596,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,740694083.99488473,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,741532385.55297458,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,743300245.01222479,0.125
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,744779131.23957074,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,745710302.19292569,0.25
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,746194207.03164494,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,747863224.55007684,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,748472199.48546803,0.25
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,749973734.32031274,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,750204449.22459352,0.125
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,750997680.93100381,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,752939921.23920858,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,754829020.64664865,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,759608089.76954937,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,762634087.19624364,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,763628630.26372218,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,764049354.01016247,0.125
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,764947200.28216183,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,765471442.76271868,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,765813231.88130236,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,766488709.98101306,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,767449932.49524963,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,772594239.1743561,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,781181190.88679314,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,784158770.87939012,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,785478644.06291616,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,786141767.88871551,0.125
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,786613267.45567918,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,787483582.61567092,0.125
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,793009212.83938229,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,793666234.63596487,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,794175615.02502298,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,795561730.61700392,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,796244812.63407445,0.125
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,798336232.92619586,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,800096526.44012237,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,800122401.35834837,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,803494166.87261903,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,804044628.20253742,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,806662814.98754072,0.125
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,807128608.83979392,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,807685369.41478002,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,812316446.56251919,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,812478690.17261863,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,812615020.79133821,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,817945750.39240861,0.125
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,819653632.80108929,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,821574033.78559649,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,822514977.02071881,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,823187748.63907647,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,827274591.36205053,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,829029851.46782959,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,830966056.90314269,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,833308679.51109076,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,834179506.1378572,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,834872314.90555632,0.125
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,838337681.59125364,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,843702050.22127271,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,848447026.62314177,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,852059302.34041274,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,853654442.62920332,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,854475026.60382044,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,854809184.7063638,0.125
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,862948284.82146418,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,864460648.29224288,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,865540822.52503002,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,869221445.59305453,0.25
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,874261420.41088104,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,875169203.00623643,0.125
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,875362472.16401446,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,887138098.36114335,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,887749707.71936738,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,888604741.60528481,0.25
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,889109427.31690121,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,896017588.43243265,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,896017588.43243265,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,899884111.93610811,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,900194477.60113883,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,903879488.537444,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,904286188.36342609,0.125
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,907344263.852422,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,910019220.51061571,0.25
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,910298131.29021716,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,911275614.91101515,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,913844718.84489286,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,920689193.5752815,0.125
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,921960832.55592191,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,922815446.67397273,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,926678725.55675864,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,931528009.67869925,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,932570800.60264122,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,932570800.60264122,0.0
