岀二堂 深施礼,40,出二堂深施礼，
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,625967531.20497787,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,627310780.08352959,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,627589956.06576097,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,629000496.92804253,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,630584678.64325166,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,631160919.2959044,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,632449422.42766571,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,632898410.74553978,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,637244667.18566525,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,649950564.04171813,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,650825856.4141959,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,652321909.82667089,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,653226584.42350686,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,657894702.5522697,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,667147493.47876406,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,667536687.5654397,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,675615914.64921331,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,676049474.59356666,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,679268384.4608407,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,684849515.27731073,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,687060779.69667029,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,689095294.88238406,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,689699884.88516247,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,692748271.9124552,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,705726593.15465307,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,708033493.77319467,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,714520263.78076315,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,714988710.86174035,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,716819623.46564305,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,720793596.26992548,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,722194449.7665745,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,727477841.13481891,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,727477841.13481891,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,727907929.58232331,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,727907929.58232331,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,730598853.02722788,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,731210238.28488457,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,731269148.92850828,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,734114028.5075345,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,734228767.1015166,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,734616443.41099453,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,737269898.67016387,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,737773665.97204065,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,739258182.78447354,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,743811431.74687457,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,745443474.46648073,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,749044172.46864736,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,756714376.15139735,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,759538980.71968496,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,761404548.91832852,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,761838096.08820951,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,762296405.87917876,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,763711917.27316415,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,764866507.4483285,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,765306944.41470671,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,770718240.36914515,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,771153506.29171598,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,774261861.12094474,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,774269508.64535797,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,775365213.2737155,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,776484087.63776457,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,776765465.21484637,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,779625413.15169108,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,780575588.26979184,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,784475697.24898386,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,786466254.96873653,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,787108293.34313476,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,789007490.04387927,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,789066449.99848342,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,790791456.57745612,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,791469272.13502681,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,797117921.34426129,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,797750523.65837848,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,800219764.36299753,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,802382833.68892992,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,804653802.1920135,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,806371113.84793103,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,806907159.25959861,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,808899136.18376005,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,811030112.7852056,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,815306325.10066223,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,818025587.97073472,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,823376458.18296778,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,825796935.03435695,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,827297315.86172616,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,827436467.9983077,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,829167350.29315889,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,829518333.53168094,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,829668188.23946369,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,833787895.06478071,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,834305860.10830641,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,834479874.71130419,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,838754085.47751927,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,843375128.78511488,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,844281793.95234597,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,844451222.28176749,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,846075983.59667265,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,847051014.40166712,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,847517101.40947104,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,849264763.12162769,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,853136518.90441823,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,853883857.38398993,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,854784034.5318867,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,855096735.40704787,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,858751438.87966454,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,860546627.18526697,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,861596483.02924895,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,863411756.61308789,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,864679560.17426705,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,865476452.04204547,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,865476452.04204547,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,868537776.96412241,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,870185612.67192543,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,871639644.19991696,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,873068621.21612585,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,873068621.21612585,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,874775579.2124027,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,875268988.06591737,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,875803715.16189551,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,876946877.96118724,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,878926176.50428247,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,890712314.04174113,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,890783830.23538244,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,895798675.94295084,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,896852646.29779911,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,899794211.38865256,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,902505838.60491896,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,904020373.47949541,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,904411916.89640045,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,905052545.80991197,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,907134423.96606112,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,908135197.29509687,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,908604393.5044589,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,915230186.06592989,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,915933100.7094872,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,917164119.86294091,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,920934742.48828459,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,922552010.99413466,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,926516464.3276906,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,928778734.27558315,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,930531692.24030924,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,931030042.03171039,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,934093533.44752622,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,935853173.24326217,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,936592231.06400561,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,941961629.71156275,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,942384437.54032862,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,943021906.39644325,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,944877161.60381532,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,946362333.99977005,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,947985633.85086751,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,948223771.27096152,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,949178157.75051427,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,950255419.10856366,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,951450391.13470888,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,956558443.28534651,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,958654916.50322461,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,958862348.95371175,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,959987695.93933475,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,960903685.36555231,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,964884008.78336871,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,966117316.30195284,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,967478666.52871823,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,968189546.88860476,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,971763713.20562923,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,972240020.09697819,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,973473498.00938678,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,974369933.52396035,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,975349808.2471323,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,976868781.74546754,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,977336042.37382531,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,977395938.66264021,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,978184751.24050176,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,979389904.38940382,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,980870049.588081,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,981548575.5209583,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,985570282.26953804,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,986888237.32754827,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,988582153.45465755,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,989245210.21974564,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,989830884.62212861,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,991787368.80687463,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,993708687.38554549,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,1000637153.7741724,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,1003008017.335673,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,1004642596.854521,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,1007205339.842508,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,1008247825.6073402,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,1014407204.2331134,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,1015560853.4489449,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,1017330331.6271229,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,1017634478.4428624,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,1018033883.2904251,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,1022794672.2699323,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1023593557.5179611,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,1025002850.3622512,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,1031041831.767772,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,1031287324.4457099,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,1033559000.2397004,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,1037030609.5665907,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,1041415695.7114047,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,1043337543.9785904,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,1048020782.2575346,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,1049632956.5721288,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,1049755755.7380103,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,1051130862.3513324,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,1056603722.564566,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,1058215946.9463546,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,1060762182.3058723,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,1060842039.1884439,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,1062332212.2046006,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,1065527169.2782985,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,1066954242.7678763,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,1072116506.9397318,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,1075592698.8817599,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,1076645816.4656119,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,1077854969.7979257,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,1078711001.1567295,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,1078995702.1194718,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,1083544641.7078583,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,1093404938.6633976,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,1094285795.0769215,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,1094964985.0055947,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,1096858745.9925675,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,1098420697.3861916,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,1099127420.254178,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,1099411699.7973931,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,1105574725.9422421,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,1110945800.7512934,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,1112920172.329958,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,1119474019.7673972,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,1131412223.0572503,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,1133144215.0741832,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,1134454353.0754898,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,1135522857.2357924,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,1140234535.2235985,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,1140671740.6296649,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,1142071607.8086278,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,1142547187.7161167,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,1143399757.489749,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,1149548898.5298958,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,1157792972.3038738,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,1158245133.5362008,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,1159324899.886483,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,1160959759.5810654,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,1161885967.1429255,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,1163227055.6516647,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,1165883502.749733,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,1168632113.7783856,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,1176345674.8918955,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,1180609629.8074882,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,1180888322.6536131,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,1182764694.4514301,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,1183093674.9863439,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,1184779874.9002998,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1185600375.7935932,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,1186593507.0320835,0.0
