为避狂徒到此间,0,为避狂徒到此间。
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,35359408.50404226,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,35713643.664695248,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,36084406.463907093,0.14285714285714285
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,36087929.627150126,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,36113153.079717346,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,36278831.890947409,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,36342542.740133844,0.14285714285714285
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,36502498.793854892,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,37161947.87464641,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,37426619.574043505,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,37603562.957186662,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,37810116.435783885,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,38173728.395789079,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,38397156.8067009,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,38518931.284759521,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,38876943.758821227,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,38879243.765137821,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,39063790.509397402,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,39194670.20073507,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,39256861.152249612,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,39593304.412977792,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,39768348.373875275,0.2857142857142857
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,39924649.942147054,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,40064709.28818208,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,40270369.899006113,0.2857142857142857
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,40337781.659738466,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,40643143.64956075,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,40668673.148489341,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,40721918.765008844,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,40733272.408894829,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,40801587.144527465,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,40891593.068210647,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,41217880.773451857,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,41258787.188206568,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,41314191.514822431,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,41489213.834681645,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,41509600.4660393,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,42140492.521123268,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,42195417.210478574,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,42254396.923886947,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,42449546.342239894,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,42456673.279340513,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,42562610.75174173,0.2857142857142857
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,42816136.849299833,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,43100853.016899988,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,43180579.917575464,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,43389559.011312723,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,43429779.608770877,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,43442198.538233571,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,43660300.343960539,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,43759417.041840956,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,43820749.041716233,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,43840000.392600603,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,43965567.752069183,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,44069971.408221669,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,44139938.24081786,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,44181414.353525311,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,44223617.357287489,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,44328309.578402847,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,44431820.394174904,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,44689572.972208932,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,44769797.494194657,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,44810692.905325733,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,44834109.707050964,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,44906463.300201848,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,45113958.339224674,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,45198474.474436402,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,45203720.821275122,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,45211908.861527503,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,45244162.426629819,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,45298694.73143927,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,45595521.002526686,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,45731767.84919361,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,45858434.538328029,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,45862334.054231279,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,45918985.908425383,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,46014263.039510563,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,46076961.868855834,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,46394332.360667638,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,46701803.35425543,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,47038002.103840463,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,47167054.196890287,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,47291083.021306962,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,47495885.277776673,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,47594428.768425263,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,47626355.602653459,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,47761162.23942782,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,47978526.089828797,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,47982646.840222552,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,48049463.85318917,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,48400139.448992655,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,48411771.748732351,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,48473910.926117264,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,48766947.764827594,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,48776997.398383409,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,48910984.687996857,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,49002355.778358214,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,49273505.483889706,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,49433420.865121998,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,49509270.905408993,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,49627564.542934351,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,49782410.068708651,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,50050294.981553234,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,50107296.127082326,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,50384277.798768684,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,50505700.418631971,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,50929920.035006158,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,51151838.897269093,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,51828163.23816102,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,51872054.690960161,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,51934963.280097991,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,52114329.990658775,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,52405706.957403094,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,52476521.258697145,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,52794607.864218362,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,52930304.708114512,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,53275086.238441601,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,53438673.419814348,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,53479360.916844167,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,53680895.012123019,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,53764350.404140934,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,53794835.248733468,0.14285714285714285
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,53898231.216833398,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,53955248.681869097,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,54030953.045753896,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,54205661.271023959,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,54222179.14166791,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,54485001.894235156,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,54722484.053542875,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,54832968.607980177,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,55049848.738420136,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,55244201.784178272,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,55282276.631197646,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,55350851.511204287,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,55391075.428793877,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,55391075.428793877,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,55530654.383243859,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,55556892.849418044,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,55893831.24836722,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,55961578.399821624,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,56134105.295622908,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,56281241.856612235,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,56305716.238410577,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,56367560.889882363,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,56423026.423901401,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,56472971.303128988,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,56630869.191720173,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,56757652.6050964,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,56785099.763607077,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,56817346.404044412,0.2857142857142857
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,56873397.80882258,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,56931216.014240094,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,57011083.275606118,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,57070407.663221069,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,57292221.487101421,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,57349504.656612501,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,57506107.439142108,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,57555356.76132974,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,57558954.094004311,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,57824771.186859675,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,57869329.752729565,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,57905382.589413963,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,57915764.65877603,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,58019032.623010598,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,58161943.244339854,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,58390835.83879175,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,58525505.176720612,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,58987807.311247081,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,59036062.745933048,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,59048102.023062371,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,59354780.935547426,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,59700392.073031664,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,59700392.073031664,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,59721056.737483047,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,59913038.205641299,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,59993335.687343597,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,60041256.597729936,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,60124082.234535463,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,60124082.234535463,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,60204323.763502561,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,60233938.17785567,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,60333736.485363014,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,60356777.412138917,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,60836532.48856581,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,60894909.715269431,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,61026236.607215218,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,61125494.505360752,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,61167617.876847409,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,61226183.384439729,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,61226183.384439729,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,61439035.306825325,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,61472870.474027835,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,61472870.474027835,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,61529260.654527046,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,61760600.166890852,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,62128367.420380257,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,62255504.027094454,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,62287140.295969911,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,62733109.373558931,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,62794776.529154442,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,62828298.52521237,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,63427770.42352061,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,63460151.25646209,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,63584942.834341131,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,63755032.205036893,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,63824251.618454829,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,63855542.392849118,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,64128136.52943594,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,64182114.449454218,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,64233541.245376281,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,64504314.973053999,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,64528722.287545159,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,64867975.204346903,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,64894466.495044313,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,65055609.520134136,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,65431109.703198038,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,65719817.596779324,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,65720502.478545748,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,65911527.075416431,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,65919300.554229669,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,66279403.235822335,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,66361061.177959204,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,66568918.201583639,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,67024230.341326356,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,67155820.980729595,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,67268074.040977627,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,67313446.686653644,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,67505010.483232886,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,67616368.584862426,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,67957605.753747508,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,68254937.581309333,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,68387278.072631329,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,68495150.920016289,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,68593221.775570035,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,68718563.476708382,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,68938812.313667178,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,69207606.938134581,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,69298077.814794153,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,69340994.965360537,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,69419605.531417832,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,69733228.945146829,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,69862176.373028755,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,69917142.529376328,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,70100726.484620124,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,70456076.495991111,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,70674501.256029412,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,70726497.907089278,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,71559202.034071639,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,71680458.015745223,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,71746842.808344364,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,71754456.510826111,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,71788057.092040196,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,71800220.355979636,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,72057151.843091398,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,72210385.163711593,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,72399070.34785971,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,72402705.825679541,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,72707103.485305786,0.0
