我一剑能挡百万的兵,0,我一剑能挡百万兵。
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,1071488204.9778329,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1087775899.9726582,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,1087931285.7122369,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,1092937831.9854681,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,1093585181.3774171,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,1101321368.34763,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,1112987460.9181175,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,1117559849.9036117,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,1127739013.1770647,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,1130294751.1442752,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,1137618062.2389183,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,1139107343.5895569,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,1141380558.5076535,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1143885730.5550368,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,1149173731.2616255,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,1156917740.0933678,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1161671542.3062243,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,1163578507.0627825,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,1165549226.3406789,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,1170927001.4884319,0.1111111111111111
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,1173106809.4452534,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,1177723497.5595467,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,1178359032.7272532,0.2222222222222222
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,1180858563.5075476,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,1184224125.2586288,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,1184764983.3294747,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,1190138803.9196494,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,1190160764.6539516,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,1193781675.9598927,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,1195829662.9705815,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1197694058.3693135,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,1209076438.475543,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,1218041022.2060471,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,1219682142.2348759,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,1221330673.612371,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,1223641717.4007413,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,1223922749.6335475,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,1224288198.9564133,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,1226876645.6661866,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,1229862695.7867758,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,1244977727.0804043,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,1254696827.1015394,0.2222222222222222
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,1259926023.2879961,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,1261354391.5663826,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,1265325696.1536336,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,1267741333.7559533,0.2222222222222222
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,1270557681.0490689,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1273712308.1121857,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,1278166877.8288341,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,1281627940.2820976,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,1285287229.5931246,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,1287347399.3392918,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,1290292645.9466758,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,1291760417.4663174,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,1291882961.7747469,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,1293827033.9436898,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,1302478869.8271842,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,1304934413.4327965,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,1309127394.254503,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,1313075245.3916368,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,1316820592.2005744,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,1317454274.8718064,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,1318518118.3113821,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1319252349.4593046,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,1319658504.7578523,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,1320005161.4395397,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,1320674147.7418611,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,1320980196.5519323,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1322806328.3925974,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,1324091933.340898,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,1327055687.6547384,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,1335059361.5800002,0.2222222222222222
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1336927302.4803843,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,1338496357.9301641,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,1344788417.5992305,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,1350660334.6435621,0.2222222222222222
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,1356444967.3133578,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,1359921689.941155,0.2222222222222222
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,1367790921.922801,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1369294273.8918271,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,1371113958.5621178,0.2222222222222222
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1378344021.0043426,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,1378720869.0266826,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,1387684856.7586129,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,1388988734.8361707,0.2222222222222222
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,1392438833.1053293,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,1396365016.2673733,0.2222222222222222
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,1401085543.6017416,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,1403262567.7533455,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,1403644174.6395566,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,1404672186.0159929,0.1111111111111111
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,1406403536.8487258,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,1406435211.5779514,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,1407237277.6725113,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1410674196.6857605,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,1410897438.3373914,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1418199564.0455139,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,1422785422.2199385,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,1423239610.1043208,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,1426935851.726243,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,1434059015.5763373,0.1111111111111111
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,1436694521.8578353,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,1443122444.5059686,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,1445535621.216681,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,1454220103.9281797,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1455314602.203738,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,1455351870.8237505,0.2222222222222222
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,1458693908.2521527,0.2222222222222222
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,1463487256.6941929,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,1464292380.4648936,0.2222222222222222
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,1467076298.8346474,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,1470878961.9392247,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,1473062231.2219546,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,1483506426.5884869,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,1486463149.1459339,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,1487115952.0402584,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,1487935870.2111166,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,1487935870.2111166,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,1493314536.2689552,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,1499367027.7273943,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,1504809554.9674234,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,1506986828.9634449,0.1111111111111111
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,1508721245.3814023,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,1509568795.7813976,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,1513671794.5692649,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,1515189947.6162157,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,1515948394.9937024,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,1516683562.7477343,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,1518536921.261255,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,1522639059.3758581,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,1525957320.2146492,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,1537186155.6877077,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,1537376878.6349866,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,1543793841.0590651,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,1544708045.1413474,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,1545750455.2473245,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,1553857359.9821811,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,1557112637.396718,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,1557602498.8072095,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,1560580362.8572514,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,1562977422.8161297,0.2222222222222222
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,1565302168.610992,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,1565894947.3106737,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,1567896611.0967805,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,1568342252.6552474,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,1575225900.0306358,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,1577181827.2403138,0.1111111111111111
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,1581625071.8616936,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,1583966585.3638344,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,1590220779.7502539,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,1592470796.2007937,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,1597201376.208113,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,1600030915.4214308,0.2222222222222222
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,1601998519.4846611,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,1606875450.1072791,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,1606875450.1072791,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,1614653964.2327712,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,1617853773.4953582,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,1620327455.1338601,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,1622476649.3790762,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,1625491572.3505905,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,1625853373.4199462,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,1632834752.9750459,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,1643236343.2232606,0.1111111111111111
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,1653942363.0346837,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,1662462902.098876,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,1662462902.098876,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,1672328102.2513304,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1673853625.807132,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,1678791083.0068722,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,1679901342.5514169,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,1683196086.3847268,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,1684992961.4489799,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,1685518190.4147847,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,1685945182.2559552,0.2222222222222222
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,1698486045.3139985,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,1703044122.8667746,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,1706666171.2104292,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,1706666171.2104292,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,1712276559.6477828,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,1712276559.6477828,0.2222222222222222
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,1717232724.7624161,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,1721620876.8407934,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,1721620876.8407934,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,1721807789.6375158,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,1722401594.7530036,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,1723624354.6688697,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,1727424658.0676918,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,1734360914.8770771,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,1746165717.4643993,0.1111111111111111
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,1760442249.8516147,0.2222222222222222
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,1764178070.6608992,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,1782430119.3740809,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,1789898520.5344119,0.2222222222222222
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1794772831.0405128,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,1796752118.7392907,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,1808657355.3738644,0.2222222222222222
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,1811861353.2716994,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,1815190849.6056767,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,1823551618.0761614,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,1828593758.1552813,0.2222222222222222
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,1829123299.56879,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,1834166971.6658981,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,1844723485.7529762,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,1850914268.9270861,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,1851090392.2598128,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1852039059.0997214,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,1852853503.7818606,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,1868956056.8382306,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,1877106474.6944294,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,1882162242.9811871,0.2222222222222222
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,1882630949.2837081,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,1890877579.9534822,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,1892508863.3766594,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,1901149819.6878791,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,1907627730.8432682,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,1911317939.4569743,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,1919923526.1571236,0.2222222222222222
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,1920517120.6784909,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,1937997901.1593928,0.2222222222222222
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,1959790008.442142,0.2222222222222222
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,1961997825.6324701,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,1962183411.4504776,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,1965807873.7497694,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,1966231480.7726192,0.2222222222222222
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,1970016660.6427596,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,1973395489.5069549,0.1111111111111111
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,1995219428.4291205,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,2004098044.9185665,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,2021536563.4673984,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,2035843918.825428,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,2049924435.3991351,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,2058471373.6377647,0.2222222222222222
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,2058699324.0014858,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,2063359531.4918129,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,2071061447.6770306,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,2076698311.7500868,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,2077705989.9167197,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,2085099981.2265906,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,2086322377.8929186,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,2090658297.3723335,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,2090658297.3723335,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,2094088074.9652514,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,2095730828.7601523,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,2102311180.4726267,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,2105776935.9513683,0.1111111111111111
