白鹦鹉与仙鸟在灵岩神岘上下飞翔,0,白鹦鹉与仙鸟在灵岩神岘上下飞翔；
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,1450754890.5295243,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,1451308255.7134924,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,1454159472.3119667,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,1455598409.6467581,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,1467333622.2305763,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,1469765872.5596776,0.06666666666666667
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,1471076426.8653698,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,1480379519.7900674,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,1497035222.4263799,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1508703188.1651208,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1511904308.4018886,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,1531498787.9484949,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,1534813184.6464779,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,1540751932.437273,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,1545157564.1596415,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,1547682194.046526,0.06666666666666667
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,1549104713.8450053,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,1549257083.9432721,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,1550477290.9463053,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,1551826998.9926443,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,1555286964.015326,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,1555345856.8309131,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1562141056.145823,0.06666666666666667
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,1563926263.6764109,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,1565074400.0524776,0.06666666666666667
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,1581560855.2120073,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,1586211780.6180198,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1592667467.0568192,0.06666666666666667
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,1608461460.6256361,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,1611551733.5955055,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,1611551733.5955055,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1616291145.567344,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,1618311559.5003426,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,1618755453.5544093,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1620444052.4392967,0.06666666666666667
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,1632976856.9575937,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,1644761689.6496017,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,1656468364.4273853,0.06666666666666667
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,1657285378.1995907,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,1657655693.8715637,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,1659753098.6995256,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1663091434.4610465,0.06666666666666667
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,1663699043.7939599,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,1665757534.2756801,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,1671805847.8848572,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,1690787586.4460166,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,1691880670.2882943,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,1697609310.9975924,0.06666666666666667
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,1698963173.9108212,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,1700073903.8602817,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,1723036865.3854766,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,1727048341.1305315,0.06666666666666667
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,1727057713.2469366,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,1731355469.2253489,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1736379249.4368668,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,1742770596.62028,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,1745234905.9214399,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,1745833543.0987809,0.06666666666666667
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,1747890897.7305892,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,1748742873.0988863,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,1756796857.5543764,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1759608718.968714,0.06666666666666667
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,1762737839.5645082,0.06666666666666667
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,1766881155.6401291,0.06666666666666667
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,1769725504.6244264,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,1776611511.4801075,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,1777450445.066417,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,1778906939.9562576,0.06666666666666667
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,1786430289.0027542,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,1788471887.7432387,0.06666666666666667
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,1788699051.8721189,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,1792123343.1908274,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,1796598667.2431192,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,1796873860.3760848,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1802346826.7327332,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,1803741089.2029412,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,1805477896.7375457,0.13333333333333333
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,1813071087.9246373,0.06666666666666667
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,1823658023.8727331,0.06666666666666667
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,1825161694.7887316,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,1827098356.7792528,0.13333333333333333
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,1828909477.0647674,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,1831979571.7460704,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,1836443476.610718,0.06666666666666667
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1837484627.0749485,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,1842104039.0035803,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,1844989605.778069,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,1848792311.7584841,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,1848935691.4589076,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,1850839136.0108905,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,1855936149.7221382,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,1858419852.4038849,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,1866319320.4287775,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,1868984657.3442218,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,1869955452.6858649,0.06666666666666667
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,1885282193.7098467,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1892233337.1983914,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,1893086493.0712554,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,1894154396.8672938,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,1903009559.4291773,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,1903768138.3455338,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,1904063118.0360279,0.06666666666666667
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,1904246609.0504768,0.06666666666666667
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,1912349545.4088423,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,1913644050.4666424,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,1916659835.719512,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,1918813808.0701015,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,1920266640.6180465,0.06666666666666667
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,1924502808.0172527,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,1936329497.3538821,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,1940271841.9073095,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1941879168.0687795,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,1949283273.8073797,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,1950751977.8594596,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,1952115284.503567,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,1952277564.9324336,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,1957758075.9118822,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,1963244606.7485323,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,1967727275.038182,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,1969171025.203135,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,1976271019.8854949,0.06666666666666667
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,1977802258.4406369,0.06666666666666667
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,1980006158.3106499,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,1980122627.021919,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,1986073449.6979783,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,1987518196.6724126,0.06666666666666667
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,1989077601.3503087,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,1990878019.8702569,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,1994545109.6808467,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1995074145.79563,0.06666666666666667
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,1999706406.2236426,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,2007161528.7567909,0.06666666666666667
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,2007749301.5750308,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,2012719548.5066254,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,2014626505.0331833,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,2021475393.1372135,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,2032229734.84865,0.06666666666666667
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,2032919780.0611858,0.06666666666666667
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,2038371509.0059881,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,2041155221.5674419,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,2043302774.3548286,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,2058478289.1405411,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,2063876598.6758857,0.06666666666666667
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,2067607158.4208889,0.06666666666666667
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,2068653567.9742093,0.06666666666666667
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,2068833700.306164,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,2071059247.929394,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,2073782472.1267166,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,2074171612.5136108,0.06666666666666667
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,2074704976.9945526,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,2077424269.6783726,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,2079689805.1665969,0.06666666666666667
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,2084748581.9705417,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,2088593148.3907492,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,2088709254.6200674,0.13333333333333333
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,2090251485.3279235,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,2092060096.813133,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,2092207700.6588864,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,2096397648.2442319,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,2105465654.6878357,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,2105998142.1601412,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,2108119814.3025877,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,2108947919.4285975,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,2123852745.8244798,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,2126481560.9509771,0.06666666666666667
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,2127115591.0086746,0.06666666666666667
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,2127850056.8862288,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,2139907406.0121257,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,2140700908.182368,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,2142291765.5079892,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,2142397007.5675335,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,2147711427.1075068,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,2155753617.9805655,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,2157797955.88731,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,2161269634.1226444,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,2163383414.3558764,0.06666666666666667
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,2168807670.4882832,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,2171661209.859107,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,2172751795.2609582,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,2173179244.256494,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,2176065901.4811568,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,2181596567.9168663,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,2186734229.6605864,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,2189607866.2739553,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,2191499831.3394017,0.06666666666666667
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,2192192818.9720216,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,2192997116.9921613,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,2193897774.0921354,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,2196867053.4024711,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,2207074644.469255,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,2215588248.7447171,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,2216451673.3351407,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,2217045613.9362216,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,2218514611.9499679,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,2220200270.7043552,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,2225049490.8285565,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,2235666427.851676,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,2247954289.7990522,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,2256974548.0338755,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,2272908970.0945039,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,2279421280.9057217,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,2286985447.9372106,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,2296196643.2058253,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,2302276102.984972,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,2316547751.1600556,0.06666666666666667
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,2324498978.9569182,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,2326867807.2269597,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,2334505518.6757879,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,2339675167.9887085,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,2344256741.1874132,0.06666666666666667
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,2345751507.2143922,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,2353162050.5333519,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,2355112471.596385,0.06666666666666667
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,2356446650.6136432,0.06666666666666667
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,2362464233.2658672,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,2363444998.0085964,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,2363989937.0671616,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,2366041022.9569511,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,2372534476.5942936,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,2372617819.7398663,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,2375456944.2398205,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,2375877385.2808285,0.06666666666666667
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,2382427680.9438176,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,2383340333.3325667,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,2390026755.4531407,0.06666666666666667
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,2390581963.1392937,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,2393502856.0278645,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,2393720377.7869501,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,2402126996.8918056,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,2403788102.0907202,0.06666666666666667
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,2409027741.9598413,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,2411849702.957253,0.06666666666666667
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,2413280728.0200105,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,2419504149.6238227,0.06666666666666667
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,2422941872.1643963,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,2427308054.1435804,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,2436938562.0003195,0.06666666666666667
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,2440007867.7592258,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,2441015228.2512569,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,2442911249.7477608,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,2451856094.3873363,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,2452121015.759347,0.06666666666666667
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,2463156272.7833495,0.06666666666666667
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,2463156272.7833495,0.06666666666666667
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,2467673598.0448151,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,2467878408.3583784,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,2469794098.0727134,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,2471724666.1818552,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,2477604140.3328395,0.06666666666666667
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,2479706955.4959555,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,2481756072.6315417,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,2481756072.6315417,0.0
