想必是新婚度鹊桥,0,想必是新婚渡鹊桥，
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,164368249.09244922,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,165360983.99931067,0.125
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,165730127.94035691,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,166369574.43961275,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,167531878.07117307,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,167531878.07117307,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,168457809.79766834,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,173119196.60658267,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,173506339.17935225,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,173746599.14708972,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,173793763.88507992,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,174093214.3986927,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,175503502.07525629,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,175816811.35204002,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,176360051.37296855,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,177496776.02158299,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,177698540.09542701,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,178782195.54426748,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,178800131.71849412,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,179701572.52014217,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,179889875.35348663,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,180772889.43704116,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,181980083.67877838,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,182230447.13634542,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,183622810.08472228,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,183632403.29257604,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,187061483.5416128,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,188025966.85257301,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,188751938.1422056,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,188758578.33664703,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,189133238.68294859,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,189332601.81038854,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,189484226.47957337,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,190511430.21540114,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,190749703.81321633,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,191616367.89691409,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,192504176.43645537,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,192504176.43645537,0.125
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,192964964.36953837,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,193097934.59956339,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,193558984.38362426,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,193561129.47205055,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,194052739.63948569,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,194231577.57417646,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,194373416.61580524,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,194382295.86960083,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,195443635.32364607,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,195535848.77371627,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,195675925.27690941,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,195817201.9824034,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,195827924.14771119,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,196153430.70361677,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,196525494.01180854,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,196984696.79810274,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,197269033.21608859,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,197931191.08595055,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,198403650.13029271,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,198403650.13029271,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,198666959.33837238,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,199425699.69095075,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,201238481.18339503,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,201484454.50035986,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,201632354.76091406,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,201724783.88328481,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,202386508.21427223,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,202498203.52125329,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,202926900.41315943,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,203055281.15336597,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,203582822.25047481,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,203786655.04350057,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,204150904.07371292,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,205126934.31223297,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,205169747.62913704,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,205191301.09626165,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,205591042.78328019,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,206355998.57157815,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,206570286.69052035,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,206580300.56115988,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,206629912.40158302,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,207472746.61371601,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,207545419.2142179,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,207921841.83559021,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,209299413.68564138,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,209906298.69430459,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,210185725.160613,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,210386822.36518714,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,212690219.55242196,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,213937044.0814195,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,214442922.45301619,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,215094600.41116089,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,215883327.0320341,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,216170072.24758866,0.125
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,216212780.91367802,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,218342780.62962267,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,219734208.62649322,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,219960237.84169486,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,220493326.80529839,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,222354683.64392582,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,224101732.14421955,0.125
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,224540015.51116976,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,224985284.73950991,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,225193742.72213456,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,225515801.12142056,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,225839218.28667468,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,226032580.28480458,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,227740463.33631265,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,228014820.53466195,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,228286937.45520872,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,229197329.63554764,0.125
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,230484097.82581723,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,232751700.01892686,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,233212020.95977965,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,234976439.28775972,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,238059039.55268738,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,239420937.17989632,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,239555228.47286919,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,239717221.40058038,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,240736333.03675696,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,240777357.79408711,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,241511534.92341381,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,242793519.78005296,0.125
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,243247930.95876458,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,243274985.04910558,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,243397741.95434734,0.125
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,243687029.84646678,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,244298340.14818326,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,244724474.15894496,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,245638932.05628949,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,245789979.33630294,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,246072748.3697193,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,247100647.14460671,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,247301730.86814371,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,247391757.859833,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,247769645.01617914,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,247836930.4911288,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,248286695.25594574,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,249774666.8142103,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,250758781.16342837,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,250890052.44056877,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,251928035.92116377,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,251996099.52776381,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,252466674.63301426,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,252706725.41416112,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,252950107.52281675,0.125
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,253225416.80285054,0.25
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,253280982.70727852,0.125
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,255165616.06287363,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,255988693.63813385,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,257359910.24747095,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,257634854.68025512,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,257815280.47324029,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,259071867.9904514,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,259642242.47118774,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,260371334.83080375,0.125
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,261047433.54549798,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,261262756.73143375,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,261513528.7352367,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,261601242.10743409,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,262734360.28619143,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,262780983.83970812,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,263142529.21829471,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,264039488.7469452,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,265120820.50615141,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,265952287.76853475,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,266003421.7372683,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,266121487.97521943,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,267595215.38546023,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,267792323.71180755,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,269557532.13567483,0.125
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,269645463.36263442,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,270548738.64004844,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,270548738.64004844,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,270754957.81957036,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,271238121.71465135,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,271329291.41897124,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,272200776.01507157,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,272924338.31993955,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,273459687.74494493,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,274381960.97169811,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,274664959.86049426,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,275357225.83170295,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,275735059.66422552,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,276108273.52405733,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,279160213.97850919,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,279249453.69938248,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,279845433.97149295,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,280322135.45081025,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,280994359.11307228,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,281720880.93492621,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,283397066.46370447,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,283579464.8713274,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,284140571.1442886,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,284634148.3520869,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,285089954.77899837,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,285760579.23625362,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,287046916.43732756,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,287103315.43949097,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,288683540.7487421,0.125
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,288954208.91526705,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,290169295.94897443,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,290362635.46801591,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,293165548.30966222,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,293328083.24252367,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,293481106.35573208,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,294260626.25064081,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,295163202.62432331,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,295575585.75869018,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,295614940.38602668,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,295796525.78717571,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,296223307.74077469,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,299158445.49396896,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,299736342.9412818,0.125
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,299999707.17267263,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,300097566.68958199,0.125
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,301531378.0569911,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,302817153.32152629,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,303582600.26913536,0.125
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,303593064.4948473,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,303710649.08451045,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,303800310.62253118,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,304190825.88958657,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,304878622.98177356,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,305486015.98322207,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,307601055.89452797,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,308710146.46691883,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,310585034.37665409,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,311489901.02859527,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,312285835.91367561,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,314397751.86116391,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,317529816.82073355,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,317755467.32448441,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,318205637.98894894,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,318850608.6637519,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,319140893.35415375,0.125
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,319818757.48261487,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,321815666.36195004,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,323876958.58551347,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,323957825.29143924,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,324449469.52670568,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,325128447.15184301,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,327166731.93960983,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,327716357.08882272,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,327784227.6146661,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,328971592.77863288,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,329998152.14718765,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,330190435.3825587,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,331052508.95099908,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,334882521.93303162,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,335030625.10093355,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,335887284.85731268,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,336520483.61699843,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,336869049.5952701,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,337289179.06930453,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,337333824.3173399,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,337531531.8728801,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,337865565.55029935,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,338226087.18520802,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,339164911.17455393,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,339472260.72229111,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,339496186.26298225,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,340123755.6791963,0.0
