敌血飞溅石榴裙,0,敌血飞溅石榴裙。
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,2001403198.7401695,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,2003894561.216661,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,2008312976.7997727,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,2024754630.4764688,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,2035822171.7250595,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,2036362824.6306355,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,2037013578.9790826,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,2039242585.1253338,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,2041000805.2019172,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,2041804340.9618881,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,2045966643.5706236,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,2049375986.0816948,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,2074991362.0062718,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,2080906005.5447013,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,2098865170.1263313,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,2102087250.6819096,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,2103396983.9861288,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,2106257167.1573017,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,2110538478.4483263,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,2114944717.5215559,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,2115178431.9865808,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,2116757966.70158,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,2118945873.3092124,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,2128951315.4660335,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,2143722094.2058284,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,2147417059.8926213,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,2148350653.9602714,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,2149454723.8574615,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,2150975718.1269236,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,2151472542.2424436,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,2152889140.3785863,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,2158737181.1573176,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,2170908401.7330203,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,2174306502.7550316,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,2181546195.6773777,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,2184677563.0224557,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,2195126981.4714584,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,2206720733.7430615,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,2215667240.2222161,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,2230771926.4514432,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,2250674737.2059627,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,2256261869.5086899,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,2259686934.0807796,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,2263629348.7755952,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,2270020081.7282534,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,2278852955.9892683,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,2293519047.1762242,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,2294798286.3507943,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,2309158688.442884,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,2310781081.7595353,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,2326890949.004847,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,2327171169.2912984,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,2331567204.7663856,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,2337606696.2782946,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,2337845593.512835,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,2339018552.6042829,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,2341934362.2015834,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,2346894075.1806326,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,2347943470.2324634,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,2366195320.7872486,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,2367452982.0885606,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,2367939455.8339443,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,2372538375.9432974,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,2375327499.9773927,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,2378429607.4140811,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,2379029994.2717671,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,2379633593.3679929,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,2380182274.1215873,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,2394453180.8554678,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,2404879158.9753022,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,2409058821.3894863,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,2411776224.0711579,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,2414578905.4286184,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,2417046159.5695472,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,2417922587.7873068,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,2426385546.1188893,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,2451567015.3510036,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,2457943601.1218419,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,2468977970.7206578,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,2469269127.3177695,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,2477033646.5167193,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,2491033012.0512691,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,2508017853.7607079,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,2511845237.8689933,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,2525944606.9350305,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,2526990478.4130177,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,2534192531.5666232,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,2535014540.6664329,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,2541017461.4043565,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,2544260283.1338215,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,2567484584.0500984,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,2570971802.8096547,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,2572217272.6643682,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,2572217272.6643682,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,2580851418.0246272,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,2581835037.6141806,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,2585036811.1330028,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,2588360899.0587721,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,2591034218.0017838,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,2593906961.0441494,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,2597681752.7508512,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,2600582884.9589124,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,2607789254.9902472,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,2613705838.3465753,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,2617451002.1432509,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,2627658142.5093608,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,2634810318.4610081,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,2636135268.7363262,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,2643371284.5088925,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,2643472139.6043653,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,2655065608.2871075,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,2663406678.4021912,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,2675424110.9318199,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,2687527631.345541,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,2687527631.345541,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,2693443087.4203606,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,2699550829.4195375,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,2709967508.1172371,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,2711609739.5059552,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,2712500323.1182895,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,2713485969.9873142,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,2721105571.562562,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,2721391451.9544373,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,2724359645.4984312,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,2730956041.7546968,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,2745618038.2071843,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,2760333486.2358608,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,2768010326.1314931,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,2770712514.806385,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,2773392980.2536049,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,2778027552.5964341,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,2787170881.9069328,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,2789381814.0682068,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,2796205227.2201176,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,2810770220.5843382,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,2821992260.8078785,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,2834053259.3122683,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,2841928269.6127667,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,2847859549.4082665,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,2849938855.043932,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,2868191127.5261369,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,2872367718.7295475,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,2878979732.8333879,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,2883039240.2454224,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,2897143524.9712768,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,2897408021.3833809,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,2906312802.6640759,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,2912234999.1604748,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,2916890817.3082061,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,2918524874.1782527,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,2923643758.4259324,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,2936118495.9431005,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,2938766377.6221337,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,2941709148.3008876,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,2950850425.5764623,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,2955907443.5882697,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,2957896881.1930709,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,2963490383.3004503,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,2973666006.8618879,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,2987747611.977252,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,2991171131.0560274,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,2999789481.1616488,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,3001646954.7734785,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,3001646954.7734785,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,3012088872.0463982,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,3014968326.4802513,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,3030081971.7744741,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,3041793386.715312,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,3045175109.8669972,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,3052026740.221684,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,3068335764.6831021,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,3076338769.5486598,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,3091598951.5294805,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,3091945016.5571532,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,3099078624.878304,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,3131478615.5888176,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,3137868773.2323456,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,3144537385.1662445,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,3146904704.5881782,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,3146904704.5881782,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,3146954398.3840256,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,3152669752.3494205,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,3165761110.8690419,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,3179984866.4691682,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,3187846180.5926785,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,3187846180.5926785,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,3195244212.1914086,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,3207359861.833962,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,3223192153.7866774,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,3236400955.843956,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,3243002916.2194562,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,3266991734.2004781,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,3267398579.305829,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,3295773023.2052398,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,3301036779.9887619,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,3330805721.772881,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,3338719656.6995687,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,3339118424.2619586,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,3340228147.641221,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,3346983527.8004122,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,3347158766.969121,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,3352279389.0930138,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,3357412009.0752125,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,3374152210.6546674,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,3387123170.597343,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,3391150037.4635515,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,3413368384.5209427,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,3443277363.0690813,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,3447361594.5619502,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,3543754506.022974,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,3547068406.5998926,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,3569045164.3455138,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,3584749726.2052193,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,3586398758.2319407,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,3587437116.9852757,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,3612674838.3027048,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,3679235613.9148946,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,3694183170.1778975,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,3701297826.1869159,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,3709829357.2909098,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,3727142257.5193067,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,3747046238.8167405,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,3747046238.8167405,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,3749986662.6620417,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,3777473685.8304062,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,3807784616.3393855,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,3812984819.1746578,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,3818046579.5640774,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,3853025921.4934621,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,3854946152.4462323,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,3856684519.2655239,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,3861267603.1857977,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,3886224554.9640546,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,3901178702.9173932,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,3929762932.7824411,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,3935541766.2328858,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,3940833494.7629085,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,3951464787.3271837,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,3955899017.5903144,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,3975706670.3543906,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,3981142298.0201969,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,3984565106.2935348,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,3985625467.7970867,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,4006718027.8693676,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,4026367764.4580774,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,4027468780.4219837,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,4044588653.3307533,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,4062786048.6408024,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,4062928421.0102048,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,4073809981.9679947,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,4098422720.9354982,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,4107161775.0251603,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,4112952973.011447,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,4116674999.7567925,0.0
