长吁短叹语声低,0,长吁短叹语声低。
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,3750113709.0677509,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,3773011420.2359643,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,3798140754.5328708,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,3869272482.9329424,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,3879431569.5915785,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,3899994803.691112,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,3900578867.1980605,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,3933258287.9340739,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,3944875358.2037654,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,4011235754.0604243,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,4021780431.060565,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,4024515613.0770102,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,4049759162.3258605,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,4090105011.6533809,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,4115241504.3282251,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,4124603625.5127373,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,4178724254.5905018,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,4193581249.4700875,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,4197319234.7538671,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,4200589914.1178513,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,4202478884.5578876,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,4212425967.9667087,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,4225718220.7341957,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,4228084854.2851658,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,4246638758.9737797,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,4266841232.5615797,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,4278265690.0239663,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,4282318171.6555305,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,4305277281.3897257,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,4310976957.0329227,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,4353281159.1306877,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,4367010124.8670645,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,4369129850.3044109,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,4383506881.0221739,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,4411232470.6086836,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,4412821934.3329296,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,4419292216.8255405,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,4423167986.8758564,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,4438948445.5955391,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,4461430789.2000694,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,4473884596.3458929,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,4475665874.4270983,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,4475686496.297102,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,4483523329.0195103,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,4487432073.8215494,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,4488729160.4810343,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,4489064238.1764765,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,4505229348.6433744,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,4509774651.9849644,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,4550902141.9853935,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,4555705873.2014475,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,4560402064.7962179,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,4571835279.3510342,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,4581006310.9550238,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,4592470624.68505,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,4609995117.1276522,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,4612657526.3600101,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,4620913181.51089,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,4620913181.51089,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,4623315820.0973244,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,4629716757.5022364,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,4653279820.4415283,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,4662518198.6268053,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,4675459751.3592615,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,4675459751.3592615,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,4694704861.2670546,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,4694704861.2670546,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,4702265617.3435373,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,4715770636.7893419,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,4718205714.422184,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,4725114707.009903,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,4726067412.8626461,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,4729059159.6151419,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,4746376208.8469095,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,4748157002.5903778,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,4751221508.6565161,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,4767833039.4578695,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,4769478171.3101025,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,4780600742.036561,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,4796819795.2687273,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,4798086946.9903746,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,4808153951.0632257,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,4824229162.9077644,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,4826200492.0731487,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,4829353935.7092447,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,4838263217.3014936,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,4866126818.9893522,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,4874230981.2928228,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,4876778317.0491734,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,4876778317.0491734,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,4888497821.8553219,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,4889867139.1999187,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,4894714190.1806984,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,4903409609.0973673,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,4904055406.9320335,0.14285714285714285
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,4905195062.5829973,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,4911614864.3032217,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,4929096639.2878275,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,4930348216.6119833,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,4934026155.4583673,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,4934254781.1694088,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,4953805070.4992142,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,4960430638.6192064,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,4964937882.8422241,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,4966125448.5836792,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,4982542184.3257408,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,4997160938.9774923,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,5010911566.779541,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,5029492812.596879,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,5035315548.4034634,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,5037600077.3379326,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,5048996914.8707533,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,5059361959.3333006,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,5087569060.2254448,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,5092490739.1934843,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,5108844077.6164198,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,5111096420.5180769,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,5111843474.7752533,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,5125343621.1601315,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,5135694634.7352152,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,5147881601.2989006,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,5157487748.1263256,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,5160705031.6984386,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,5161887883.3907042,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,5170356699.7660961,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,5172638106.752039,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,5186285589.8245411,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,5191122383.1595545,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,5192011976.5760393,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,5201897117.0705872,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,5234480213.6847191,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,5256659427.9942675,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,5260929575.4034424,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,5276299280.3346014,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,5276585598.4547844,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,5277355991.3432055,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,5280833928.1267462,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,5281504001.8321629,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,5282858161.6704388,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,5285677977.6393328,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,5294121281.7928219,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,5295182452.9871521,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,5318822391.7382631,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,5322226676.4698362,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,5336840806.833024,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,5342204188.1938744,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,5343210732.9569435,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,5345273186.5198355,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,5347759937.6996393,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,5357235868.2406149,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,5361056512.7695465,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,5365280314.7821732,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,5380386192.9435053,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,5381899451.1258755,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,5387235378.3272552,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,5415692585.2329607,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,5421005540.1866655,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,5425694935.5252619,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,5425927265.2257147,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,5433261545.1313496,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,5434836487.90973,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,5451931041.4270716,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,5454375755.7632418,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,5459045500.0689831,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,5461102917.2587996,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,5463739375.1502275,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,5466298167.6289387,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,5467251836.8991585,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,5469171577.6431351,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,5478718162.5171766,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,5484403557.7189255,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,5503232501.8457804,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,5509339348.4489222,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,5516688468.0996065,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,5518367835.0516672,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,5522495245.8750353,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,5525194936.1181984,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,5540797698.5725117,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,5540994303.7265272,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,5541646447.0342026,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,5544295804.496274,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,5558975228.5208445,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,5606257711.4354267,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,5611154756.5808573,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,5611154756.5808573,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,5613207379.6331539,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,5623362453.7432404,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,5629891799.4271193,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,5644094438.9519167,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,5649435585.568181,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,5652366559.6417103,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,5657430712.1405687,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,5682636847.4820862,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,5687784607.3692808,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,5690307330.1208515,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,5691085003.5358791,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,5692231219.1260958,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,5697757733.0801058,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,5701353513.3301964,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,5716095897.1093531,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,5748263849.3068647,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,5748955956.3975325,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,5750386576.7788763,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,5761562444.7628088,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,5766400322.4322462,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,5769002956.5166798,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,5770213952.0180044,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,5771974184.1214275,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,5801481105.1066036,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,5807702477.0806408,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,5813996387.9399691,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,5844931408.1726046,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,5856269560.151475,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,5857616719.5896845,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,5861174423.1474686,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,5878251107.7083731,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,5898723157.3848753,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,5900447998.5562696,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,5901682230.1668501,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,5913715395.4757938,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,5928521970.8666468,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,5931416126.0062723,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,5933923704.0837698,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,5943350940.6733456,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,5950186404.6616316,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,5955972476.6432524,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,5957100539.0333567,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,5964251173.3735666,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,5965007917.3362474,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,5969490047.8163548,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,5975456240.4620066,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,5981179969.0057058,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,5987137204.9774351,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,5987786899.7160511,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,5989827424.498867,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,5992851122.0664864,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,6001172791.1147175,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,6004965302.832407,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,6011364931.7854023,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,6032509878.7660694,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,6032509878.7660694,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,6035850928.8738117,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,6037550100.1139402,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,6048403748.808629,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,6052267073.816473,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,6089128617.1766977,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,6112863368.8430119,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,6121003831.9973097,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,6128377626.7897882,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,6135522604.9311476,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,6140288053.1407089,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,6141507945.3794556,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,6144161326.8606329,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,6148102134.9940739,0.0
