独守空帏暗长叹,0,独守空帏暗长叹，
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,741140959.68608284,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,743376526.65411031,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,743497353.62247646,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,750987647.69595444,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,752238993.90248942,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,760735840.63433957,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,765191732.42844999,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,768176926.82183254,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,770381441.65418208,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,770824778.1756947,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,772678003.98381257,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,774277820.65347385,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,778863037.05196941,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,784599991.36737776,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,796177394.18650043,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,796499736.89101088,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,803299180.99468958,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,806345357.20211041,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,816316580.33236992,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,825223891.35259748,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,828405903.97080767,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,829616842.63524437,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,829724015.44499815,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,834590578.33845007,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,843281466.74749494,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,844802892.61107242,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,846420673.00369108,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,851951969.12827766,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,852488344.77264762,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,854328776.75148535,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,860704472.92344642,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,862372417.56020284,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,864721582.68220031,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,866401667.51034391,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,866706672.81462884,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,875264485.61982679,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,876538098.18920124,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,879333823.51578867,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,881798104.65681636,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,893280571.26288939,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,893400548.39819145,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,896863948.68814504,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,900251555.55003941,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,902744591.63918447,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,908258706.87434018,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,910725580.38460362,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,925759461.76655459,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,927139479.73648667,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,932192587.77475452,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,932957637.91251242,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,936724359.68472815,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,938137238.20543921,0.14285714285714285
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,940044180.75585485,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,944992077.6044147,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,956102877.88519168,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,958099558.77110708,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,960339610.89290178,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,963574832.86124766,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,963663280.72816026,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,965779193.30577981,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,965805542.69491267,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,970241931.313447,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,972023879.72577906,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,977029788.02123618,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,986978793.391397,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,991202476.62524235,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,993774725.56181693,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,996698795.4012388,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,1008037069.4628843,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,1009042819.4386835,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,1011113591.0028495,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,1011250444.5838484,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,1015677867.0121905,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,1018398530.4318093,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1018706791.378472,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,1023976496.3957806,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,1030271766.5512782,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,1031366358.4416904,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,1035194066.7230487,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,1047647641.2145509,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,1048118857.2787653,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,1050553107.1249682,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1055254949.6137723,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,1055338388.4713745,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,1056642994.9793271,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,1060071617.3872815,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,1061953079.7352803,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,1065407060.8738452,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,1067185662.9015527,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,1067185662.9015527,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,1072197090.2550824,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,1073604250.0520502,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,1077550528.6960766,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,1078355027.4347377,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1085564174.1616395,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,1087278250.6685474,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,1087712521.2095428,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,1091276140.6993554,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,1091596464.025887,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1092535225.6788383,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,1094898953.2689357,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1096146151.2850568,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,1100986623.910177,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,1101768036.7087231,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,1101932879.5672143,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,1103643644.290029,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1107934804.6408269,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,1109255074.6973853,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,1114498678.5867233,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,1116416696.9200587,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,1125645464.0874441,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,1126871854.9817305,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,1131998293.2094193,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,1132124420.9908135,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,1132993274.1725132,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1138313018.7109716,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,1139229886.9646065,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,1139581027.5321658,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,1142296385.8957088,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,1144272125.0085096,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,1146917714.9922915,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,1147824002.5880797,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,1147836557.1790197,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,1149659807.7182889,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1150412922.8374588,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,1151974880.4035337,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,1155221987.0574203,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,1155221987.0574203,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,1160884654.3349478,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,1164615367.1252458,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,1175535707.1501427,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,1178909796.5701842,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,1179571607.6316903,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,1181846499.0873661,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,1186644225.0912051,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,1198519118.9825194,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,1199107110.5500853,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,1199440327.895891,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,1201524123.6529472,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,1215281375.2016253,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,1217198709.3053572,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,1217620827.6653085,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,1223889926.2834852,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,1228039484.3545668,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,1237641490.5728276,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,1242175354.2087464,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,1250516076.6842284,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,1251738166.5549283,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,1256685854.9542608,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,1258693587.1909914,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,1258693587.1909914,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,1261695289.5597641,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,1263316567.9108067,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,1265193174.0081928,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,1266788590.346601,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1267804549.4503644,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,1271477164.8690057,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,1275451304.4216893,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,1275511230.8728733,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,1281200058.4194374,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,1282343824.6721148,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,1284080943.6060517,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,1285330499.4057717,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,1287216458.7593744,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,1290244721.6961377,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,1296097779.9652267,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,1297343539.5877206,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,1301738430.5958285,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,1304912999.0123725,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,1316984280.0903614,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,1317852150.528507,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1318503272.0088949,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,1318555508.2681661,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,1319083025.4127164,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,1320751686.3251553,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,1322001134.9784946,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,1323615734.4259562,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,1327098933.4185884,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,1336606422.0935438,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,1337870185.9880524,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,1341758512.4621768,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,1345747651.4535799,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,1347088821.1878421,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,1349893175.9818151,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,1361649571.651767,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,1361861500.2610083,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,1368443997.4546843,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,1377197061.6638639,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,1379100520.8162696,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,1384392765.2357264,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,1388133017.5996523,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,1392784372.5177443,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,1393440201.5443087,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,1394818857.4576426,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,1400779788.1105614,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,1402155011.1429043,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,1410291540.1308129,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,1412515136.32934,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,1425296387.1830642,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,1427977333.8396492,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,1439213080.5024228,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,1443760599.345412,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,1446045397.5525088,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,1449226925.6837711,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,1449788482.876977,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,1452157402.3811829,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,1453805707.0280552,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,1453845722.419085,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,1455446150.9222872,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,1457675777.8544049,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,1459672128.3717947,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,1466288957.2617779,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,1467031266.267909,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,1468336368.0712214,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,1468336368.0712214,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,1470366690.4534626,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,1471913595.6982396,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,1477907276.4549448,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,1480248546.9870336,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,1488604351.2156856,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,1495530765.2572923,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,1496632395.2824724,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,1496779565.9755592,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,1502409023.6148498,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,1505471055.436861,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,1514989617.0503333,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,1524486700.6997011,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,1527486075.4862971,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,1537326317.0735834,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,1539668595.7917829,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,1543114809.3586566,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,1543373790.020901,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,1543580989.5972755,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,1544681140.4650669,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,1547735183.7464149,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,1548598720.4679439,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,1553095223.091341,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1556057299.4688034,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,1556732975.1440952,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,1556902869.9844344,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,1562192509.3596666,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,1565879551.8233607,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1570766709.3291602,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1570766709.3291602,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,1571284843.7471018,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,1572438031.6309268,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,1573939017.0136464,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,1575253257.2367027,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,1580331244.4359303,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1587327234.7210984,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,1588166205.0330608,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,1588490879.81459,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,1590206365.0143995,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,1597308723.0136881,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,1607945178.8068147,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,1609473064.3981304,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,1609729313.9021101,0.0
