但愿得杨六郎心如石坚,0,但愿得杨六郎心如石坚。
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,3670883463.0789366,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,3690853042.6414709,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,3695001571.4825845,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,3707912436.7925291,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,3715352892.9882979,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,3746626787.1071362,0.1
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,3750067659.4484692,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,3766521689.1729746,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,3782780403.5181713,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,3786016571.6317306,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,3798237872.8522887,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,3798493405.8741527,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,3823613588.8410878,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,3843022812.7727385,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,3845422091.5872526,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,3847161956.9866252,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,3854785746.9457307,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,3855449524.7535515,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,3855541259.9139819,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,3907835874.2522202,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,4008842346.2614074,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,4047033814.5182705,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,4052093831.7225828,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,4075176228.1455398,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,4100728197.7341461,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,4101223667.4475384,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,4111054074.2024717,0.1
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,4118693324.1542234,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,4128262319.481833,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,4133228343.0983596,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,4143948521.8929205,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,4143948521.8929205,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,4166241233.3565154,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,4175569750.0457382,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,4184564855.7378502,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,4185766882.0425501,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,4199118569.8052111,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,4206608369.7973127,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,4210666740.7174182,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,4214033541.4923964,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,4264419056.1536636,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,4274366356.9128594,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,4294604894.1375027,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,4299327554.4645987,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,4300016679.2081985,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,4307362109.6893635,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,4308725581.8934193,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,4308931898.4572935,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,4312885896.8605194,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,4314191231.8551769,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,4316028934.8345194,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,4326240255.3569851,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,4331350694.9678688,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,4341811860.7663412,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,4358161852.5064621,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,4361034074.8905048,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,4366216346.7867517,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,4371483066.7235651,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,4380336270.6570234,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,4381319664.274745,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,4385781752.5235834,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,4390760560.2236032,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,4407656298.6447458,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,4412718180.061657,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,4415216334.521945,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,4442259667.3634081,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,4442828808.0774069,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,4446968334.013463,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,4462855153.9496002,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,4466034602.0582638,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,4491883645.9333,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,4503147236.4556446,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,4511018461.2851324,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,4514929571.6936207,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,4520707277.8695803,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,4526839965.5519638,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,4543678738.711874,0.1
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,4545854269.9764891,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,4560372905.4059343,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,4572628872.6821823,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,4585204163.9649858,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,4587816613.5839224,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,4602879874.6182203,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,4611530380.5546103,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,4612551791.7970581,0.1
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,4626212727.9566889,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,4630813352.336237,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,4648115984.2129402,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,4650899122.3129482,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,4659145805.0894966,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,4676553504.1401014,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,4678824378.8431177,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,4680695483.4701691,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,4686882638.0158472,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,4699722564.6709747,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,4701106007.2766266,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,4717336191.8233471,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,4748728997.4965878,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,4772957567.5095282,0.1
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,4783383560.3462467,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,4787257081.6781902,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,4787257081.6781902,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,4797929358.4484529,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,4804286757.4158945,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,4807866780.1833315,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,4811984478.8031254,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,4818903408.0421543,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,4821728207.5480528,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,4832627265.7131968,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,4843043776.1049461,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,4843672429.2356491,0.1
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,4856827845.3425102,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,4865980838.6170015,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,4876041409.7935286,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,4876723369.515358,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,4877276782.6689081,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,4879611743.7101774,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,4889248748.4480019,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,4894829871.8918886,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,4896263206.060894,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,4900037723.5192394,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,4918929142.5297279,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,4919680543.660984,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,4935830948.0195723,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,4935830948.0195723,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,4939851336.4404488,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,4943931450.0999651,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,4952108443.8750238,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,4961422673.1692657,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,4973627574.3035593,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,4983838048.0737534,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,4990848734.9361238,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,4990848734.9361238,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,5031547992.8398743,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,5031547992.8398743,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,5039260176.3733778,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,5039515767.16187,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,5041211189.8679838,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,5042970319.0688276,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,5047882896.2878122,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,5051833301.142767,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,5052582418.0551243,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,5058020052.5731201,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,5058663246.3190784,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,5060968342.8337288,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,5066616055.2405825,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,5094630269.8208275,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,5117029758.0671282,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,5122648252.1304636,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,5134716346.8883638,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,5135050600.0824432,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,5136516265.8242073,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,5150980657.598175,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,5173023235.3493586,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,5183971876.0995216,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,5188608599.6014481,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,5207656540.7899227,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,5218157339.2877703,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,5232932905.0140686,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,5246072815.3656645,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,5247255830.2012825,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,5261218730.9468327,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,5282281688.0825319,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,5283913533.4586163,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,5289469443.6646099,0.1
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,5304323915.9611397,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,5316923070.0765495,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,5319087544.6557245,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,5350535725.6257143,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,5351668877.388093,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,5354574838.454607,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,5357510211.0772448,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,5364441787.137044,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,5365110890.7006254,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,5385476409.5537481,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,5386003748.0153198,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,5391711063.9644852,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,5398321256.482707,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,5442464496.786747,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,5452969444.3019304,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,5453812162.4524059,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,5459494628.112052,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,5475601599.4341125,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,5476598499.6331005,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,5482724272.8915348,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,5484167586.9966154,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,5503884823.1690025,0.1
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,5505117322.3250923,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,5510210041.1549559,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,5541380542.6621399,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,5564216642.5220194,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,5571366029.4934139,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,5585269254.5257339,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,5590956948.5556946,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,5598822516.9193068,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,5600929614.731636,0.2
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,5608121604.9253931,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,5616482930.6154146,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,5654641128.0284176,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,5658485522.3641891,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,5673749843.5233774,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,5681818146.386548,0.2
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,5681818146.386548,0.2
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,5684047517.5188351,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,5711478805.7292566,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,5730809191.4643555,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,5769172793.6599026,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,5792224652.4805908,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,5806655497.1125288,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,5807177494.6515026,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,5814752882.1129313,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,5834383600.1199837,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,5853636804.4211597,0.1
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,5860753484.9291687,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,5861217573.7543812,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,5873789228.7934132,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,5875967913.3287706,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,5882200998.0095673,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,5905526453.7510481,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,5907094949.3217182,0.1
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,5909698403.3648119,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,5911638278.9290276,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,5925840126.5853376,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,5927273836.4588938,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,5929902917.7434425,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,5937177401.817812,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,5941878908.4780436,0.1
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,5948504957.5759802,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,5964198899.1633863,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,5974544367.4994965,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,5981932305.0281191,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,5985682553.3820515,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,5998221733.8962193,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,6008756252.3569889,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,6010603879.1443977,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,6012111930.650835,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,6022492596.0029078,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,6025711683.4863663,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,6026575186.9783697,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,6042216244.4592819,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,6052402918.0923805,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,6064242565.9950447,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,6087616427.9141617,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,6110950510.7418394,0.1
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,6111886118.2441158,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,6122247653.9661226,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,6131260791.968646,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,6134922098.5102262,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,6141310378.2620316,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,6141310378.2620316,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,6146002418.5513239,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,6160027567.7127161,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,6161461681.2322493,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,6194836834.7039957,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,6196899462.1185102,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,6201602168.5287247,0.0
