愿邦家从此后国泰民安,0,愿邦家从此后国泰民安。
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,73240323.756081805,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,73415528.517084047,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,73455090.272288859,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,73499084.092593729,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,73560978.051369026,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,73595803.498708099,0.1
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,73618226.656012326,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,73666140.239642978,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,73802608.533657432,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,74039438.060431376,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,74047698.894650027,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,74098258.493102103,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,74220845.082394019,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,74570236.514625683,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,74657897.08834523,0.4
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,74771758.35299325,0.1
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,74779562.44189769,0.2
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,74804710.40857318,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,75077838.446799383,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,75092086.061024278,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,75251929.080045447,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,75270478.880417123,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,75275648.171693936,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,75317716.775562942,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,75321716.487940028,0.1
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,75469674.375684634,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,75476890.046692997,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,75476890.046692997,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,75517221.680553004,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,75529689.586158276,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,75650221.720330894,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,75752251.643295884,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,75839760.804539055,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,75877912.211689129,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,76054074.881112784,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,76603101.81803146,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,76920572.34091945,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,77155474.474676549,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,77195336.627825692,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,77197857.824474245,0.1
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,77598212.89849326,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,77648503.795598984,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,77777502.672813296,0.1
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,77921335.27291441,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,78385813.865401685,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,78562220.141583666,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,78581841.768000692,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,78650385.579908758,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,78734575.441769376,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,78758441.330001071,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,78855549.478529617,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,79345820.502785072,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,79736185.810576946,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,80326715.317655995,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,80506100.61372824,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,80539589.92061089,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,80701357.206673682,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,80754136.336545348,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,80811206.466537133,0.1
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,81297007.865519404,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,81345167.015249148,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,82016168.503877655,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,82131520.274577409,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,82302346.895064205,0.1
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,82335066.707943872,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,82390607.353362933,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,82892125.831094295,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,82960265.54436262,0.1
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,83214032.309854656,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,83411322.832588598,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,83617533.470500767,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,83819164.866651043,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,84002454.831118062,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,84428339.347162828,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,84866223.133744001,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,84911008.639232397,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,84932842.671832442,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,84944943.483888984,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,84979355.720676512,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,84986048.09892635,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,84986785.473146409,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,85071535.325208068,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,85074682.57238023,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,85309729.321316645,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,85309729.321316645,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,85399230.571091369,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,85618532.151933983,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,85956787.11273995,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,86258056.116298437,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,86320143.740647063,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,86760821.586755663,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,86779235.448202059,0.1
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,86973874.875520989,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,87123365.202742174,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,87135334.882522345,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,88177865.851582974,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,88376997.114180312,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,88425656.356926158,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,88767729.930603072,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,88767729.930603072,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,88819997.184875846,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,88930189.652799532,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,89328932.626914069,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,89744968.097102612,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,89831139.761464357,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,90027277.810710579,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,90148461.558907196,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,90867516.710439473,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,90924476.885750279,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,91125422.196421966,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,91334660.233242854,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,91519182.247083873,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,91911001.855607778,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,92030138.376567528,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,92093138.162434667,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,92407121.489648208,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,92456617.402120367,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,92695595.742274389,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,92776778.757383779,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,93229918.202327847,0.1
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,93647194.588232756,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,93707041.921353891,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,93807995.708421513,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,93807995.708421513,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,93946398.619179189,0.1
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,94187329.321369871,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,94311661.358555168,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,94363576.781858698,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,95153817.95607771,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,95392320.216585293,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,95453812.939346388,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,96251953.670431316,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,96266592.058323354,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,96516225.448491544,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,96571657.46313563,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,96650884.724321976,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,96724255.517452851,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,96724255.517452851,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,96824613.74106431,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,96831148.678331152,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,96950683.839532554,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,96971106.279859394,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,97530153.278413832,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,97931123.777668417,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,98530418.293176264,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,98903038.246554762,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,99197585.050415933,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,99480689.926454589,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,99609463.011336684,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,99831952.268966213,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,100048333.3769211,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,100244202.36732283,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,100244256.14831243,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,100950574.12339771,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,100997064.07801054,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,101000069.20002581,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,101164570.96135648,0.1
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,101484344.91493514,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,101882268.69170472,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,102018784.06249659,0.1
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,102021206.09990852,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,102040285.65922232,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,102150634.54835902,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,102198811.9668587,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,102287952.0917293,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,102287952.0917293,0.1
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,102296716.7484239,0.1
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,102877353.02749977,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,102959971.82804748,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,102988041.18180281,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,103003133.08238238,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,103042575.12533978,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,103091047.53874943,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,103239918.61363299,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,103958132.49321161,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,104201303.66027504,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,104345006.79084706,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,104363473.20131464,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,104376921.63839892,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,104447322.51921138,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,104716649.89568219,0.1
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,104805695.10404786,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,105011338.65817757,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,105497936.01322404,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,106046694.18100519,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,106482007.59950195,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,106690126.72962044,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,106706475.65627858,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,106780484.8252169,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,106898057.32393055,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,107042573.63944893,0.2
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,107265971.25105272,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,107550362.08312471,0.1
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,108404545.13756663,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,108503525.37172936,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,108539905.0115758,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,108658272.15575108,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,108658779.52717473,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,108785329.67150021,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,109585013.6451942,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,109807927.46609671,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,110032319.72585513,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,111198009.47137855,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,111221880.36256246,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,111324605.28986891,0.1
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,111369529.95816307,0.1
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,111656828.71035589,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,111806919.3326529,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,111891472.49669957,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,112275195.19948572,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,112337858.64253147,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,112424445.15923412,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,112634732.49859267,0.1
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,112889615.77006195,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,113688344.86228861,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,113724915.93490376,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,113833341.76669301,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,114060791.55435024,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,114100871.77102467,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,114295913.50434981,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,114395324.53375085,0.1
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,114921909.61773765,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,114944608.65929972,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,115124014.08903787,0.2
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,115532977.44581556,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,115644144.0120371,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,116366049.12755732,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,116441318.140067,0.1
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,116698868.95058708,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,116707707.33187221,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,117280170.91159025,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,117298565.12379666,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,119298635.71582511,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,119326572.0073906,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,119726847.87273654,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,120614947.32915606,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,120962462.86109851,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,121745420.74877596,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,121785169.71017306,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,122124247.65761478,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,122124247.65761478,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,122148580.77620274,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,123275418.0882916,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,123463611.07015261,0.1
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,123491208.78144364,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,124193153.87609932,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,125981580.954219,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,126120687.55113757,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,126408568.04372035,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,126633624.00322329,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,126768137.6552694,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,126919331.09464207,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,127090757.402016,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,127110949.64779729,0.2
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,127222086.18523182,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,127853713.24399489,0.1
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,128078040.10086758,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,128314388.82090113,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,128360213.2930223,0.0
