有生之日责当尽,5,有生之日责当尽，
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,1461977059.4910598,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,1468726935.0433445,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,1472227741.3794303,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,1478819679.8321571,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,1480014069.8261328,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,1491245346.4738805,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,1508234218.62818,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,1524725147.7976544,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,1526737995.2455919,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,1529596145.1301851,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,1533224167.7278457,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,1543721844.0760632,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,1558527337.4635401,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,1574578769.7190487,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,1577318689.2588494,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,1587370230.1096656,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,1592323500.5947785,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,1594559619.4975917,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,1594559619.4975917,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,1598162136.220341,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,1607984351.4938915,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,1616748120.9672089,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,1620792734.4770584,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,1629762848.0766861,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,1632081977.9755356,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,1638410667.1583569,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,1640022563.8767381,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,1647141977.9608042,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,1650087848.6797183,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,1651361632.7395132,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,1653827030.2978899,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,1671384292.3061626,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,1677467789.1268256,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1680649202.7018023,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,1681844238.4464104,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,1682504647.5401492,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,1682900126.3454592,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,1683565005.7280679,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1686737162.9961319,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,1690449876.9620235,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,1692206570.1974494,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1710942170.1794791,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,1725532011.9238727,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1729256754.4968143,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1731105444.3783438,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,1732690512.0777948,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,1741495727.2434127,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1749762525.9164383,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,1772865760.2993908,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,1775149105.4867449,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1776575196.1990368,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,1777116354.2111757,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,1781260612.3641329,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,1790893660.17366,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,1802237635.1440351,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,1807920693.8363461,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,1819160916.8251436,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,1820627777.4041958,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,1824594205.0768607,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,1834826219.148174,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1835542880.601198,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,1844621988.4686339,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,1844860573.1111143,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,1857129839.699883,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,1863905136.1459887,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,1865327027.7175064,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1873069534.8210847,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,1878015438.4692652,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,1910640312.4081435,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,1915832630.1571598,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1931488700.2428241,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1931488700.2428241,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,1936412715.0656688,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,1941624282.0435474,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,1946220258.9321289,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,1948336384.7528121,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,1951408944.0402853,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,1955243438.5214846,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,1955243438.5214846,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,1955695217.4382637,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,1957678054.174818,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,1965885671.6125309,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,1968337573.8633997,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,1968337573.8633997,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,1969597023.3054867,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,1969597023.3054867,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,1973108873.5945506,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1998146610.6288674,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,2003829294.691541,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,2007400944.5116236,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,2014370356.4894097,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,2019399237.8584893,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,2025980697.7964339,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,2031114397.1484222,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,2034014359.0016751,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,2040369061.5119975,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,2050545879.6949902,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,2052137879.0274892,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,2057785250.4723465,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,2073563550.8225172,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,2086075551.5741248,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,2089762880.996197,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,2098178027.0533509,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,2107389552.3185666,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,2108698868.2831147,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,2114157036.4761,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,2123821311.3256927,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,2132782972.9627037,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,2138224782.8091097,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,2153385886.9871755,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,2156832273.0414643,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,2162809538.3681898,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,2167828823.115859,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,2175600356.2496409,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,2188200050.236053,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,2192030225.4254789,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,2195393518.1579752,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,2199830948.7337718,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,2207027778.1174531,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,2208060401.1546059,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,2210157425.5951853,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,2210552097.5998588,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,2212746647.1420226,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,2218152224.8907661,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,2221022327.4598422,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,2222804527.1259933,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,2226576726.8152795,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,2230722002.4525347,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,2236929980.5140295,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,2240548914.1693425,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,2249224703.4245849,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,2257825591.7871375,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,2258193392.4791756,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,2263766378.9960036,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,2275828567.5746546,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,2297688300.6234131,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,2298937776.6125364,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,2306322038.5403452,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,2306358822.5422449,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,2313761654.8700857,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,2346199982.5374255,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,2350479674.9913554,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,2358900346.8387485,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,2362750585.8797693,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,2365228097.8373432,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,2376795771.3197412,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,2396354600.2864556,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,2420155395.7325773,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,2438794066.7959809,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,2445515449.8868427,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,2455584513.0164313,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,2479326114.7742481,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,2484589801.4678493,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,2487018851.2339683,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,2493469263.9100113,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,2498802578.3546696,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,2499586306.0618019,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,2501913013.6936111,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,2518352138.3749795,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,2519867017.5168862,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,2520347829.6331754,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,2523485163.4898324,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,2525238737.8083143,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,2545355147.5452499,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,2548352531.8945312,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,2548708521.9576197,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,2569120264.1045723,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,2571489780.3151503,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,2580285836.3861847,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,2609231280.9197493,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,2615533247.2435431,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,2620064888.9097352,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,2624476890.0789423,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,2626450456.6692028,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,2645776957.7168193,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,2655953635.9605241,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,2661149241.3474755,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,2678591132.6705976,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,2692913185.1080117,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,2705887489.5181451,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,2723382163.4685407,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,2726625349.9436874,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,2729625358.0442052,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,2738150259.2407455,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,2738966656.5136433,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,2748621391.4465423,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,2751679715.3234701,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,2760263933.7556505,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,2763678847.3151221,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,2763678847.3151221,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,2779179484.3430986,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,2783681243.1652851,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,2788733592.4692583,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,2789093639.4298606,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,2804484184.2796464,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,2808057319.2502327,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,2820880178.4633231,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,2833139734.9629946,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,2843021116.896369,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,2862010549.2489614,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,2869369907.4935741,0.14285714285714285
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,2878335172.7334952,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,2957741389.2793994,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,2959581175.2006087,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,2972745658.6161695,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,2986738965.1150298,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,2987222612.3509364,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,3003420518.0367551,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,3003477584.3647671,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,3040692457.2720652,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,3044722984.0603085,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,3048012987.9097223,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,3048064142.570467,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,3061445125.1912332,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,3071800346.7609673,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,3075651934.1140404,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,3082873480.1137276,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,3104042978.3634219,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,3115178604.9515786,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,3122036890.7087455,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,3124037941.5046563,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,3124037941.5046563,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,3126598534.3880553,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,3131374801.639153,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,3132730056.7079749,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,3147442552.2535973,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,3173882985.0623484,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,3178162840.6911602,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,3178402480.1869736,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,3207457277.6050911,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,3228975542.8298068,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,3231146147.8769054,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,3236123587.8549266,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,3248268368.7818847,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,3254782000.6924472,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,3265165606.8056455,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,3271173705.8710532,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,3276118083.2821145,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,3277313834.9771028,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,3288477017.3697991,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,3306942480.7991891,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,3321878340.4251051,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,3328856718.582912,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,3365227128.5419126,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,3369947597.0715213,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,3375119329.2572994,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,3384071893.8243227,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,3384071893.8243227,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,3397000881.3916988,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,3439049985.000113,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,3447452546.7718468,0.0
