吉日良辰当欢笑,2,吉日良辰当欢笑，
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,772125098.11639965,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,772591787.42950273,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,781139166.82217574,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,781139166.82217574,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,784414972.49671531,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,785893491.9418596,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,788246113.97844589,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,789263433.66329277,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,790069556.84345019,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,791616571.30689728,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,804734154.63822603,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,805210723.81943679,0.2857142857142857
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,820726081.25443912,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,821579087.75003386,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,824729591.53388333,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,825140234.15175879,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,826852916.44593215,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,835129499.857535,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,836590580.81478274,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,838890456.22840607,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,839463506.53030181,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,843633069.8376317,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,850405860.73861229,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,855459679.38189137,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,860021983.15233397,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,861320857.32281637,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,861469148.12195563,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,862582183.85659313,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,864891941.29107046,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,865053343.57417202,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,866672252.87501037,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,869628450.93218505,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,873937546.12113881,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,878646997.92670548,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,879202870.54151714,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,880919098.6808418,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,884272732.3197732,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,886546710.98461473,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,887858547.22288907,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,891800323.20748556,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,894747978.08458304,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,901702629.13316786,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,904213774.80679154,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,906661560.49310791,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,910961060.97767758,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,911055889.28985453,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,911055889.28985453,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,917956876.6493057,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,922226420.089571,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,931526698.01049435,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,932387287.21121264,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,936312387.64232755,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,939973610.59684896,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,940127211.19829559,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,940702389.87281621,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,957028765.87095582,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,960146826.68555987,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,961359020.5658983,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,964026344.30456889,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,970373910.21979606,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,972361979.04882216,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,975459951.47625279,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,976907798.08261788,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,978243600.66936862,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,980476828.99645329,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,992224894.76364231,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,992511816.54418385,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,996382536.583709,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,996441927.27098763,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,999383074.24683154,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,999444558.619169,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1005875939.6382903,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1005875939.6382903,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,1007476574.5368978,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,1011511797.6897843,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,1021419735.2401962,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,1023380698.2512339,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,1024181950.5595912,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,1025626424.9086114,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,1028346304.0100874,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1032668854.8561707,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,1035498344.3460925,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,1036112621.3829565,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,1043705754.607785,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,1045586530.5112232,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,1046019539.4913371,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,1054156720.124737,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,1064317755.6981404,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,1066958142.8824018,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,1069612492.5238051,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,1070091889.4061241,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,1074711655.0775192,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,1076688269.8235092,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1080404403.14905,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,1080689903.8706536,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,1086349440.365747,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,1087999342.9885714,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,1089257463.7724197,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,1095394816.0012977,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,1095394816.0012977,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,1103456336.7723079,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,1103680668.1996007,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1104799354.5283861,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,1107421039.7239754,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,1107421039.7239754,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,1110744966.6832309,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,1111138764.5924616,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1113327214.6016283,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,1115027077.9523091,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,1118577077.4570951,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,1123289502.9511228,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,1123289502.9511228,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,1125308119.0118575,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,1126637723.3993616,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,1135971053.4289949,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,1142702354.1365402,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,1147860204.1534848,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,1154218737.8866081,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,1154763411.4659951,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,1157047234.8240829,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,1158170862.9587107,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,1161125379.2163539,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,1165459121.7630658,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,1167605455.7409418,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,1169748717.6853163,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,1170890783.6733813,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,1181794743.1842825,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,1182873048.6350069,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1183282618.5058689,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,1183555891.0910542,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,1187327547.7189903,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,1188614655.8737946,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,1189132334.1479511,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,1191488191.1658535,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,1193648031.0257444,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,1196153481.2219517,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,1199832203.8954527,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,1200448099.0832741,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,1206513936.5503325,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,1211411236.2453024,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,1217666255.6143334,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,1221772472.1284764,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,1223819958.1685197,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,1228803968.3332059,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,1229420051.2247632,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,1230325033.0984397,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,1231573744.5155358,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1240092895.7973924,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,1241959182.0227528,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,1243173962.7457588,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,1244492565.6540005,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,1244714052.055984,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,1245772121.5474715,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1255198372.0993736,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,1256296997.6531277,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1258090450.1883409,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1266449475.0379708,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,1267458479.3453312,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,1274035134.6530235,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1274782637.6398432,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,1280299823.5501149,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,1285439788.4991331,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,1293508806.9956481,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,1297929090.0541801,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,1300473427.9172716,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,1301873282.2390833,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,1304351960.1930287,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,1305365722.3240769,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,1308762975.7593524,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,1314566300.7020917,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,1328214344.8548717,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,1332559764.3915596,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,1332559764.3915596,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,1336375529.8289208,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,1341611964.6649714,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,1343174003.5392706,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,1345299591.486166,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,1350115050.591423,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,1350115050.591423,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1350195815.3051503,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,1350355528.637888,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,1360959032.1255999,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,1372691899.3557961,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,1373694410.9328227,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,1376308920.7254694,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,1378405962.8393779,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1379967384.7592046,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,1381184807.5507085,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,1382175413.1206553,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,1384661424.4277227,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,1389879297.438282,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,1393776287.6486869,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,1398248228.0852373,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,1399073944.3790317,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,1403241804.2126825,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,1414788912.7813244,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,1417524185.6409497,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,1427923762.8713567,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,1428164743.8757396,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,1432641284.4063509,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,1437513497.7033262,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,1437513497.7033262,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,1444760096.4462745,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,1458594093.1375451,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,1463043349.426373,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,1468228227.10132,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,1469687246.0131743,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,1475787711.50823,0.14285714285714285
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,1478021078.6825976,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,1489272417.9038033,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,1491073056.5398633,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,1493901139.8310194,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,1497124501.7966948,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,1508845996.1115074,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,1512866227.6892867,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,1513953449.1763184,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,1524768464.5586293,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,1524907983.9265313,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,1526066771.5271339,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,1530414280.2494297,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,1535324750.3578608,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,1546746303.6775572,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,1549376795.2227786,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,1566386301.5998182,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,1582168900.2131736,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,1595501826.0683742,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,1598037361.2093346,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,1600454550.0715778,0.14285714285714285
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,1608600906.4282596,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,1608939500.0619192,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,1609074588.4619842,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,1610501689.5565984,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,1624531266.1624327,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,1624739430.2307303,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,1629667396.035085,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,1631130987.7165816,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,1632040392.73441,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,1649861102.9870021,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,1653476944.8896794,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,1662963543.8341691,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,1672155282.8364525,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,1680800980.7661228,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,1707047557.7175436,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,1709830325.7639694,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,1731982758.0145824,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,1734163428.4592967,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,1736049277.9175251,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,1757339886.3010781,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,1762871977.2962203,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,1767054089.4940767,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,1779812244.342201,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,1782139355.0429876,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,1783123615.1011806,0.0
