百姓们闺房乐如花美眷,0,百姓们闺房乐如花美眷，
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,3160741311.6506391,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,3173560920.4601893,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,3210193713.4026222,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,3238316454.9628968,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,3254965243.6538916,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,3277652243.295085,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,3278574009.3356924,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,3298508271.6280265,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,3313498284.5991802,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,3316952255.0285149,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,3332945035.8543053,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,3333745109.3992996,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,3339002626.155055,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,3342986995.6750627,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,3346391763.4846921,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,3358591677.7807584,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,3361573583.4083285,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,3375234972.8835855,0.1
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,3379900508.5181808,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,3381327900.059268,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,3381537073.3677115,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,3386588207.6381707,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,3394255122.1594911,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,3404739741.6043711,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,3411700232.4588118,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,3418787167.2571664,0.1
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,3443554809.713367,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,3446566216.8697472,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,3465095609.0014057,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,3467850532.3802814,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,3481920215.4667764,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,3485650471.4078832,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,3506382768.7970548,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,3510276563.6636777,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,3516313684.5301251,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,3516989971.4669027,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,3520443501.5709481,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,3555498978.5201306,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,3559470504.0009036,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,3559470504.0009036,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,3590672174.0752487,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,3633171855.9323735,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,3688712437.2453809,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,3688777814.7069077,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,3728503800.5535731,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,3732266133.0413198,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,3751811061.5155926,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,3757911042.766818,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,3760012462.2004423,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,3760976297.7650523,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,3762321849.2279487,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,3768386277.0983911,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,3777309354.1770229,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,3797086483.2125072,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,3803706675.119967,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,3803767178.3437014,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,3813600452.7593651,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,3814714638.4301767,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,3821634018.8579507,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,3826864040.7944279,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,3832411908.1943431,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,3846942089.3875442,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,3877958426.2849851,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,3878757679.4459791,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,3908938497.0601425,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,3925113114.6659365,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,3927085664.8962975,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,3928998742.071557,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,3929962034.3915944,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,3930844584.3602357,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,3946964690.7987337,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,3964551752.5921545,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,3974606910.089788,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,3976545525.4599333,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,3977978415.7882686,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,3979755027.3651495,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,3983212895.3106341,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,3990907860.5397501,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,3996056001.115675,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,4005365587.6924424,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,4030357186.8357816,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,4032932146.2579045,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,4050858496.212358,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,4052785932.0632644,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,4055072709.9898157,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,4057629325.4907761,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,4075492483.9055214,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,4082093944.0775847,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,4098511419.1484747,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,4105183838.8229551,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,4105983694.6621671,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,4127257914.7296495,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,4127257914.7296495,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,4130289980.2178841,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,4144243494.9201341,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,4158207030.2042532,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,4159081103.8193703,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,4165877648.0491862,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,4167543563.5711226,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,4169272358.0167241,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,4175074720.3468485,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,4183866326.1709089,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,4201513573.5760164,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,4207229948.2647915,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,4208818369.2655263,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,4210473129.7880116,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,4226303666.4441071,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,4235603060.1942077,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,4242696805.5310869,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,4246180379.9065742,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,4274018834.2723694,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,4278271078.7037024,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,4307592579.2988014,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,4310806737.3803654,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,4313166647.3624315,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,4317502580.3731441,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,4327964475.4774761,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,4330251824.0456238,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,4332446612.3392458,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,4333509165.7792749,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,4334267568.4799833,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,4337553635.4285841,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,4340383212.3576431,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,4342868231.479866,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,4345523575.3157701,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,4354772003.8419847,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,4361719980.0893602,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,4369367567.2227287,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,4370364495.3369856,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,4389308364.4963913,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,4410445558.8147545,0.1
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,4411562492.1052761,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,4419023427.2971897,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,4426018450.5229425,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,4433400879.7309542,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,4442883564.9514408,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,4444244227.6009808,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,4470886239.5240154,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,4473383280.9800997,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,4475921108.1505957,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,4476607295.5168619,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,4476607295.5168619,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,4485674648.9469633,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,4491753890.6287107,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,4496411618.6616659,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,4515079564.9425716,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,4524327936.0132818,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,4539861158.4993858,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,4557616338.6722012,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,4582504706.7148685,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,4594512601.2409449,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,4605374855.8523378,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,4619219454.1208038,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,4624441786.4487295,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,4642974401.5156431,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,4655786050.9887075,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,4661453624.3017473,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,4677406659.2665396,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,4685554584.6393433,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,4708134913.9211216,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,4713375520.7216606,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,4720364216.8154125,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,4754101953.8985672,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,4778302021.1391745,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,4788515165.1055145,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,4806379763.0901976,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,4837049647.4370823,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,4845299210.321188,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,4846933640.8433828,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,4853126745.3130713,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,4855180928.3047295,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,4855394338.3432846,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,4865479137.2435436,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,4881363647.7364435,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,4892075975.9888086,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,4894402861.1429129,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,4900934792.9098902,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,4908539221.2076302,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,4910671036.6622534,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,4911001181.2459536,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,4915215580.7119608,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,4925416955.789422,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,4990971766.777524,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,4998807700.0285845,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,5005389750.4523726,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,5013415797.4749746,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,5021799884.0793781,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,5031686138.2697229,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,5032365330.372509,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,5049089545.6263542,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,5054296152.3042107,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,5083450131.5367689,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,5094514575.6799088,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,5119877230.2964277,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,5174007934.1399508,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,5174925136.3422089,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,5178031790.9044504,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,5178317472.9688864,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,5192692112.2162266,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,5212563827.8094978,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,5217990279.6654453,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,5228498617.5257254,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,5256302197.4697008,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,5258202328.917572,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,5267947905.4078608,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,5283865438.8439388,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,5289606517.3927708,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,5298433462.6535473,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,5300448729.3679781,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,5307591345.4030571,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,5310138482.1297455,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,5323218988.6690245,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,5352626893.0123444,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,5356721080.3416443,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,5370880807.8468876,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,5377501060.8673105,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,5381846776.9114962,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,5382491973.5074759,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,5387417730.7790594,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,5390169853.5429325,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,5390169853.5429325,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,5402068489.1679401,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,5424083601.1734781,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,5426925523.8798895,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,5427974818.5654526,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,5438023142.4862919,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,5442220736.2389336,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,5444527389.2739754,0.1
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,5445691434.9470997,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,5450918560.9410868,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,5463212032.5315733,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,5476154246.1161213,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,5482240276.5331793,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,5517738817.4326973,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,5521125023.0910769,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,5560594564.1533413,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,5572270680.7792759,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,5583898364.7295494,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,5602132837.3975716,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,5604500416.5897398,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,5609252277.7113161,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,5626405741.5813589,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,5662457061.8993063,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,5678190336.7336798,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,5680521207.8893156,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,5698474342.7842627,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,5726834526.6998873,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,5729618011.9732094,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,5744524648.2747784,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,5771256796.2655382,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,5772487719.1497202,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,5772561342.9509678,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,5772919559.6364403,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,5773240762.7521925,0.0
