行不安坐不宁情态缠绵,0,行不安坐不宁情态缠绵。
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,2782550038.0233269,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,2791810731.7999988,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,2794320492.398149,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,2806134344.1764555,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,2806158209.3147407,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,2821544847.8907843,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,2847529615.472362,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,2850620225.9804411,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,2869674633.0290842,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,2872254400.1581264,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,2872254400.1581264,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,2874899008.8959208,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,2881723715.8865685,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,2892352498.353024,0.2
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,2896339798.964323,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,2901613737.8236432,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,2901961550.6012855,0.1
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,2914135356.9407287,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,2923229874.8156486,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,2926143663.4427052,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,2945643176.8408222,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,2952044475.8935347,0.2
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,2955545771.2213936,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,2958359546.1554146,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,2959963999.7430577,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,2961967228.7530694,0.2
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,2968407906.4186497,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,2969586187.8033566,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,2969823489.139811,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,2973954693.2207842,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,2976373953.8106828,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,2978871818.9920359,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,2978871818.9920359,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,2987465609.946475,0.2
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,2997563320.8032041,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,3003957699.0065136,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,3010717562.9205508,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,3012606680.694921,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,3014779845.0027485,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,3017202728.9935341,0.2
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,3024589541.1553135,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,3025432177.488306,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,3025661328.3547554,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,3031146029.092113,0.2
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,3032901971.2259517,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,3035413894.1355157,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,3038569461.7645497,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,3050945951.1760912,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,3057605710.653151,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,3058596294.0978136,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,3062586369.0233717,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,3062998942.5034318,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,3077130281.5768204,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,3083026899.3378816,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,3083565573.3778381,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,3091213683.9477525,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,3103415055.4248943,0.2
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,3105325383.4619198,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,3111642321.7154994,0.2
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,3113258176.3891878,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,3118832014.5909653,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,3121095877.6465569,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,3123016474.1534848,0.2
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,3124532533.3906312,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,3126469932.5842376,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,3130017134.3847265,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,3130836044.6790576,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,3140362244.220572,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,3148240111.6928983,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,3148276905.9534469,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,3159441957.0391731,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,3164457650.2263293,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,3165732300.3418756,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,3178164761.2156458,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,3182546046.8875127,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,3184631653.0190234,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,3204147267.2781568,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,3208929047.3101602,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,3209424617.9647856,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,3220988831.5175953,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,3225691042.174355,0.2
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,3257219119.7162919,0.2
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,3258610712.1339145,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,3266700115.55406,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,3271666172.2149291,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,3273299245.1127391,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,3282045524.0856051,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,3284662914.5034146,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,3288338724.3377194,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,3294020403.7011003,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,3301096809.4022536,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,3306047628.2567201,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,3309008181.2714748,0.2
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,3322422022.4469676,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,3323283045.0943894,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,3330362659.5692453,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,3333792626.0702009,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,3336572613.0662169,0.2
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,3344873296.0179214,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,3369939900.077219,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,3386530640.347609,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,3387166316.2102938,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,3393509772.9157543,0.2
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,3400486403.9457088,0.2
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,3405703209.3185878,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,3406185591.9958448,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,3408506002.2728705,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,3426337086.0088449,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,3429358561.9092302,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,3432906900.4174137,0.2
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,3435312909.4195142,0.2
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,3435843851.1709604,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,3439786637.9103713,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,3445124993.015883,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,3454511709.4446425,0.4
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,3468501552.5405812,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,3472890572.6829991,0.2
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,3479403606.8051748,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,3483546658.9931903,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,3492084118.8095179,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,3498161031.5330515,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,3500473366.7965631,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,3506925525.8132467,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,3511456702.006258,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,3513366389.7849293,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,3534200913.4137459,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,3536864430.0641084,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,3538152284.8201451,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,3538219927.239336,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,3540918034.0874882,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,3540941391.5477004,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,3554275673.1571779,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,3554460158.7260365,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,3584009222.3333383,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,3586607848.9613409,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,3591903190.8474612,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,3596013308.2858319,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,3602491641.0535793,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,3602725258.7089238,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,3607966371.0647159,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,3607966371.0647159,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,3627112257.7793684,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,3634179732.0580292,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,3634651587.1931028,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,3635666294.0092726,0.2
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,3648770010.5729318,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,3654823544.5905519,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,3659022045.1687217,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,3661678073.7006946,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,3662815204.6700087,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,3668414286.5358763,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,3677742875.9263029,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,3684863695.1395545,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,3689770642.8085108,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,3708012969.2563252,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,3708370733.3429904,0.2
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,3710260386.8533874,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,3716751928.3434491,0.1
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,3726346606.2513394,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,3737715126.7365355,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,3749484217.8625827,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,3773263099.8040357,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,3774849620.6884456,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,3775081792.363317,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,3779821052.3809323,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,3782967280.923151,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,3820942738.6155996,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,3825342690.6281314,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,3833121623.742487,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,3836043947.9508748,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,3849703553.8883791,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,3851726994.8144822,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,3863078905.2397013,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,3863321256.0837684,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,3868428286.432519,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,3879455453.7139153,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,3883092046.6754823,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,3888043612.8497887,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,3896822000.1713881,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,3899433367.6046801,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,3902752398.1522083,0.1
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,3915247775.9937434,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,3917100827.0319967,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,3921420871.6447458,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,3922003460.1412411,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,3934977968.2094789,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,3945159110.4762406,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,3947214580.1646304,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,3953247849.3046217,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,3955438802.5441828,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,3959993773.1133275,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,3962133387.3031669,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,3972596517.1443586,0.2
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,3973032594.9251494,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,3973787035.7554107,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,3974082813.2204661,0.2
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,3974457428.9635272,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,3984134088.6433201,0.1
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,3991043626.3926406,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,4005814086.7863817,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,4006092986.661109,0.2
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,4009549136.264235,0.2
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,4014248536.5695162,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,4020922958.1953368,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,4021801392.6165924,0.2
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,4022285899.1614628,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,4029468334.5847297,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,4036494129.1720886,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,4036494129.1720886,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,4048240023.5813017,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,4056414799.4678659,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,4064521255.6393538,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,4079597387.458539,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,4081664050.8374491,0.2
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,4082275623.3757763,0.3
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,4083220540.8248234,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,4093013143.2284164,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,4105513905.4973488,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,4106073269.1881104,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,4109262731.8626971,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,4125268832.6028571,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,4125610774.8736458,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,4131689208.1302052,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,4134759189.7908015,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,4137038777.5696173,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,4167480469.6812587,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,4191867770.9185567,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,4199880596.2510834,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,4222910842.4081941,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,4224570453.9845734,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,4227626268.3996725,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,4242294203.4565301,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,4242499517.8892932,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,4245655716.4515901,0.2
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,4246511234.9853058,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,4257147309.3867326,0.3
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,4257229314.693254,0.2
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,4266940744.022964,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,4270189109.1961088,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,4270995113.2740664,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,4286298121.4847264,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,4287323232.3017139,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,4305853328.7726526,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,4325627005.1890373,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,4338743583.3581228,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,4341955934.1788826,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,4344971336.9941835,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,4348743066.3632345,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,4350211507.1666136,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,4351994380.5763931,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,4371703372.4597807,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,4372476682.7912273,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,4376877677.3924971,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,4381559852.8856907,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,4389173189.1220837,0.3
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,4389813323.8102512,0.0
