海岛冰轮初转腾,0,海岛冰轮初转腾；
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,672085270.65817785,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,682909916.58938444,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,686987352.2931881,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,687343453.44290984,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,689452841.7900629,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,691203289.93056142,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,691747417.14860797,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,691897998.02014017,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,700450097.45303345,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,704769619.10613084,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,704834141.53739655,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,705663561.38806844,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,706162121.00188529,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,706518329.04652441,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,706631582.04345286,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,708763199.83814919,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,709635260.86926758,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,709754652.07428145,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,711100978.00320768,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,712243553.85437,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,713123650.03204656,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,713467644.17752361,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,715699888.32038426,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,715740215.40472376,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,719011054.0357666,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,723573209.56382132,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,724644043.76984859,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,725822343.37871802,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,726130052.87844205,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,727063056.67221713,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,731007901.61761165,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,734869559.44589126,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,739680998.20081604,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,742056643.93217623,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,743159230.97593117,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,746453343.12364268,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,746807960.09008336,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,748578680.16497946,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,751547709.69983029,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,752697781.07344413,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,753207809.74611485,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,754413386.21783602,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,754775579.63557172,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,756750943.7526499,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,760482116.44947398,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,761108846.20830381,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,772467899.94520438,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,774484535.21298015,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,774937251.54610837,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,776136510.09237266,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,777207391.06184936,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,779161619.65154421,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,779888116.49161553,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,780772709.9927932,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,781043435.10718787,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,782846361.1704917,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,783036518.5420264,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,783725452.20997453,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,784556802.18416703,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,787001047.15226042,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,789519499.84989095,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,789602907.54733551,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,793302931.70227444,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,794134030.99965775,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,794393393.5925678,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,795969761.69088399,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,797815685.92492676,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,800323619.72702157,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,804914999.26552904,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,805561584.56447506,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,807402675.07578504,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,810291540.16398132,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,810866717.50586641,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,816198155.82214236,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,817921538.94656575,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,818006351.72655761,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,821809481.60005867,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,822370078.55641294,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,824206477.70588696,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,825487105.50953543,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,826739648.78247976,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,827997746.79567075,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,829707661.87545586,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,833589203.98153317,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,834662740.59941971,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,835808177.17576623,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,836324147.19446433,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,836440545.67176044,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,837953241.4554503,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,838238403.84908712,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,838874184.46452773,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,840557208.17266464,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,842230173.25533199,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,842350379.82440913,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,844900602.35515976,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,844905241.64640152,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,845011800.57058895,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,845639202.64366686,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,846427746.94571161,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,847806818.50600827,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,848066342.12620974,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,850969825.20368087,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,851548228.54534006,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,852811148.0432409,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,853320799.20197892,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,853660362.51073492,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,854336578.70547736,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,854836007.35148752,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,856184259.79386997,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,857617507.20289803,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,858158618.52466238,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,859127508.32125592,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,860074800.94239438,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,861405209.6878581,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,862336988.95002747,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,862686416.39917159,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,863881819.10920382,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,864288389.78200006,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,864316067.33670282,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,864394827.66912627,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,865648217.55532444,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,868529663.58129048,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,869661494.70292544,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,870232486.01014125,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,872324852.67374647,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,872393506.97900951,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,878719116.71724999,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,880108867.46742964,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,883506667.36461663,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,883864974.81953633,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,884136489.56525385,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,886490370.29083622,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,886593086.3952198,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,886656446.27200019,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,886681395.44779396,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,888040915.13515019,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,889419081.16522312,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,891007091.3154856,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,891959733.1988132,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,891959733.1988132,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,892570184.65821779,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,893213972.25760448,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,894527653.09553528,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,895304369.73391533,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,898331480.49013448,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,900065137.53393018,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,905877054.70857275,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,909380056.65754426,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,909899461.25828385,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,911516159.8095969,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,914196835.31316257,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,914196835.31316257,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,919201158.5330739,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,920705051.22042477,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,921582342.56424236,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,923142881.68321037,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,925241341.32610655,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,927247617.85538447,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,929519620.00772846,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,929638935.49003255,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,933316914.48475111,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,933926899.61562455,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,935087570.14904118,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,936369781.22880721,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,936924607.21553814,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,937403804.60012591,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,943314522.8786943,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,943915318.26032567,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,945065776.20684648,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,948642900.09420264,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,953988360.05349779,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,963289643.19392097,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,963432295.52877998,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,964296328.71643341,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,966180475.82150292,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,966869408.00260568,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,966968811.63599193,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,967622716.34831858,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,971334494.47367454,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,971425073.36720252,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,972224504.31473279,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,976156638.74627602,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,976388819.38630331,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,977177073.7019037,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,977824071.87700558,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,977990674.69171131,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,978447085.65998471,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,978782221.23940051,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,980636116.98913884,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,984979269.22398078,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,985607487.49660683,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,987605578.92581594,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,997024299.59071565,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,997115899.95056486,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,1002232917.6783891,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1003661195.6621664,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,1003853460.5021625,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,1004753042.3088729,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,1006134291.2182087,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,1008482901.7880796,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,1014408354.3321819,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,1016599530.5257367,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,1016836505.794235,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,1018730071.6152099,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,1022403825.7400843,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,1022863659.9875159,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,1027109263.9069977,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,1028267035.7284228,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1029867412.202183,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,1037337607.1792932,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,1037696947.8091995,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,1040093526.5776062,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,1040517341.1413509,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,1042171177.7506994,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,1044917441.8739541,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,1045797450.4344866,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,1046770280.7625211,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,1048592395.7753625,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,1050499687.0424072,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,1052927437.5256084,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,1052927437.5256084,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,1055358842.1592379,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,1063339026.7746036,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,1063370124.96773,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,1066171164.9442403,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,1066630087.6586337,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,1067210999.7992145,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,1071684780.6981193,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,1072631130.5270922,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,1073990439.821933,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,1076133327.1469238,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,1078400811.3421559,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,1081147905.1295187,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,1082447021.7715275,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,1084340819.0843124,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,1087920709.2523286,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,1089068938.4948757,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,1089493141.608427,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,1094702788.3479452,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,1094987498.9287205,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,1096032836.5936599,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,1096248740.1506495,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,1098031145.6830409,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,1098128086.8219712,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,1100065814.8403015,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,1100907558.6694992,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,1103519246.3321257,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,1111921128.1152537,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1113130838.4431663,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,1113430822.5523179,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,1113621889.2522171,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,1114840738.8766828,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,1119048722.2848878,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,1120159637.9366629,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,1122130941.459944,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,1122274540.3876941,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,1122838998.4864345,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,1126771710.5987906,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,1127055895.434067,0.0
