相公你为何不歇息,2,相公你为何不歇息？
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,72128303.879033506,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,72218008.210822225,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,73175980.426891834,0.125
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,73220898.758753389,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,73264504.389305979,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,73364787.435084805,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,74200132.296169147,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,74423755.385963172,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,74454572.826126277,0.375
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,74705774.275543734,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,74717846.250234634,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,74721150.315341875,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,74733356.80634062,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,75310269.154263511,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,75477353.250751689,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,75602456.232675672,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,75609640.288277268,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,75783461.927260891,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,75968471.955917105,0.25
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,76256357.740636647,0.125
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,76320424.431500614,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,76442907.122871146,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,76457636.560120434,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,76643273.765170828,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,76963838.946704462,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,77204964.079602823,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,77577351.143356919,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,77712372.114814401,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,77712372.114814401,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,77940395.394338191,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,78038577.638362423,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,78186957.932356864,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,78413188.362114191,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,78413188.362114191,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,78600984.915465355,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,78837084.87175186,0.125
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,79204055.875772998,0.125
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,79310573.600410357,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,79415971.136726454,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,79680514.247441456,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,79805447.71752046,0.125
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,79866827.603037193,0.25
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,79961449.735701814,0.125
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,80276666.660051525,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,80310168.326684073,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,80632992.998118132,0.125
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,81308801.127309948,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,81387601.039200887,0.25
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,81508103.936362043,0.125
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,81950580.236138359,0.125
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,82173045.204130858,0.25
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,82235430.164450586,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,82373013.443953425,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,82600830.999718651,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,82971243.811736912,0.125
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,83018831.483955696,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,83101084.886670291,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,83182833.252316684,0.125
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,83205277.811950937,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,83840133.491744369,0.125
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,84468037.114743218,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,84563408.329525039,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,84611081.688201368,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,84700137.141019821,0.125
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,84733947.537548035,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,84792783.902830049,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,85084563.890752465,0.375
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,85285744.745014608,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,85355426.855731055,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,85382547.531233147,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,85428055.932218432,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,85613312.368750811,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,85808803.03468962,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,85879303.285423175,0.125
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,85967653.74540554,0.25
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,86033596.375712499,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,86346533.792141885,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,86360963.024213448,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,86477909.96659179,0.25
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,86523090.89626573,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,86758042.407051846,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,86884931.310523883,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,87032668.756668091,0.25
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,87273569.523274526,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,87273569.523274526,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,87543744.230363458,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,87580280.793408275,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,87972215.392245114,0.125
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,88093549.593494818,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,88097086.906561017,0.25
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,88253663.070895582,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,88552315.187640741,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,88656565.28336753,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,88754028.500416353,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,88810721.959653452,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,88998080.017934486,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,89044941.947145894,0.25
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,89092999.385768324,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,89162533.929121837,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,89285453.855543256,0.125
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,89294356.157337114,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,89523814.321082979,0.125
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,89551095.955666423,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,89553965.779337183,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,89741652.042971909,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,90093317.823973358,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,90139773.703051403,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,90355587.781361863,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,90448041.868641004,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,90479184.321566463,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,90793584.242110252,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,90872295.408303395,0.25
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,90910964.280575708,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,90913759.648862049,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,90982830.871993542,0.125
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,91074961.834156111,0.125
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,91187697.171336159,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,91263231.27040562,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,91269668.532970294,0.125
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,91365108.636668622,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,91810048.292849839,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,92173345.474769354,0.125
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,92259589.74168241,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,92570985.547723278,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,92747339.401397422,0.125
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,92784131.460241392,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,92926684.396039307,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,93158287.246290281,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,93251586.523863435,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,93340568.543074369,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,93654126.160784915,0.125
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,93656922.529903576,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,93740883.026767731,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,93747739.47812818,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,94112121.649440333,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,94292245.095214278,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,94411137.785121515,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,94514204.287014976,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,94521141.096500233,0.125
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,94563548.012741074,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,94800555.628410697,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,94848033.282210737,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,95057389.937982649,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,95297822.618293703,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,95438036.583164394,0.125
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,95530810.980973691,0.125
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,95561126.008549258,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,95567517.365630269,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,95662447.225814089,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,95854322.726863071,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,95888793.528569072,0.125
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,96058195.537172318,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,96063272.777028605,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,96247747.407314047,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,96311057.26242657,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,96344816.917126209,0.125
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,96371262.432451308,0.25
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,96704704.363421097,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,96877448.339914009,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,96938077.731601134,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,96992853.48866415,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,97044639.222631425,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,97055626.119714454,0.125
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,97138749.793993101,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,97216204.563470587,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,97259068.914090708,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,97426921.548901409,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,97507453.861265153,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,97827571.581818819,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,97827571.581818819,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,97997576.94884257,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,97997576.94884257,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,98195993.900348231,0.125
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,98202030.781318441,0.25
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,98330272.507107288,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,98455562.949606076,0.125
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,98741289.454630047,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,98804632.994195119,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,98845672.793876633,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,98928425.082767054,0.125
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,99343139.370604068,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,99398528.953702763,0.125
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,99598012.19903712,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,99697809.439016789,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,99789272.701254532,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,99915155.942754284,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,99972803.472846165,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,100108034.03128345,0.25
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,100195935.65274252,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,100451532.88228206,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,100592354.01564372,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,100979539.37029764,0.125
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,101029403.09662923,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,101100036.89228702,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,101148197.65528694,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,101280866.23159339,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,101294878.57744552,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,101360473.84834084,0.25
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,101383899.67557479,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,101457120.99994193,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,101524384.15129849,0.125
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,102053955.79755366,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,102245662.19384739,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,102383180.65198761,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,102777217.38979648,0.125
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,102803132.25527228,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,102931187.80131479,0.125
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,103237565.11289734,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,103316061.30387968,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,103335832.68393153,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,103513243.76524927,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,103863762.98629396,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,103986120.12182021,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,104391710.46190995,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,104515851.81504704,0.125
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,104637400.87054816,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,104868123.63107504,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,105311843.78699163,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,105456928.05456439,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,105728656.29333682,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,105868496.51517399,0.125
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,105968951.93552022,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,106469708.39714281,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,106565150.55802578,0.125
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,106708978.45512038,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,106764761.59499519,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,106764761.59499519,0.125
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,106827006.55008933,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,106866835.73461294,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,106866835.73461294,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,106916392.25369988,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,106995418.93912899,0.25
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,107020080.82287523,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,107045260.35795011,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,107187915.20493935,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,107348678.39048174,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,107441304.55361672,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,107498243.0703211,0.125
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,107524000.00917247,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,107556545.4837475,0.125
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,107580677.83013155,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,107763709.63828593,0.125
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,108096889.99027494,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,108101462.21165052,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,108136651.55044393,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,108301367.17798342,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,108349931.83340062,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,108661474.39687499,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,108677824.31325288,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,108866777.32525361,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,109116003.25146937,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,109152214.44283125,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,109240994.38612576,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,109316815.2300954,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,109322464.8859649,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,109359160.47543944,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,109563589.00706446,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,109651419.45310412,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,109915945.26906349,0.0
