寸土怎能够属于他人,1,寸土怎能够属于他人。
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,965784056.67078614,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,967834672.53421938,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,968470011.89248013,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,968470011.89248013,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,974435647.30724239,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,978729335.05789244,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,981223685.90020311,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,986460964.18853295,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,987319241.60267544,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,988693649.30980802,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,990781344.3675983,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,993328189.27976608,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,995047478.50972712,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,999854859.56679654,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1001301844.1186697,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,1002207611.8951966,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,1005636856.4883369,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,1008205358.8156266,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1008505936.6535203,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1013246093.0426682,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1015904496.5269487,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,1015992192.8975776,0.3333333333333333
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1019740798.7126205,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,1019905703.2656978,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1020916513.2474452,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1030093082.8780069,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,1032822771.3602679,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,1033131028.8174729,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,1038482547.4381639,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1040162243.1965871,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,1040941030.0262765,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,1053389871.9789892,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,1072524688.7623525,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,1073136490.9200944,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,1079220760.3545856,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1080744256.2280798,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,1083124014.8478887,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,1086189567.6350658,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,1087345591.113246,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,1088470320.6056621,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,1088596331.9727693,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,1101012146.5235751,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,1103103882.7347288,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,1103184785.5782592,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,1108415922.4434106,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,1108554895.3917923,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,1127580102.571013,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,1128368419.4949906,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,1144070093.8872147,0.1111111111111111
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,1153649712.1126242,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,1168918956.8336425,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,1170654674.8421929,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,1173600577.1936803,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,1177698143.9460237,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,1182443516.2546821,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,1184898093.5519369,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,1192991515.8725696,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,1194386217.0005245,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,1198929123.3087804,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,1202829828.1376617,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,1218734125.328675,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,1221745006.2140481,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,1224831177.8462729,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,1227806198.865576,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,1232688050.5969195,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,1237834400.3852684,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,1243984185.0342066,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,1251384104.5508142,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,1251933513.7103643,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,1253129343.51336,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,1253853909.3726158,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,1257744798.8338411,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,1260472367.1219716,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,1269144613.7925351,0.2222222222222222
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,1270985946.9457729,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,1277004805.1716421,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,1291165668.0289638,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,1294821780.2983699,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,1295143852.7154207,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,1298226643.494458,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,1300778915.8570459,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,1302070187.0445354,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,1302620512.562849,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,1303680562.7144985,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,1309488483.4866345,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,1314606849.06722,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,1315380168.5442638,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,1318070407.5164957,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,1321124155.2593706,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,1323603652.7080507,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,1329074367.3484292,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,1332078484.2734206,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,1340005669.4482379,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,1345456615.3334148,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,1351081468.7089522,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1351249134.7318993,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1354556862.6001668,0.2222222222222222
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1354556862.6001668,0.2222222222222222
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,1355480209.1403191,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,1358301447.9351759,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,1377493717.7143798,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,1380192092.6183262,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,1382372771.7263103,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,1384600505.2504063,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,1386043206.0518618,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,1387089035.5320678,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,1392974828.8254764,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,1395609337.6815219,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,1397711270.1804101,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,1412502486.2982728,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,1420025558.6860268,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,1420419377.847713,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,1421419127.8738263,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,1423487088.2617331,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,1424293522.3492453,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1427782463.7811852,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,1432601524.7543645,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,1439215223.8177888,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,1451204073.2636378,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,1452048638.6910338,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,1462833297.844116,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,1462951031.9022131,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,1466178332.8894997,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,1475865151.3412755,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1479999016.8884153,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,1482802824.0827463,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,1500371456.081326,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,1505212510.2926431,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,1512218773.2667575,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,1518708621.7115898,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,1524026829.5360386,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,1524101308.0467308,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,1532907863.1110682,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,1550798837.6164165,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,1559082071.6207144,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,1560069311.3991647,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,1573742715.7727294,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,1576329766.7875059,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,1580279881.485184,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,1580845376.4421802,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,1587142147.4295816,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,1591102977.4667752,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,1593076180.0937049,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,1594323957.4052839,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,1594708230.8145564,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,1612649029.7319977,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,1618260575.231863,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,1621573073.9253819,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,1629166348.5551679,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,1630584553.6220977,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,1630727911.5006125,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,1630786396.920516,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,1635876708.7570024,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,1640028124.285574,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,1640068122.1108177,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,1640918709.1900742,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,1646394048.4186466,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,1652481405.2660122,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,1655885797.9523244,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,1664359304.7149377,0.1111111111111111
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,1668538203.7181251,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,1670511736.9424157,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,1673246451.1029489,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,1676300012.7126887,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,1676300012.7126887,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,1677166945.9661727,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,1679316689.8369167,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,1683448790.7862213,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,1684180403.8601992,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,1688498980.1177425,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,1692064394.90892,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,1695032391.8544853,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,1710381762.1188834,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,1718760079.4027092,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,1721007893.6143436,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,1721340709.7095885,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,1726452785.5285158,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,1727991202.2989602,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,1730525735.5977368,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,1740330610.0247343,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,1741327891.4154727,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,1742693257.542686,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,1745648638.1832986,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,1753973956.2779789,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,1754180559.8002658,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,1754180559.8002658,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,1758744645.1261609,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,1761017761.2484317,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,1762020497.0487082,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,1773101520.4395874,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,1774023202.5670545,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,1788746849.3924401,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,1790624309.6180696,0.1111111111111111
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,1792768694.0314467,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,1798968249.2180741,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,1798968249.2180741,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,1803265329.3920751,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,1816495058.4195337,0.2222222222222222
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,1817482861.2691798,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,1820046027.8895063,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,1830088963.5606964,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,1834035726.5087237,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,1836379072.8230155,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,1838197003.854104,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,1840704304.8377759,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,1854826734.0893581,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,1860552707.8298895,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,1872749113.2481439,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,1877825118.310199,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,1877966266.2088249,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,1878658588.4666517,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,1882882402.8918214,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,1886056129.8181252,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,1886773079.5532956,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,1895582208.2788644,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,1904281760.8375349,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,1917974679.6955132,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,1919971681.3003623,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,1930055970.7503889,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,1942232445.0315685,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,1943570158.5592608,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,1945077456.4945724,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,1946992238.4002666,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,1946992238.4002666,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,1949432528.022722,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,1973720358.1085451,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,1974493568.2344756,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,1974493568.2344756,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,1987219314.4367418,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,1987260611.1763482,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,2009256618.3247538,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,2020565972.0720637,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,2028708510.3889465,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,2029656309.9037414,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,2030497956.0806692,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,2030634547.7762423,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,2031042305.1629488,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,2031042305.1629488,0.1111111111111111
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,2034379491.0478637,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,2048749808.7430165,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,2049409670.1351631,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,2050230578.356621,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,2057834615.3775659,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,2061205754.2381899,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,2063297664.144778,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,2064956208.5451546,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,2065165604.5867898,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,2065206880.6894734,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,2065371838.8291492,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,2084680919.7001321,0.0
