也有失意痛哭嚎啕,40,也有失意痛哭嚎啕，
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,78532741.110522553,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,79146232.071542755,0.125
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,79392150.254935429,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,79429265.978704095,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,80050666.319312617,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,80635364.579316944,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,80744460.142078251,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,80982007.719560131,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,81063502.159217015,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,81079682.44158341,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,81196714.399869278,0.125
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,81199402.738705829,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,81251352.84533377,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,81285109.062471211,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,81464430.882440507,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,81640639.220052212,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,81767789.210308149,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,82067721.626763731,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,82068832.493255883,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,82511668.558506638,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,82543734.979049906,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,82582321.986456811,0.125
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,82594917.381067663,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,82712704.569646791,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,82993375.915817484,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,83524054.648119435,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,83551202.027655751,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,83563316.854374304,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,84417924.446325675,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,85091191.22470428,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,85095560.048997134,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,85236191.701926053,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,85236191.701926053,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,85498630.343208894,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,85498630.343208894,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,85698057.993234605,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,85704207.205884025,0.125
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,86257190.532605618,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,86933320.872187182,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,88049391.010804847,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,88059748.300554737,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,88059748.300554737,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,88191246.718116745,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,88298988.11462225,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,88934115.593234792,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,89166074.984330431,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,90313134.386818409,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,91162595.617648274,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,91335318.257528991,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,92021566.0828657,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,92263213.482609868,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,92714713.60905318,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,93244011.710688189,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,93576765.484015688,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,94394447.629725888,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,94755288.344659522,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,94903564.406141967,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,95120637.118528157,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,95187778.492633104,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,95441462.040792614,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,95613239.816740036,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,95668303.906972989,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,96087935.23726359,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,96087945.29634276,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,96206615.459557712,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,96598740.494708151,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,96891847.37265192,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,97136735.717750952,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,97215534.494921148,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,97316400.395837024,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,97981047.515013888,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,98297866.122543424,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,98573040.587627873,0.125
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,98928845.568725079,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,99198241.050558805,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,99556108.430369079,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,99686331.240736023,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,100103959.27867025,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,100234265.3181363,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,100800461.4792178,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,100849430.04800116,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,101575188.61060299,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,101986536.73072921,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,102857321.66322336,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,103542451.09591718,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,103927363.40333304,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,103930221.7641395,0.125
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,104642899.09952095,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,105034996.78362902,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,105314651.48139721,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,105784554.9353472,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,105984293.99453256,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,106629489.04056905,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,106629489.04056905,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,106746164.75641066,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,106800426.71790476,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,107072390.07270698,0.125
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,107076783.71918897,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,107104350.77011859,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,107515961.34356733,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,107751430.48539969,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,107917699.59758584,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,108509012.40854436,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,108652928.33930349,0.125
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,109045505.19931014,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,109273015.57284731,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,109563993.07197012,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,109674920.73741728,0.125
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,110033399.13141535,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,111315909.37904227,0.125
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,111613711.47847226,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,111638334.90216962,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,111721593.49947983,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,111898222.50625689,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,111898222.50625689,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,112177817.34156345,0.125
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,113043147.15619019,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,113059674.74901047,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,113196528.2083084,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,113871280.41862318,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,114189975.94877788,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,114211374.66421108,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,114268077.72342163,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,114703006.80709866,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,115400423.44189622,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,116031317.6569048,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,116090711.12328675,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,116113654.84550686,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,117179585.89126959,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,117273384.7536044,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,117354873.45959856,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,117580317.96158755,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,117949778.48711154,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,118645039.02704434,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,119398277.60193555,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,120766589.9356242,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,121130841.163371,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,121145278.65890668,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,121172242.41346692,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,121677044.55527695,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,121704983.26216342,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,121975646.32066584,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,122052568.79244591,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,122510771.66385789,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,122808665.32939784,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,124188916.02699725,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,124814303.74170606,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,125063668.68267322,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,125100134.17416935,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,125316669.74424253,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,125485373.69772267,0.125
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,125749545.81952445,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,126603605.38109723,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,127952921.6445466,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,128502483.85152483,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,128789814.27123284,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,128992280.78505786,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,129161525.08383189,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,129656368.63847037,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,129870227.09226111,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,130332563.2866756,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,130338309.06135984,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,130372908.50129189,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,130730720.02123216,0.125
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,131201486.46250428,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,131555219.82803404,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,131628279.94671436,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,132556317.85318862,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,133057196.6399174,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,133252185.17911814,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,133563421.01425993,0.125
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,134147365.54511076,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,134505932.41428009,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,134613585.07658923,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,135164609.91065791,0.125
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,135552596.13537815,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,135597740.26106986,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,135615037.23532534,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,136055331.77411997,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,136419365.31828195,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,136671956.15552559,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,136999442.53811714,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,137025482.18592486,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,137460978.27729359,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,138209453.40239573,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,138275020.72326159,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,138798251.44833234,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,139120442.34161767,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,139668743.10168952,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,139764670.19153902,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,139943180.61791456,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,141131602.95197076,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,141618738.11417755,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,141937308.81562907,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,142091796.70709851,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,143871557.72209609,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,144225765.63249382,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,145613835.44537312,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,145669236.64212853,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,146128677.88542795,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,146413140.88184422,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,148050077.87679335,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,148070119.60669422,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,148365811.98880011,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,149630546.90863258,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,151513476.59127939,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,151573337.97430032,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,151892705.35290122,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,152241156.286194,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,153690820.34448031,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,154623572.18242621,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,154801290.73745421,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,154985627.80065119,0.125
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,156023888.71905252,0.125
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,157069252.16448107,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,157328651.72470793,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,158349112.39926317,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,158379110.72329894,0.125
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,159783896.62417713,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,160056540.4232834,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,160250097.10268468,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,160381077.89915812,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,161330374.0080041,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,161607206.57346904,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,162145976.49203059,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,162184803.58991194,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,162231822.44278967,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,162339685.54685384,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,163814479.88088569,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,163814479.88088569,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,164219356.45561451,0.125
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,165509477.45797217,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,165586595.08333942,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,166125099.27498737,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,167018980.06253257,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,167206728.670434,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,167254591.75797236,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,167561678.53908244,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,168737778.83974138,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,168746832.47978711,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,168778372.44435194,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,169378549.58971891,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,169938806.02525142,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,170113227.64333102,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,170475294.93367255,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,170475294.93367255,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,170564441.86187854,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,171292922.39309847,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,171335238.20804048,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,171877370.6808542,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,172475492.56417063,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,172709794.82422099,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,173627874.49829167,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,174464407.71232209,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,174560397.60898402,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,175064501.94338259,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,175188131.15003768,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,175433001.63416213,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,175810196.77727929,0.0
