我这里出帐外且散愁情,0,我这里出帐外且散愁情。
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,3331985872.9491024,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,3339919305.886014,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,3370664102.2787848,0.1
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,3387656059.9470258,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,3393275032.5845251,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,3395388135.8296504,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,3397284198.9268064,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,3421760505.4519162,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,3434963085.7229948,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,3436355930.5579982,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,3456081489.3253455,0.1
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,3460443625.723269,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,3468503959.3247795,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,3474275178.284956,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,3478589031.0415826,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,3479132156.1192718,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,3484587521.5011592,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,3515723609.2887444,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,3564338901.3952665,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,3573798535.9488931,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,3575094133.2998438,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,3575603959.2672682,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,3576927014.2500334,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,3596076471.9078498,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,3598600716.5455003,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,3612195143.6683908,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,3615584433.6708617,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,3620093720.0586681,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,3648924774.5068321,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,3667041494.5091367,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,3676486026.3352265,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,3688826013.63873,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,3698846070.4906497,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,3717771232.4715223,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,3728051885.4508395,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,3762910781.4091702,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,3769960186.9388528,0.2
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,3775457756.4085846,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,3784676054.7441335,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,3806940904.6311312,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,3815178418.0508299,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,3823824621.5755863,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,3826315635.6972175,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,3835026726.7969737,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,3846012405.7668986,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,3846032021.1864243,0.1
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,3846543757.0070467,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,3863221538.618999,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,3865424703.7256112,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,3873182469.2439551,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,3900857697.200963,0.1
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,3905696445.2428222,0.2
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,3914096166.6670585,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,3915815996.3256488,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,3974925270.939949,0.1
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,3975732336.2694511,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,3982889249.8962584,0.1
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,3992537851.5398808,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,3999635277.6409841,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,4013872041.965518,0.1
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,4018571737.4215913,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,4019047278.1539798,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,4020877710.4041395,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,4066336201.9884496,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,4089998083.7640762,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,4117423365.9547524,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,4117579268.6817713,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,4118682020.1516542,0.1
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,4143684933.7450333,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,4146459726.7896395,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,4149632423.8997679,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,4149632423.8997679,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,4160688255.9731665,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,4161712824.2721667,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,4162981291.7952824,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,4163363903.7512169,0.1
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,4165741281.7176824,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,4168709919.180428,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,4174140071.4934878,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,4183499895.2904015,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,4183499895.2904015,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,4183831030.1680908,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,4190997393.5050998,0.1
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,4194030844.8421307,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,4196428120.5036979,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,4197139110.3038602,0.1
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,4208867179.3290062,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,4212084760.1336374,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,4214964133.8240671,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,4219706309.4381294,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,4220933607.0366864,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,4234625044.4843102,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,4252271332.3516669,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,4274013402.1920466,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,4274427722.8401165,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,4275980136.665144,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,4275980136.665144,0.1
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,4293695564.2902012,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,4296769819.9140453,0.1
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,4301148192.5201511,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,4301916235.8941145,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,4301916235.8941145,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,4302071789.1644869,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,4303932393.6512537,0.1
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,4304465081.3771954,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,4306705957.0198536,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,4316823734.8605051,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,4321077740.9944,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,4322159146.9836636,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,4322159146.9836636,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,4328168023.715991,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,4334679737.5488482,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,4335712373.1653957,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,4336924286.6126852,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,4357481562.7759829,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,4359802602.7130232,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,4362914017.2406998,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,4370554638.1157646,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,4372609108.1697016,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,4373828714.4023962,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,4381311014.4139299,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,4389257455.5303679,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,4418660404.8552399,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,4423698148.8959742,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,4427349405.5416298,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,4430770446.5521717,0.1
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,4446593663.2514935,0.1
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,4453828192.0784016,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,4473494966.1805696,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,4493010298.9315443,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,4524872252.5571985,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,4534923057.7139091,0.1
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,4535769590.0511484,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,4536305978.8059521,0.1
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,4543096890.8057413,0.1
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,4556671296.4114695,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,4563697778.8143644,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,4570369522.3150759,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,4591052686.1095037,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,4598466054.1865892,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,4606587188.6170683,0.1
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,4615596514.484375,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,4629146450.9812937,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,4632698611.0521994,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,4632713418.0242901,0.1
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,4633935887.787878,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,4662686597.7980824,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,4662883320.5190153,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,4677423877.1864471,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,4687054740.8212891,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,4700259167.1086178,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,4719696321.8124313,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,4720367091.0098314,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,4724571510.4330025,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,4738163576.6718416,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,4753826761.052001,0.1
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,4759579569.0311794,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,4759915774.4634724,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,4774275487.7953739,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,4775769049.4372501,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,4780272816.790123,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,4789034411.8546171,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,4798223574.3061876,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,4814479463.6880207,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,4815604489.4735575,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,4817492205.1648331,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,4820027435.9117393,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,4828674392.9237108,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,4849684165.1209736,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,4858162118.2860537,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,4858959311.6795311,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,4873759571.4809856,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,4894242610.9940109,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,4903631347.6783838,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,4911054386.3212729,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,4934307190.5384912,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,4935432607.2850037,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,4938558022.7713184,0.1
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,4961344583.9574957,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,4961949134.2734814,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,4963815048.4124994,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,4964424192.9611759,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,4968754639.2526598,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,4973793459.5347128,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,4986827038.8244925,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,4988749144.4626427,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,4999124987.0799713,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,4999145243.0474234,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,5016570975.2319536,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,5041521810.3775148,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,5042562905.6080132,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,5043892897.2374945,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,5045441640.8307047,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,5045599447.3830929,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,5048088203.3067636,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,5058918064.9767513,0.1
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,5082440998.055809,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,5083579878.2072515,0.1
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,5086032245.3608685,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,5094146175.1443872,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,5110178322.4721718,0.1
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,5117031199.5853672,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,5127673259.041831,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,5128231164.7230873,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,5128448091.4782524,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,5132738620.7777529,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,5138646129.3519096,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,5146473510.825902,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,5146473510.825902,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,5157029205.864749,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,5165322384.2518702,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,5198987772.1633396,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,5208714509.5291576,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,5218062655.4304342,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,5241421783.0573072,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,5242188953.9801769,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,5245022982.136507,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,5257328133.5951786,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,5257328133.5951786,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,5280511165.3099327,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,5303659172.0274448,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,5304990934.6575584,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,5332670039.367507,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,5333940129.0018387,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,5342521731.4225216,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,5366937147.3932905,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,5373775454.2728004,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,5373775454.2728004,0.1
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,5376737265.8569536,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,5383555033.0929451,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,5389215405.8338938,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,5409753022.6118469,0.3
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,5411062273.3779955,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,5417005739.2594852,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,5417005739.2594852,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,5423345329.9251509,0.1
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,5423497799.0045147,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,5430399145.9014149,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,5435341757.5310259,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,5440168253.0854435,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,5448709181.4359989,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,5459960070.4036427,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,5476971857.5799856,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,5500569775.6254702,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,5546411430.0166626,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,5569598137.7168169,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,5582694838.1562319,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,5585872008.0718536,0.1
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,5587277470.1114092,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,5602629468.6549206,0.3
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,5603774700.556941,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,5605090573.5141954,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,5627949106.6205072,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,5651759624.7995825,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,5658452816.8559704,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,5668108307.6199942,0.1
